Game Order,Team,Date,Passing Yards,Passings TD,Rushing Yards,Rushing TD,Turnovers,Opponent Passing Yards,Opponent Rushing Yards,Time of Possession,Day of Week,Game Number,Week,Home/Away,Opponent,Result,Passing Completions,Passing Attempts,Passing Incompletions,Passing Completion Percentage,Passing TD,Interceptions,TD Percentage per Pass,Interception Percentage per Pass,Passer Rating,Times Sacked,Sack Yards,Sack Percentage,Yards per Attempt,Net Yards per Attempt,Adjusted Yards per Attempt,Adjusted Net Yards per Attempt,Yards per Completion,Opponent Rushing Attempts,Opponent Rushing Yards per Attempt,Opponent Rushing TD,Opponent Pass Completions,Opponent Pass Attempts,Opponent Completion Percentage,Opponent Passing TD,Opponent Times Sacked,Opponent Sack Yards,Opponent Interceptions,Opponent Passer Rating,Rushing Attempts,Rusing Yards per Attempt,Total Yardage,Offense Number of Plays,Yards per Offensive Play,Defense Number of Plays,Yards Allowed per Defensive Play,Turnovers Lost,Total Time
124,DET,2021-12-05,272,3,100,0,2,326,100,26:56,Sun,12,13,,MIN,W 29-27,25,41,16,61.0,3,1,7.3,2.4,97.2,3,24,6.82,6.6,6.18,7.00,6.52,10.9,27,3.7,1,30,41,73.2,2,3,14,0,112.4,27,3.7,372,71,5.24,71,6.00,2,3:10
125,DET,2021-12-12,198,1,118,0,2,174,184,27:53,Sun,13,14,@,DEN,L 10-38,24,39,15,61.5,1,1,2.6,2.6,74.2,2,17,4.88,5.1,4.83,4.44,4.22,8.3,39,4.7,3,18,25,72.0,2,1,5,0,117.7,21,5.6,316,62,5.10,65,5.51,2,2:54
126,DET,2021-12-19,212,3,126,0,1,293,105,31:52,Sun,14,15,,ARI,W 30-12,21,26,5,80.8,3,0,11.5,0.0,139.7,2,4,7.14,8.2,7.57,10.46,9.71,10.1,21,5.0,0,29,50,58.0,1,2,20,1,73.2,34,3.7,338,62,5.45,73,5.45,1,3:04
127,DET,2021-12-26,208,1,130,0,1,207,47,38:05,Sun,15,16,@,ATL,L 16-20,25,35,10,71.4,1,1,2.9,2.9,84.0,0,0,0.00,5.9,5.94,5.23,5.23,8.3,18,2.6,1,18,24,75.0,1,3,8,0,114.4,33,3.9,338,68,4.97,45,5.64,1,2:41
128,DET,2022-01-02,262,2,95,2,3,232,265,26:27,Sun,16,17,@,SEA,L 29-51,22,37,15,59.5,2,3,5.4,8.1,65.4,0,0,0.00,7.1,7.08,4.51,4.51,11.9,41,6.5,2,20,29,69.0,4,1,4,0,132.5,22,4.3,357,59,6.05,71,7.00,3,3:13
129,DET,2022-01-09,305,3,99,1,0,256,122,26:21,Sun,17,18,,GNB,W 37-30,22,32,10,68.8,3,0,9.4,0.0,131.4,1,8,3.03,9.5,9.24,11.41,11.06,13.9,27,4.5,1,24,35,68.6,3,4,16,2,94.5,26,3.8,404,59,6.85,66,5.73,0,3:02
130,DET,2022-09-11,205,2,181,3,1,239,216,28:26,Sun,1,1,,PHI,L 35-38,21,37,16,56.8,2,1,5.4,2.7,80.3,1,10,2.63,5.5,5.39,5.41,5.26,9.8,39,5.5,4,18,32,56.3,0,1,4,0,80.1,28,6.5,386,66,5.85,72,6.32,1,3:15
131,DET,2022-09-18,234,4,191,0,0,308,88,27:57,Sun,2,2,,WAS,W 36-27,20,34,14,58.8,4,0,11.8,0.0,121.7,3,22,8.11,6.9,6.32,9.24,8.49,11.7,21,4.2,1,30,46,65.2,3,5,29,1,97.0,24,8.0,425,61,6.97,72,5.50,0,3:07
132,DET,2022-09-25,277,1,139,2,1,250,123,34:04,Sun,3,3,@,MIN,L 24-28,25,41,16,61.0,1,1,2.4,2.4,79.0,0,0,0.00,6.8,6.76,6.15,6.15,11.1,25,4.9,2,24,41,58.5,2,1,10,0,92.5,35,4.0,416,76,5.47,67,5.57,1,3:14
133,DET,2022-10-02,375,4,145,2,2,320,235,26:54,Sun,4,4,,SEA,L 45-48,27,40,13,67.5,4,1,10.0,2.5,121.2,1,9,2.44,9.4,9.15,10.25,10.00,13.9,33,7.1,3,23,30,76.7,2,0,0,0,132.6,25,5.8,520,66,7.88,63,8.81,2,3:29
134,DET,2022-10-09,211,0,101,0,2,188,176,28:31,Sun,5,5,@,NWE,L 0-29,19,35,16,54.3,0,1,0.0,2.9,62.7,2,18,5.41,6.0,5.70,4.74,4.49,11.1,35,5.0,0,17,21,81.0,1,0,0,1,100.0,27,3.7,312,64,4.88,56,6.50,2,2:55
135,DET,2022-10-23,195,0,117,0,5,191,139,31:14,Sun,6,7,@,DAL,L 6-24,21,26,5,80.8,0,2,0.0,7.7,71.2,5,33,16.13,7.5,6.29,4.04,3.39,9.3,32,4.3,2,19,25,76.0,1,2,16,0,110.6,25,4.7,312,56,5.57,59,5.59,5,2:48
136,DET,2022-10-30,311,1,82,2,0,369,107,25:38,Sun,7,8,,MIA,L 27-31,27,37,10,73.0,1,0,2.7,0.0,108.1,1,10,2.63,8.4,8.18,8.95,8.71,11.5,26,4.1,1,29,36,80.6,3,2,13,0,137.2,19,4.3,393,57,6.89,64,7.44,0,2:50
137,DET,2022-11-06,137,2,117,0,1,283,106,25:18,Sun,8,9,,GNB,W 15-9,14,26,12,53.8,2,1,7.7,3.8,78.5,0,0,0.00,5.3,5.27,5.08,5.08,9.8,25,4.2,0,23,43,53.5,1,1,8,3,52.8,31,3.8,254,57,4.46,69,5.64,1,3:07
138,DET,2022-11-13,228,1,95,2,0,150,258,30:48,Sun,9,10,@,CHI,W 31-30,19,26,7,73.1,1,0,3.8,0.0,113.6,2,8,7.14,8.8,8.14,9.54,8.86,12.0,35,7.4,2,12,20,60.0,2,3,17,1,95.8,31,3.1,323,59,5.47,58,7.03,0,2:57
139,DET,2022-11-20,165,0,160,4,0,324,89,31:48,Sun,10,11,@,NYG,W 31-18,17,26,9,65.4,0,0,0.0,0.0,83.0,0,0,0.00,6.3,6.35,6.35,6.35,9.7,26,3.4,2,27,44,61.4,1,2,17,2,72.5,37,4.3,325,63,5.16,72,5.74,0,3:06
140,DET,2022-11-24,230,2,96,1,2,237,164,28:34,Thu,11,12,,BUF,L 25-28,23,37,14,62.2,2,0,5.4,0.0,98.9,2,10,5.13,6.2,5.90,7.30,6.92,10.0,29,5.7,1,24,42,57.1,2,3,16,1,79.2,28,3.4,326,67,4.87,74,5.42,2,3:14
141,DET,2022-12-04,337,2,100,2,0,171,95,36:50,Sun,12,13,,JAX,W 40-14,31,41,10,75.6,2,0,4.9,0.0,115.9,2,3,4.65,8.2,7.84,9.20,8.77,10.9,19,5.0,0,19,34,55.9,1,2,14,0,79.4,31,3.2,437,74,5.91,55,4.84,0,2:54
142,DET,2022-12-11,330,3,134,1,0,394,22,31:54,Sun,13,14,,MIN,W 34-23,27,39,12,69.2,3,0,7.7,0.0,120.7,0,0,0.00,8.5,8.46,10.00,10.00,12.2,17,1.3,1,31,41,75.6,2,4,31,0,121.4,30,4.5,464,69,6.72,62,6.71,0,3:13
143,DET,2022-12-18,252,1,107,0,0,287,50,32:32,Sun,14,15,@,NYJ,W 20-17,23,38,15,60.5,1,0,2.6,0.0,88.9,0,0,0.00,6.6,6.63,7.16,7.16,11.0,22,2.3,0,18,35,51.4,2,4,30,1,86.3,28,3.8,359,66,5.44,61,5.52,0,3:04
144,DET,2022-12-24,336,3,45,0,1,250,320,24:47,Sat,15,16,@,CAR,L 23-37,25,42,17,59.5,3,0,7.1,0.0,110.7,2,19,4.55,8.0,7.64,9.43,9.00,13.4,43,7.4,3,15,22,68.2,1,0,0,0,121.4,17,2.6,381,61,6.25,65,8.77,1,3:07
145,DET,2023-01-01,239,3,265,2,0,30,200,35:43,Sun,16,17,,CHI,W 41-10,21,29,8,72.4,3,0,10.3,0.0,133.5,2,16,6.45,8.2,7.71,10.31,9.65,11.4,22,9.1,0,7,21,33.3,1,7,45,1,38.4,39,6.8,504,70,7.20,50,4.60,0,2:54
146,DET,2023-01-08,219,0,104,2,0,188,103,27:45,Sun,17,18,@,GNB,W 20-16,23,34,11,67.6,0,0,0.0,0.0,85.9,1,5,2.86,6.4,6.26,6.44,6.26,9.5,28,3.7,0,17,27,63.0,1,2,17,1,80.5,25,4.2,323,60,5.38,57,5.11,0,2:59
147,DET,2023-09-07,250,1,118,1,1,226,90,32:38,Thu,1,1,@,KAN,W 21-20,22,35,13,62.9,1,0,2.9,0.0,94.1,1,3,2.78,7.1,6.94,7.71,7.50,11.4,23,3.9,0,21,39,53.8,2,0,0,1,77.5,34,3.5,368,70,5.26,62,5.10,1,3:02
148,DET,2023-09-17,316,3,102,1,3,311,82,30:48,Sun,2,2,,SEA,L 31-37 (OT),28,35,7,80.0,3,1,8.6,2.9,121.8,2,7,5.41,9.0,8.54,9.46,8.95,11.3,25,3.3,2,32,41,78.0,2,1,17,0,114.5,27,3.8,418,64,6.53,67,5.87,3,3:05
149,DET,2023-09-24,243,1,115,1,1,139,44,32:57,Sun,3,3,,ATL,W 20-6,22,33,11,66.7,1,1,3.0,3.0,85.8,0,0,0.00,7.4,7.36,6.61,6.61,11.0,20,2.2,0,21,38,55.3,0,7,62,0,63.4,31,3.7,358,64,5.59,65,2.82,1,2:54
150,DET,2023-09-28,190,1,211,3,1,203,27,37:58,Thu,4,4,@,GNB,W 34-20,19,28,9,67.9,1,1,3.6,3.6,86.9,2,20,6.67,6.8,6.33,5.89,5.50,10.0,12,2.3,1,23,36,63.9,1,5,43,2,64.9,43,4.9,401,73,5.49,53,4.34,1,3:04
151,DET,2023-10-08,218,3,159,3,0,243,99,31:15,Sun,5,5,,CAR,W 42-24,20,28,8,71.4,3,0,10.7,0.0,132.4,2,18,6.67,7.8,7.27,9.93,9.27,10.9,23,4.3,0,25,41,61.0,3,1,4,2,81.7,30,5.3,377,60,6.28,65,5.26,0,3:08
152,DET,2023-10-15,340,2,40,0,0,205,46,36:30,Sun,6,6,@,TAM,W 20-6,30,44,14,68.2,2,0,4.5,0.0,107.5,3,13,6.38,7.7,7.23,8.64,8.09,11.3,16,2.9,0,19,37,51.4,0,1,1,1,56.7,22,1.8,380,69,5.51,54,4.65,0,2:51
153,DET,2023-10-22,253,0,84,1,1,357,146,29:38,Sun,7,7,@,BAL,L 6-38,33,53,20,62.3,0,1,0.0,1.9,68.4,5,31,8.62,4.8,4.36,3.92,3.59,7.7,27,5.4,2,21,28,75.0,3,0,0,0,152.4,14,6.0,337,72,4.68,55,9.15,1,3:00
154,DET,2023-10-30,264,1,222,1,3,77,80,39:33,Mon,8,8,,LVR,W 26-14,26,37,11,70.3,1,1,2.7,2.7,89.0,1,8,2.63,7.1,6.95,6.46,6.29,10.2,18,4.4,1,10,21,47.6,0,6,49,1,37.2,43,5.2,486,81,6.00,45,3.49,3,3:00
155,DET,2023-11-12,333,2,200,3,0,323,98,30:34,Sun,9,10,@,LAC,W 41-38,23,33,10,69.7,2,0,6.1,0.0,122.4,0,0,0.00,10.1,10.09,11.30,11.30,14.5,28,3.5,1,27,40,67.5,4,0,0,1,114.9,31,6.5,533,64,8.33,68,6.19,0,2:58
156,DET,2023-11-19,223,2,115,2,4,151,183,19:36,Sun,10,11,,CHI,W 31-26,23,35,12,65.7,2,3,5.7,8.6,68.3,2,13,5.41,6.4,6.03,3.66,3.46,9.7,46,4.0,1,16,23,69.6,1,2,18,0,101.9,22,5.2,338,59,5.73,71,4.70,4,3:03
157,DET,2023-11-23,324,2,140,1,3,268,109,31:56,Thu,11,12,,GNB,L 22-29,29,44,15,65.9,2,0,4.5,0.0,103.6,3,8,6.38,7.4,6.89,8.27,7.74,11.2,22,5.0,0,22,32,68.8,3,0,0,0,125.5,31,4.5,464,78,5.95,54,6.98,3,3:07
158,DET,2023-12-03,205,2,142,2,0,249,113,27:50,Sun,12,13,@,NOR,W 33-28,16,25,9,64.0,2,0,8.0,0.0,117.6,1,8,3.85,8.2,7.88,9.80,9.42,12.8,36,3.1,3,19,29,65.5,1,2,18,1,89.6,30,4.7,347,56,6.20,67,5.40,0,3:09
159,DET,2023-12-10,127,1,140,1,3,194,142,26:41,Sun,13,14,@,CHI,L 13-28,20,35,15,57.1,1,2,2.9,5.7,54.6,4,34,10.26,3.6,3.26,1.63,1.46,6.4,30,4.7,2,19,33,57.6,1,3,29,0,84.7,24,5.8,267,63,4.24,66,5.09,3,3:04
160,DET,2023-12-16,263,5,185,1,0,204,83,31:18,Sat,14,15,,DEN,W 42-17,24,34,10,70.6,5,0,14.7,0.0,134.6,2,15,5.56,7.7,7.31,10.68,10.08,11.0,28,3.0,1,18,32,56.3,1,2,19,0,85.9,28,6.6,448,64,7.00,62,4.63,0,3:03
161,DET,2023-12-24,246,1,143,3,1,373,17,38:22,Sun,15,16,@,MIN,W 30-24,30,40,10,75.0,1,0,2.5,0.0,99.7,1,11,2.44,6.2,6.00,6.65,6.49,8.2,11,1.5,1,22,36,61.1,2,4,38,4,75.1,36,4.0,389,77,5.05,51,7.65,1,3:15
162,DET,2023-12-30,295,1,125,1,2,323,61,30:36,Sat,16,17,@,DAL,L 19-20,20,35,15,57.1,1,2,2.9,5.7,71.4,1,7,2.78,8.4,8.19,6.43,6.25,14.8,21,2.9,0,26,38,68.4,2,3,22,1,101.1,31,4.0,420,67,6.27,62,6.19,2,3:05
163,DET,2024-01-07,311,2,70,2,0,359,89,25:01,Sun,17,18,,MIN,W 30-20,23,32,9,71.9,2,0,6.3,0.0,124.5,1,9,3.03,9.7,9.42,10.97,10.64,13.5,22,4.0,0,30,44,68.2,2,4,37,2,89.1,23,3.0,381,56,6.80,70,6.40,0,3:05
