Game Order,Team,Date,Passing Yards,Passings TD,Rushing Yards,Rushing TD,Turnovers,Opponent Passing Yards,Opponent Rushing Yards,Time of Possession,Day of Week,Game Number,Week,Home/Away,Opponent,Result,Passing Completions,Passing Attempts,Passing Incompletions,Passing Completion Percentage,Passing TD,Interceptions,TD Percentage per Pass,Interception Percentage per Pass,Passer Rating,Times Sacked,Sack Yards,Sack Percentage,Yards per Attempt,Net Yards per Attempt,Adjusted Yards per Attempt,Adjusted Net Yards per Attempt,Yards per Completion,Opponent Rushing Attempts,Opponent Rushing Yards per Attempt,Opponent Rushing TD,Opponent Pass Completions,Opponent Pass Attempts,Opponent Completion Percentage,Opponent Passing TD,Opponent Times Sacked,Opponent Sack Yards,Opponent Interceptions,Opponent Passer Rating,Rushing Attempts,Rusing Yards per Attempt,Total Yardage,Offense Number of Plays,Yards per Offensive Play,Defense Number of Plays,Yards Allowed per Defensive Play,Turnovers Lost,Total Time
111,LAR,2020-12-27,216,0,118,0,1,197,95,32:50,Sun,15,16,@,SEA,L 9-20,24,43,19,55.8,0,1,0.0,2.3,61.6,3,18,6.52,5.0,4.70,3.98,3.72,9.0,24,4.0,1,20,32,62.5,1,5,28,0,90.2,29,4.1,334,75,4.45,61,4.79,1,3:09
112,LAR,2021-01-03,223,0,110,0,2,166,48,37:51,Sun,16,17,,ARI,W 18-7,22,38,16,57.9,0,1,0.0,2.6,64.7,2,8,5.00,5.9,5.58,4.68,4.45,10.1,18,2.7,0,19,27,70.4,1,4,26,1,83.3,30,3.7,333,70,4.76,49,4.37,2,2:52
113,LAR,2021-09-12,312,3,74,1,0,188,134,24:46,Sun,1,1,,CHI,W 34-14,20,26,6,76.9,3,0,11.5,0.0,156.1,1,9,3.70,12.0,11.56,14.31,13.78,15.6,26,5.2,2,29,40,72.5,0,3,28,1,71.7,23,3.2,386,50,7.72,69,4.67,0,2:48
114,LAR,2021-09-19,270,2,101,1,2,245,109,28:28,Sun,2,2,@,IND,W 27-24,19,30,11,63.3,2,1,6.7,3.3,101.8,1,8,3.23,9.0,8.71,8.83,8.55,14.2,26,4.2,0,22,36,61.1,1,3,27,2,67.5,29,3.5,371,60,6.18,65,5.45,2,2:58
115,LAR,2021-09-26,331,4,76,0,0,411,35,30:10,Sun,3,3,,TAM,W 34-24,27,38,11,71.1,4,0,10.5,0.0,134.0,1,12,2.56,8.7,8.49,10.82,10.54,12.3,13,2.7,2,41,55,74.5,1,3,21,0,101.4,24,3.2,407,63,6.46,71,6.28,0,3:06
116,LAR,2021-10-03,280,2,121,0,2,249,216,24:50,Sun,4,4,,ARI,L 20-37,26,41,15,63.4,2,1,4.9,2.4,89.5,0,0,0.00,6.8,6.83,6.71,6.71,10.8,40,5.4,2,24,32,75.0,2,3,19,0,117.8,23,5.3,401,64,6.27,75,6.20,2,3:05
117,LAR,2021-10-07,358,1,118,2,1,262,92,33:03,Thu,5,5,@,SEA,W 26-17,25,37,12,67.6,1,1,2.7,2.7,97.2,1,7,2.63,9.7,9.42,9.00,8.76,14.3,25,3.7,0,21,33,63.6,2,2,21,2,83.1,29,4.1,476,67,7.10,60,5.90,1,3:05
118,LAR,2021-10-17,234,4,131,1,2,201,60,32:22,Sun,6,6,@,NYG,W 38-11,22,30,8,73.3,4,2,13.3,6.7,109.9,2,17,6.25,7.8,7.31,7.47,7.00,10.6,18,3.3,1,29,51,56.9,0,4,41,3,41.4,34,3.9,365,66,5.53,73,3.58,2,3:02
119,LAR,2021-10-24,327,3,47,0,0,278,137,27:20,Sun,7,7,,DET,W 28-19,28,41,13,68.3,3,0,7.3,0.0,117.3,1,7,2.38,8.0,7.79,9.44,9.21,11.7,28,4.9,0,23,37,62.2,1,2,7,2,71.7,19,2.5,374,61,6.13,67,6.19,0,3:08
120,LAR,2021-10-31,302,3,165,2,0,279,44,33:35,Sun,8,8,@,HOU,W 38-22,22,34,12,64.7,3,0,8.8,0.0,123.4,1,8,2.86,8.9,8.63,10.65,10.34,13.7,14,3.1,1,29,39,74.4,2,5,31,1,100.3,31,5.3,467,66,7.08,58,5.57,0,2:55
121,LAR,2021-11-07,253,1,94,0,2,125,69,32:21,Sun,9,9,,TEN,L 16-28,31,48,17,64.6,1,2,2.1,4.2,71.0,5,41,9.43,5.3,4.77,3.81,3.45,8.2,26,2.7,2,19,27,70.4,1,3,18,1,76.9,21,4.5,347,74,4.69,56,3.46,2,3:08
122,LAR,2021-11-15,226,1,52,0,2,179,156,20:57,Mon,10,10,@,SFO,L 10-31,27,42,15,64.3,1,2,2.4,4.8,68.1,2,19,4.55,5.4,5.14,3.71,3.55,8.4,44,3.5,1,15,19,78.9,2,1,3,0,141.0,10,5.2,278,54,5.15,64,5.23,2,2:50
123,LAR,2021-11-28,285,3,68,0,3,307,92,20:20,Sun,11,12,@,GNB,L 28-36,21,39,18,53.8,3,1,7.7,2.6,94.2,2,17,4.88,7.3,6.95,7.69,7.32,13.6,32,2.9,1,28,45,62.2,2,1,0,0,97.2,20,3.4,353,61,5.79,78,5.12,3,3:19
124,LAR,2021-12-05,290,3,128,1,0,136,61,33:45,Sun,12,13,,JAX,W 37-7,26,38,12,68.4,3,0,7.9,0.0,117.8,1,5,2.56,7.6,7.44,9.21,8.97,11.2,25,2.4,1,16,28,57.1,0,2,9,0,69.9,27,4.7,418,66,6.33,55,3.58,0,2:53
125,LAR,2021-12-13,267,3,89,0,0,344,103,29:04,Mon,13,14,@,ARI,W 30-23,23,30,7,76.7,3,0,10.0,0.0,139.2,3,20,9.09,8.9,8.09,10.90,9.91,11.6,22,4.7,2,32,49,65.3,0,4,39,2,68.8,21,4.2,356,54,6.59,75,5.96,0,3:01
126,LAR,2021-12-21,209,2,123,0,1,134,80,35:06,Tue,14,15,,SEA,W 20-10,21,29,8,72.4,2,1,6.9,3.4,106.1,4,35,12.12,7.2,6.33,7.03,6.18,10.0,19,4.2,1,17,31,54.8,0,3,22,1,52.4,29,4.2,332,62,5.35,53,4.04,1,2:53
127,LAR,2021-12-26,197,1,159,1,3,295,66,30:00,Sun,15,16,@,MIN,W 30-23,21,37,16,56.8,1,3,2.7,8.1,46.8,0,0,0.00,5.3,5.32,2.22,2.22,9.4,22,3.0,1,27,38,71.1,1,3,20,1,91.4,33,4.8,356,70,5.09,63,5.73,3,3:01
128,LAR,2022-01-02,300,2,73,1,3,162,165,26:21,Sun,16,17,@,BAL,W 20-19,26,35,9,74.3,2,2,5.7,5.7,96.0,1,9,2.78,8.6,8.33,7.14,6.94,11.5,32,5.2,0,20,32,62.5,0,5,35,1,62.2,20,3.7,373,56,6.66,69,4.74,3,2:53
129,LAR,2022-01-09,201,3,64,0,2,314,135,31:24,Sun,17,18,,SFO,L 24-27 (OT),21,32,11,65.6,3,2,9.4,6.3,93.0,5,37,13.51,6.3,5.43,5.34,4.62,9.6,31,4.4,1,24,33,72.7,2,3,26,2,97.3,27,2.4,265,64,4.14,67,6.70,2,3:12
130,LAR,2022-09-08,191,1,52,0,3,292,121,28:46,Thu,1,1,,BUF,L 10-31,29,41,12,70.7,1,3,2.4,7.3,63.1,7,49,14.58,4.7,3.98,1.85,1.58,6.6,25,4.8,1,26,31,83.9,3,2,5,2,111.3,18,2.9,243,66,3.68,58,7.12,3,2:46
131,LAR,2022-09-18,272,3,65,1,3,171,90,30:24,Sun,2,2,,ATL,W 31-27,27,36,9,75.0,3,2,8.3,5.6,100.7,1,0,2.70,7.6,7.35,6.72,6.54,10.1,27,3.3,0,17,26,65.4,2,3,25,2,77.6,26,2.5,337,63,5.35,56,4.66,3,2:56
132,LAR,2022-09-25,239,0,100,2,1,295,70,26:04,Sun,3,3,@,ARI,W 20-12,18,25,7,72.0,0,0,0.0,0.0,103.6,1,10,3.85,9.6,9.19,9.56,9.19,13.3,21,3.3,0,37,58,63.8,0,2,19,0,76.4,20,5.0,339,46,7.37,81,4.51,1,3:01
133,LAR,2022-10-03,200,0,57,0,2,239,88,34:34,Mon,4,4,@,SFO,L 9-24,32,48,16,66.7,0,1,0.0,2.1,71.0,7,54,12.73,4.2,3.64,3.23,2.82,6.3,22,4.0,1,16,27,59.3,1,0,0,0,100.7,18,3.2,257,73,3.52,49,6.67,2,2:47
134,LAR,2022-10-09,285,1,38,0,3,76,163,30:30,Sun,5,5,,DAL,L 10-22,29,44,15,65.9,1,1,2.3,2.3,85.4,5,35,10.20,6.5,5.82,5.91,5.31,9.8,34,4.8,1,10,16,62.5,0,3,26,0,74.0,15,2.5,323,64,5.05,53,4.51,3,2:56
135,LAR,2022-10-16,249,1,111,2,1,110,93,37:05,Sun,6,6,,CAR,W 24-10,26,33,7,78.8,1,1,3.0,3.0,96.1,1,4,2.94,7.5,7.32,6.79,6.59,9.6,21,4.4,0,13,21,61.9,0,2,9,1,55.7,29,3.8,360,63,5.71,44,4.61,1,2:58
136,LAR,2022-10-30,167,1,56,1,0,257,111,30:04,Sun,7,8,,SFO,L 14-31,22,33,11,66.7,1,0,3.0,0.0,91.4,2,20,5.71,5.1,4.77,5.67,5.34,7.6,23,4.8,1,22,26,84.6,3,3,12,0,146.3,21,2.7,223,56,3.98,52,7.08,0,2:45
137,LAR,2022-11-06,138,1,68,0,0,272,51,28:44,Sun,8,9,@,TAM,L 13-16,13,27,14,48.1,1,0,3.7,0.0,80.0,4,27,12.90,5.1,4.45,5.85,5.10,10.6,20,2.6,0,36,58,62.1,1,1,8,0,79.1,24,2.8,206,55,3.75,79,4.09,0,3:03
138,LAR,2022-11-13,190,1,66,1,2,220,78,27:59,Sun,9,10,,ARI,L 17-27,25,37,12,67.6,1,1,2.7,2.7,79.7,3,19,7.50,5.1,4.75,4.46,4.13,7.6,26,3.0,2,26,37,70.3,1,2,18,0,94.4,20,3.3,256,60,4.27,65,4.58,2,3:00
139,LAR,2022-11-20,188,2,148,0,0,235,88,28:53,Sun,10,11,@,NOR,L 20-27,16,28,12,57.1,2,0,7.1,0.0,106.7,4,35,12.50,6.7,5.88,8.14,7.13,11.8,24,3.7,0,22,28,78.6,3,4,39,0,137.4,30,4.9,336,62,5.42,56,5.77,0,2:55
140,LAR,2022-11-27,82,1,116,0,2,320,117,27:34,Sun,11,12,@,KAN,L 10-26,14,24,10,58.3,1,2,4.2,8.3,48.3,3,24,11.11,3.4,3.04,0.50,0.44,5.9,30,3.9,1,27,42,64.3,1,0,0,1,85.4,28,4.1,198,55,3.60,72,6.07,2,2:55
141,LAR,2022-12-04,148,0,171,2,2,348,90,29:07,Sun,12,13,,SEA,L 23-27,14,26,12,53.8,0,2,0.0,7.7,43.4,4,30,13.33,5.7,4.93,2.23,1.93,10.6,22,4.1,0,28,39,71.8,3,4,19,1,114.0,33,5.2,319,63,5.06,65,6.74,2,3:03
142,LAR,2022-12-08,211,1,71,1,1,137,165,29:39,Thu,13,14,,LVR,W 17-16,22,35,13,62.9,1,0,2.9,0.0,91.4,4,19,10.26,6.0,5.41,6.60,5.92,9.6,38,4.3,1,11,20,55.0,0,0,0,2,36.9,22,3.2,282,61,4.62,58,5.21,1,3:03
143,LAR,2022-12-19,84,1,72,0,1,207,138,22:41,Mon,14,15,@,GNB,L 12-24,12,21,9,57.1,1,1,4.8,4.8,67.8,5,27,19.23,4.0,3.23,2.81,2.27,7.0,35,3.9,2,22,30,73.3,1,3,22,1,89.2,17,4.2,156,43,3.63,68,5.07,1,2:57
144,LAR,2022-12-25,230,2,158,3,0,219,104,36:35,Sun,15,16,,DEN,W 51-14,24,28,4,85.7,2,0,7.1,0.0,124.7,0,0,0.00,8.2,8.21,9.64,9.64,9.6,20,5.2,0,19,35,54.3,1,6,40,4,43.3,36,4.4,388,64,6.06,61,5.30,0,2:58
145,LAR,2023-01-01,111,0,166,1,1,239,192,28:08,Sun,16,17,@,LAC,L 10-31,11,19,8,57.9,0,0,0.0,0.0,79.3,3,21,13.64,5.8,5.05,5.84,5.05,10.1,31,6.2,2,24,31,77.4,2,0,0,0,120.2,26,6.4,277,48,5.77,62,6.95,1,2:38
146,LAR,2023-01-08,123,0,146,1,1,205,197,29:55,Sun,17,18,@,SEA,L 16-19 (OT),13,26,13,50.0,0,1,0.0,3.8,51.3,5,24,16.13,4.7,3.97,3.00,2.52,9.5,36,5.5,0,19,31,61.3,1,3,8,2,64.6,28,5.2,269,59,4.56,70,5.74,1,3:07
147,LAR,2023-09-10,334,0,92,3,0,95,85,39:23,Sun,1,1,@,SEA,W 30-13,24,38,14,63.2,0,0,0.0,0.0,91.3,0,0,0.00,8.8,8.79,8.79,8.79,13.9,18,4.7,0,16,26,61.5,1,2,17,0,81.4,40,2.3,426,78,5.46,46,3.91,0,3:02
148,LAR,2023-09-17,297,1,89,1,2,206,159,33:11,Sun,2,2,,SFO,L 23-30,34,55,21,61.8,1,2,1.8,3.6,67.8,1,10,1.79,5.4,5.30,4.13,4.05,8.7,28,5.7,3,17,25,68.0,0,1,0,0,93.1,22,4.0,386,78,4.95,54,6.76,2,3:13
149,LAR,2023-09-25,221,1,71,0,2,242,67,24:00,Mon,3,3,@,CIN,L 16-19,18,33,15,54.5,1,2,3.0,6.1,66.4,6,48,15.38,6.7,5.67,4.58,3.87,12.3,23,2.9,1,26,49,53.1,0,2,17,1,58.4,13,5.5,292,52,5.62,74,4.18,2,3:11
150,LAR,2023-10-01,303,1,164,2,1,196,133,39:46,Sun,4,4,@,IND,W 29-23 (OT),27,40,13,67.5,1,1,2.5,2.5,89.5,2,16,4.76,7.6,7.21,6.95,6.62,11.2,31,4.3,1,11,25,44.0,2,2,4,0,98.1,36,4.6,467,78,5.99,58,5.67,1,3:19
151,LAR,2023-10-08,195,2,54,0,0,295,159,22:05,Sun,5,5,,PHI,L 14-23,21,37,16,56.8,2,0,5.4,0.0,92.4,4,27,9.76,5.3,4.76,6.35,5.73,9.3,39,4.1,1,25,38,65.8,1,1,8,1,87.1,14,3.9,249,55,4.53,78,5.82,0,3:02
152,LAR,2023-10-15,203,1,179,1,1,215,130,29:30,Sun,6,6,,ARI,W 26-9,15,24,9,62.5,1,0,4.2,0.0,107.3,3,23,11.11,8.5,7.52,9.29,8.26,13.5,30,4.3,0,21,41,51.2,0,2,20,1,56.5,28,6.4,382,55,6.95,73,4.73,1,3:01
153,LAR,2023-10-22,219,1,135,1,1,214,86,31:46,Sun,7,7,,PIT,L 17-24,14,29,15,48.3,1,1,3.4,3.4,72.6,2,12,6.45,7.6,7.06,6.69,6.26,15.6,29,3.0,3,17,25,68.0,0,2,16,0,94.4,31,4.4,354,62,5.71,56,5.36,1,2:57
154,LAR,2023-10-29,188,1,92,1,1,285,102,24:32,Sun,8,8,@,DAL,L 20-43,18,32,14,56.3,1,1,3.1,3.1,72.9,2,16,5.88,5.9,5.53,5.09,4.79,10.4,26,3.9,0,27,34,79.4,4,3,22,1,128.6,24,3.8,280,58,4.83,63,6.14,1,2:57
155,LAR,2023-11-05,119,0,68,0,2,207,184,24:44,Sun,9,9,@,GNB,L 3-20,13,28,15,46.4,0,1,0.0,3.6,45.2,1,11,3.45,4.3,4.10,2.64,2.55,9.2,38,4.8,1,20,26,76.9,1,4,21,0,112.2,26,2.6,187,55,3.40,68,5.75,2,3:05
156,LAR,2023-11-19,185,1,82,1,1,223,68,27:54,Sun,10,11,,SEA,W 17-16,17,31,14,54.8,1,1,3.2,3.2,70.6,1,5,3.13,6.0,5.78,5.16,5.00,10.9,21,3.2,0,24,40,60.0,1,2,13,1,73.2,27,3.0,267,59,4.53,63,4.62,1,3:07
157,LAR,2023-11-26,229,4,228,1,1,219,73,34:52,Sun,11,12,@,ARI,W 37-14,25,33,8,75.8,4,1,12.1,3.0,121.1,0,0,0.00,6.9,6.94,8.00,8.00,9.2,15,4.9,1,27,45,60.0,1,4,37,0,79.8,33,6.9,457,66,6.92,64,4.56,1,3:00
158,LAR,2023-12-03,279,3,120,1,0,240,87,25:57,Sun,12,13,,CLE,W 36-19,22,37,15,59.5,3,0,8.1,0.0,110.1,0,0,0.00,7.5,7.54,9.16,9.16,12.7,23,3.8,0,23,44,52.3,2,2,14,1,74.1,25,4.8,399,62,6.44,69,4.74,0,3:20
159,LAR,2023-12-10,282,3,128,0,0,310,139,34:35,Sun,13,14,@,BAL,L 31-37 (OT),23,41,18,56.1,3,0,7.3,0.0,103.1,2,12,4.65,6.9,6.56,8.34,7.95,12.3,26,5.3,0,24,43,55.8,3,2,6,1,92.2,30,4.3,410,73,5.62,71,6.32,0,3:37
160,LAR,2023-12-17,249,2,196,1,2,218,79,35:53,Sun,14,15,,WAS,W 28-20,25,33,8,75.8,2,0,6.1,0.0,118.0,3,9,8.33,7.5,6.92,8.76,8.03,10.0,21,3.8,0,19,36,52.8,3,1,8,1,87.5,37,5.3,445,73,6.10,58,5.12,2,3:08
161,LAR,2023-12-21,325,2,133,1,0,304,35,34:18,Thu,15,16,,NOR,W 30-22,24,34,10,70.6,2,0,5.9,0.0,120.7,1,3,2.86,9.6,9.29,10.74,10.43,13.5,16,2.2,0,27,40,67.5,3,2,15,1,104.6,32,4.2,458,67,6.84,58,5.84,0,2:52
162,LAR,2023-12-31,286,1,105,3,3,284,105,30:11,Sun,16,17,@,NYG,W 26-25,24,34,10,70.6,1,2,2.9,5.9,85.0,4,31,10.53,8.4,7.53,6.35,5.68,11.9,20,5.3,1,27,41,65.9,1,6,35,1,83.8,23,4.6,391,61,6.41,67,5.81,3,3:05
163,LAR,2024-01-07,149,2,109,1,1,175,125,31:00,Sun,17,18,@,SFO,W 21-20,17,24,7,70.8,2,1,8.3,4.2,99.8,2,14,7.69,6.2,5.73,6.00,5.54,8.8,29,4.3,2,16,26,61.5,1,3,14,0,94.2,36,3.0,258,62,4.16,58,5.17,1,2:52
