Game Order,Team,Date,Passing Yards,Passings TD,Rushing Yards,Rushing TD,Turnovers,Opponent Passing Yards,Opponent Rushing Yards,Time of Possession,Day of Week,Game Number,Week,Home/Away,Opponent,Result,Passing Completions,Passing Attempts,Passing Incompletions,Passing Completion Percentage,Passing TD,Interceptions,TD Percentage per Pass,Interception Percentage per Pass,Passer Rating,Times Sacked,Sack Yards,Sack Percentage,Yards per Attempt,Net Yards per Attempt,Adjusted Yards per Attempt,Adjusted Net Yards per Attempt,Yards per Completion,Opponent Rushing Attempts,Opponent Rushing Yards per Attempt,Opponent Rushing TD,Opponent Pass Completions,Opponent Pass Attempts,Opponent Completion Percentage,Opponent Passing TD,Opponent Times Sacked,Opponent Sack Yards,Opponent Interceptions,Opponent Passer Rating,Rushing Attempts,Rusing Yards per Attempt,Total Yardage,Offense Number of Plays,Yards per Offensive Play,Defense Number of Plays,Yards Allowed per Defensive Play,Turnovers Lost,Total Time
17,DAL,2015-09-13,356,3,80,0,3,189,99,37:10,Sun,1,1,,NYG,W 27-26,36,45,9,80.0,3,2,6.7,4.4,103.3,0,0,0.00,7.9,7.91,7.24,7.24,9.9,24,4.1,1,20,36,55.6,0,1,3,0,70.3,23,3.5,436,68,6.41,61,4.72,3,3:15
18,DAL,2015-09-20,250,1,109,0,2,219,7,40:30,Sun,2,2,@,PHI,W 20-10,25,34,9,73.5,1,0,2.9,0.0,106.0,3,18,8.11,7.4,6.76,7.94,7.30,10.0,17,0.4,0,23,37,62.2,1,1,5,2,65.0,33,3.3,359,70,5.13,55,4.11,2,3:13
19,DAL,2015-09-27,220,0,127,4,1,280,158,25:47,Sun,3,3,,ATL,L 28-39,22,26,4,84.6,0,1,0.0,3.8,87.8,2,12,7.14,8.5,7.86,6.73,6.25,10.0,32,4.9,3,24,36,66.7,2,1,5,0,108.6,21,6.0,347,49,7.08,69,6.35,1,2:56
20,DAL,2015-10-04,220,1,115,1,0,335,103,29:20,Sun,4,4,@,NOR,L 20-26 (OT),16,26,10,61.5,1,0,3.8,0.0,105.6,3,26,10.34,8.5,7.59,9.23,8.28,13.8,25,4.1,1,33,41,80.5,2,3,24,0,117.0,28,4.1,335,57,5.88,69,6.35,0,3:09
21,DAL,2015-10-11,163,0,102,0,2,247,109,33:12,Sun,5,5,,NWE,L 6-30,26,39,13,66.7,0,1,0.0,2.6,66.9,3,24,7.14,4.2,3.88,3.03,2.81,6.3,23,4.7,1,20,27,74.1,2,5,28,0,126.6,24,4.3,265,66,4.02,55,6.47,2,3:03
22,DAL,2015-10-25,227,1,233,1,4,157,132,38:04,Sun,6,7,@,NYG,L 20-27,17,27,10,63.0,1,3,3.7,11.1,62.3,1,0,3.57,8.4,8.11,4.15,4.00,13.4,25,5.3,1,13,24,54.2,0,2,13,0,74.5,41,5.7,460,69,6.67,51,5.67,4,2:55
23,DAL,2015-11-01,91,0,129,0,0,210,113,30:22,Sun,7,8,,SEA,L 12-13,13,26,13,50.0,0,0,0.0,0.0,59.3,1,6,3.70,3.5,3.37,3.50,3.37,7.0,31,3.6,0,19,30,63.3,1,0,0,1,81.2,30,4.3,220,57,3.86,61,5.30,0,3:15
24,DAL,2015-11-08,277,3,134,0,1,287,172,38:19,Sun,8,9,,PHI,L 27-33 (OT),25,38,13,65.8,3,1,7.9,2.6,105.0,4,22,9.52,7.3,6.60,7.68,6.95,11.1,35,4.9,2,25,36,69.4,1,1,8,0,102.4,29,4.6,411,71,5.79,72,6.38,1,3:26
25,DAL,2015-11-15,174,0,42,0,1,246,84,30:04,Sun,9,10,@,TAM,L 6-10,19,29,10,65.5,0,1,0.0,3.4,69.0,3,12,9.38,6.0,5.44,4.45,4.03,9.2,26,3.2,1,22,39,56.4,0,2,18,2,54.0,21,2.0,216,53,4.08,67,4.93,1,2:56
26,DAL,2015-11-22,220,2,166,0,2,140,70,38:50,Sun,10,11,@,MIA,W 24-14,18,28,10,64.3,2,2,7.1,7.1,83.5,2,7,6.67,7.9,7.33,6.07,5.67,12.2,14,5.0,0,13,24,54.2,2,3,48,1,81.9,38,4.4,386,68,5.68,41,5.12,2,3:04
27,DAL,2015-11-26,179,1,31,0,3,165,129,24:46,Thu,11,12,,CAR,L 14-33,24,40,16,60.0,1,3,2.5,7.5,49.9,2,20,4.76,4.5,4.26,1.60,1.52,7.5,37,3.5,1,16,27,59.3,0,1,18,0,76.9,14,2.2,210,56,3.75,65,4.52,3,3:13
28,DAL,2015-12-07,221,0,97,1,3,193,73,27:13,Mon,12,13,@,WAS,W 19-16,16,29,13,55.2,0,0,0.0,0.0,80.1,1,2,3.33,7.6,7.37,7.62,7.37,13.8,26,2.8,0,22,31,71.0,1,3,26,0,97.9,24,4.0,318,54,5.89,60,4.43,3,3:14
29,DAL,2015-12-13,99,0,171,1,1,205,230,22:12,Sun,13,14,@,GNB,L 7-28,13,29,16,44.8,0,1,0.0,3.4,41.5,2,15,6.45,3.4,3.19,1.86,1.74,7.6,44,5.2,2,22,35,62.9,2,2,13,0,97.9,20,8.6,270,51,5.29,81,5.37,1,3:07
30,DAL,2015-12-19,176,1,133,0,4,299,73,27:43,Sat,14,15,,NYJ,L 16-19,18,33,15,54.5,1,4,3.0,12.1,42.7,2,19,5.71,5.3,5.03,0.48,0.46,9.8,26,2.8,1,26,39,66.7,1,2,0,1,87.4,21,6.3,309,56,5.52,67,5.55,4,3:04
31,DAL,2015-12-27,186,0,121,0,2,172,236,28:30,Sun,15,16,@,BUF,L 6-16,13,31,18,41.9,0,1,0.0,3.2,48.6,0,0,0.00,6.0,6.00,4.55,4.55,14.3,40,5.9,2,13,18,72.2,0,3,7,1,78.9,25,4.8,307,56,5.48,61,6.69,2,2:56
32,DAL,2016-01-03,412,3,100,0,4,291,146,26:03,Sun,16,17,,WAS,L 23-34,33,48,15,68.8,3,2,6.3,4.2,100.6,4,23,7.69,8.6,7.92,7.96,7.35,12.5,36,4.1,0,19,26,73.1,4,1,13,0,149.2,16,6.3,512,68,7.53,63,6.94,4,3:13
33,DAL,2016-09-11,227,0,101,1,0,203,113,36:43,Sun,1,1,,NYG,L 19-20,25,45,20,55.6,0,0,0.0,0.0,69.4,0,0,0.00,5.0,5.04,5.04,5.04,9.1,24,4.7,0,19,28,67.9,3,2,4,1,109.7,30,3.4,328,75,4.37,54,5.85,0,2:59
34,DAL,2016-09-18,278,0,102,3,1,350,82,32:51,Sun,2,2,@,WAS,W 27-23,22,30,8,73.3,0,0,0.0,0.0,103.7,4,14,11.76,9.3,8.18,9.27,8.18,12.6,17,4.8,1,28,46,60.9,1,2,14,1,82.7,30,3.4,380,64,5.94,65,6.65,1,3:09
35,DAL,2016-09-25,248,1,199,3,1,312,78,35:19,Sun,3,3,,CHI,W 31-17,19,24,5,79.2,1,0,4.2,0.0,123.6,0,0,0.00,10.3,10.33,11.17,11.17,13.1,14,5.6,0,30,49,61.2,2,1,5,0,93.2,41,4.9,447,65,6.88,64,6.09,1,3:08
36,DAL,2016-10-02,234,2,194,1,0,189,106,36:27,Sun,4,4,@,SFO,W 24-17,23,32,9,71.9,2,0,6.3,0.0,114.7,2,11,5.88,7.3,6.88,8.56,8.06,10.2,29,3.7,1,16,23,69.6,1,1,7,1,90.7,39,5.0,428,73,5.86,53,5.57,0,2:59
37,DAL,2016-10-09,222,1,180,3,1,249,96,27:43,Sun,5,5,,CIN,W 28-14,18,24,6,75.0,1,0,4.2,0.0,117.9,1,5,4.00,9.3,8.88,10.08,9.68,12.3,19,5.1,0,29,41,70.7,2,4,20,0,102.6,29,6.2,402,54,7.44,64,5.39,1,2:47
38,DAL,2016-10-16,233,3,191,0,2,294,78,29:50,Sun,6,6,@,GNB,W 30-16,18,27,9,66.7,3,1,11.1,3.7,117.4,2,14,6.90,8.6,8.03,9.19,8.55,12.9,24,3.3,0,31,42,73.8,1,1,0,1,90.8,33,5.8,424,62,6.84,67,5.55,2,3:09
39,DAL,2016-10-30,273,2,187,1,1,194,97,33:57,Sun,7,8,,PHI,W 29-23 (OT),19,40,21,47.5,2,1,5.0,2.5,77.8,2,14,4.76,6.8,6.50,6.70,6.38,14.4,24,4.0,1,32,44,72.7,1,3,8,0,88.6,34,5.5,460,76,6.05,71,4.10,1,3:29
40,DAL,2016-11-06,255,3,168,2,0,177,45,39:39,Sun,8,9,@,CLE,W 35-10,22,28,6,78.6,3,0,10.7,0.0,140.3,0,0,0.00,9.1,9.11,11.25,11.25,11.6,13,3.5,0,19,27,70.4,1,4,26,0,100.4,42,4.0,423,70,6.04,44,5.05,0,2:49
41,DAL,2016-11-13,295,2,127,2,1,400,48,30:24,Sun,9,10,@,PIT,W 35-30,22,32,10,68.8,2,0,6.3,0.0,121.7,2,24,5.88,9.2,8.68,10.47,9.85,13.4,19,2.5,1,37,46,80.4,3,1,8,0,124.6,25,5.1,422,59,7.15,66,6.79,1,3:18
42,DAL,2016-11-20,299,3,118,0,0,267,101,35:39,Sun,10,11,,BAL,W 27-17,27,36,9,75.0,3,0,8.3,0.0,127.2,1,2,2.70,8.3,8.08,9.97,9.70,11.1,16,6.3,1,23,35,65.7,1,1,2,0,98.2,30,3.9,417,67,6.22,52,7.08,0,3:03
43,DAL,2016-11-24,190,1,163,3,0,449,56,26:36,Thu,11,12,,WAS,W 31-26,17,24,7,70.8,1,0,4.2,0.0,108.9,1,5,4.00,7.9,7.60,8.75,8.40,11.2,19,2.9,0,41,53,77.4,3,0,0,0,120.7,30,5.4,353,55,6.42,72,7.01,0,3:09
44,DAL,2016-12-01,124,1,140,1,2,231,87,26:43,Thu,12,13,@,MIN,W 17-15,12,18,6,66.7,1,0,5.6,0.0,108.3,3,15,14.29,6.9,5.90,8.00,6.86,10.3,19,4.6,0,33,47,70.2,1,3,22,0,88.2,28,5.0,264,49,5.39,69,4.61,2,3:08
45,DAL,2016-12-11,152,1,108,0,3,167,93,29:08,Sun,13,14,@,NYG,L 7-10,17,37,20,45.9,1,2,2.7,5.4,45.4,3,13,7.50,4.1,3.80,2.22,2.05,8.9,33,2.8,0,17,28,60.7,1,3,26,1,74.6,25,4.3,260,65,4.00,64,4.06,3,3:03
46,DAL,2016-12-18,264,0,185,2,1,224,52,36:04,Sun,14,15,,TAM,W 26-20,32,36,4,88.9,0,0,0.0,0.0,99.0,3,15,7.69,7.3,6.77,7.33,6.77,8.3,20,2.6,0,17,35,48.6,2,4,23,3,52.6,32,5.8,449,71,6.32,59,4.68,1,2:55
47,DAL,2016-12-26,211,4,164,2,0,229,90,29:17,Mon,15,16,,DET,W 42-21,16,21,5,76.2,4,0,19.0,0.0,149.2,1,11,4.55,10.0,9.59,13.86,13.23,13.2,20,4.5,3,26,46,56.5,0,4,31,1,60.9,30,5.5,375,52,7.21,70,4.56,0,3:05
48,DAL,2017-01-01,126,1,69,0,2,232,114,24:18,Sun,16,17,@,PHI,L 13-27,16,29,13,55.2,1,2,3.4,6.9,52.5,3,25,9.38,4.3,3.94,1.93,1.75,7.9,30,3.8,1,27,43,62.8,2,2,13,0,92.4,21,3.3,195,53,3.68,75,4.61,2,3:03
49,DAL,2017-09-10,263,1,129,0,0,198,35,34:14,Sun,1,1,,NYG,W 19-3,24,39,15,61.5,1,0,2.6,0.0,90.5,1,5,2.50,6.7,6.58,7.26,7.08,11.0,12,2.9,0,29,38,76.3,0,3,22,1,76.4,31,4.2,392,71,5.52,53,4.40,0,2:48
50,DAL,2017-09-17,228,2,40,0,2,202,178,26:10,Sun,2,2,@,DEN,L 17-42,30,50,20,60.0,2,2,4.0,4.0,68.6,2,10,3.85,4.6,4.38,3.56,3.42,7.6,39,4.6,1,22,32,68.8,4,2,29,1,112.2,14,2.9,268,66,4.06,73,5.21,2,4:15
51,DAL,2017-09-25,174,2,99,2,0,283,49,23:45,Mon,3,3,@,ARI,W 28-17,13,18,5,72.2,2,0,11.1,0.0,141.7,1,9,5.26,9.7,9.16,11.89,11.26,13.4,21,2.3,0,29,48,60.4,2,6,42,0,90.9,26,3.8,273,45,6.07,75,4.43,0,3:16
