Game Order,Team,Date,Passing Yards,Passings TD,Rushing Yards,Rushing TD,Turnovers,Opponent Passing Yards,Opponent Rushing Yards,Time of Possession,Day of Week,Game Number,Week,Home/Away,Opponent,Result,Passing Completions,Passing Attempts,Passing Incompletions,Passing Completion Percentage,Passing TD,Interceptions,TD Percentage per Pass,Interception Percentage per Pass,Passer Rating,Times Sacked,Sack Yards,Sack Percentage,Yards per Attempt,Net Yards per Attempt,Adjusted Yards per Attempt,Adjusted Net Yards per Attempt,Yards per Completion,Opponent Rushing Attempts,Opponent Rushing Yards per Attempt,Opponent Rushing TD,Opponent Pass Completions,Opponent Pass Attempts,Opponent Completion Percentage,Opponent Passing TD,Opponent Times Sacked,Opponent Sack Yards,Opponent Interceptions,Opponent Passer Rating,Rushing Attempts,Rusing Yards per Attempt,Total Yardage,Offense Number of Plays,Yards per Offensive Play,Defense Number of Plays,Yards Allowed per Defensive Play,Turnovers Lost,Total Time
36,LVR,2016-10-02,199,4,62,0,1,282,130,25:16,Sun,4,4,@,BAL,W 28-27,25,35,10,71.4,4,0,11.4,0.0,123.4,0,0,0.00,5.7,5.69,7.97,7.97,8.0,26,5.0,2,32,52,61.5,1,2,16,0,82.4,19,3.3,261,54,4.83,80,5.15,1,3:20
37,LVR,2016-10-09,300,2,89,1,1,351,72,36:18,Sun,5,5,,LAC,W 34-31,25,40,15,62.5,2,1,5.0,2.5,93.4,3,17,6.98,7.5,6.98,7.38,6.86,12.0,19,3.8,0,21,30,70.0,4,2,8,2,121.0,25,3.6,389,68,5.72,51,8.29,1,3:15
38,LVR,2016-10-16,221,1,64,0,2,223,183,23:15,Sun,6,6,,KAN,L 10-26,22,34,12,64.7,1,1,2.9,2.9,81.1,2,4,5.56,6.5,6.14,5.76,5.44,10.0,40,4.6,3,19,23,82.6,0,1,1,0,107.1,17,3.8,285,53,5.38,64,6.34,2,2:46
39,LVR,2016-10-23,200,1,144,2,0,239,105,33:27,Sun,7,7,@,JAX,W 33-16,23,37,14,62.2,1,0,2.7,0.0,85.4,0,0,0.00,5.4,5.41,5.95,5.95,8.7,16,6.6,0,23,43,53.5,1,1,7,2,58.2,34,4.2,344,71,4.85,60,5.73,0,3:29
40,LVR,2016-10-30,498,4,128,0,1,168,102,44:12,Sun,8,8,@,TAM,W 30-24 (OT),40,59,19,67.8,4,0,6.8,0.0,117.4,2,15,3.28,8.4,8.16,9.80,9.48,12.5,27,3.8,1,16,32,50.0,2,2,12,0,86.5,24,5.3,626,85,7.36,61,4.43,1,3:46
41,LVR,2016-11-06,179,0,218,3,0,266,33,41:28,Sun,9,9,,DEN,W 30-20,20,31,11,64.5,0,0,0.0,0.0,80.6,2,5,6.06,5.8,5.42,5.77,5.42,9.0,12,2.8,0,18,37,48.6,2,2,17,1,79.3,43,5.1,397,76,5.22,51,5.86,0,3:18
42,LVR,2016-11-21,295,3,30,0,1,230,124,23:33,Mon,10,11,,HOU,W 27-20,21,31,10,67.7,3,1,9.7,3.2,117.0,0,0,0.00,9.5,9.52,10.00,10.00,14.0,33,3.8,1,26,39,66.7,1,2,13,1,80.1,20,1.5,325,51,6.37,74,4.78,1,3:22
43,LVR,2016-11-27,310,2,56,1,2,229,129,33:37,Sun,11,12,,CAR,W 35-32,26,39,13,66.7,2,1,5.1,2.6,97.7,1,5,2.50,7.9,7.75,7.82,7.63,11.9,25,5.2,3,14,29,48.3,2,2,17,1,83.8,31,1.8,366,71,5.15,56,6.39,2,3:19
44,LVR,2016-12-04,260,2,139,2,0,170,212,29:45,Sun,12,13,,BUF,W 38-24,19,35,16,54.3,2,0,5.7,0.0,97.3,0,0,0.00,7.4,7.43,8.57,8.57,13.7,30,7.1,3,18,35,51.4,0,4,21,1,53.3,32,4.3,399,67,5.96,69,5.54,0,3:23
45,LVR,2016-12-08,109,0,135,1,0,258,65,31:45,Thu,13,14,@,KAN,L 13-21,17,41,24,41.5,0,0,0.0,0.0,49.1,1,8,2.38,2.7,2.60,2.66,2.60,6.4,27,2.4,1,17,26,65.4,1,1,6,1,94.7,31,4.4,244,73,3.34,54,5.98,0,3:14
46,LVR,2016-12-18,200,1,145,0,2,190,73,32:17,Sun,14,15,@,LAC,W 19-16,19,30,11,63.3,1,1,3.3,3.3,81.7,2,13,6.25,6.7,6.25,5.83,5.47,10.5,22,3.3,0,17,30,56.7,2,3,16,1,84.0,29,5.0,345,61,5.66,55,4.78,2,3:11
47,LVR,2016-12-24,253,3,210,2,0,288,102,36:05,Sat,15,16,,IND,W 33-25,23,34,11,67.6,3,0,8.8,0.0,119.9,1,8,2.86,7.4,7.23,9.21,8.94,11.0,24,4.3,1,19,29,65.5,2,0,0,2,92.3,37,5.7,463,72,6.43,53,7.36,0,3:04
48,LVR,2017-01-01,164,1,57,0,3,206,143,24:35,Sun,16,17,@,DEN,L 6-24,20,32,12,62.5,1,1,3.1,3.1,73.8,2,7,5.88,5.1,4.82,4.34,4.09,8.2,40,3.6,1,17,27,63.0,2,0,0,1,95.6,16,3.6,221,50,4.42,67,5.21,3,3:05
49,LVR,2017-09-10,250,2,109,0,0,255,95,31:39,Sun,1,1,@,TEN,W 26-16,22,32,10,68.8,2,0,6.3,0.0,114.3,2,12,5.88,7.8,7.35,9.06,8.53,11.4,21,4.5,1,25,41,61.0,0,1,1,0,78.8,29,3.8,359,63,5.70,63,5.56,0,2:59
50,LVR,2017-09-17,230,3,180,3,0,145,126,31:02,Sun,2,2,,NYJ,W 45-20,23,28,5,82.1,3,0,10.7,0.0,136.6,0,0,0.00,8.2,8.21,10.36,10.36,10.0,25,5.0,0,16,24,66.7,2,4,21,0,110.6,27,6.7,410,55,7.45,53,5.11,0,3:00
51,LVR,2017-09-24,96,1,32,0,3,356,116,21:54,Sun,3,3,@,WAS,L 10-27,19,31,12,61.3,1,2,3.2,6.5,52.9,4,22,11.43,3.1,2.74,0.84,0.74,5.1,34,3.4,0,25,30,83.3,3,1,9,0,149.4,13,2.5,128,48,2.67,65,7.26,3,3:00
52,LVR,2017-10-01,230,1,24,0,1,155,143,27:03,Sun,4,4,@,DEN,L 10-16,21,35,14,60.0,1,1,2.9,2.9,79.3,3,19,7.89,6.6,6.05,5.86,5.39,11.0,32,4.5,0,16,26,61.5,1,4,24,0,91.0,15,1.6,254,53,4.79,62,4.81,1,2:58
53,LVR,2017-10-08,137,1,108,1,1,222,143,26:17,Sun,5,5,,BAL,L 17-30,13,26,13,50.0,1,0,3.8,0.0,82.1,3,22,10.34,5.3,4.72,6.04,5.41,10.5,39,3.7,2,19,26,73.1,0,0,0,0,98.6,25,4.3,245,54,4.54,65,5.62,1,2:51
54,LVR,2017-10-15,165,1,109,1,2,263,80,27:57,Sun,6,6,,LAC,L 16-17,21,30,9,70.0,1,2,3.3,6.7,67.5,1,6,3.23,5.5,5.32,3.17,3.06,7.9,28,2.9,1,25,36,69.4,1,1,5,0,99.7,22,5.0,274,53,5.17,65,5.28,2,2:50
55,LVR,2017-10-19,417,3,88,1,0,331,94,29:24,Thu,7,7,,KAN,W 31-30,29,52,23,55.8,3,0,5.8,0.0,101.2,0,0,0.00,8.0,8.02,9.17,9.17,14.4,23,4.1,0,25,36,69.4,3,1,11,0,126.0,21,4.2,505,73,6.92,60,7.08,0,3:27
56,LVR,2017-10-29,313,1,54,1,4,165,166,24:23,Sun,8,8,@,BUF,L 14-34,31,49,18,63.3,1,2,2.0,4.1,71.2,0,0,0.00,6.4,6.39,4.96,4.96,10.1,37,4.5,2,20,27,74.1,1,0,0,0,101.6,14,3.9,367,63,5.83,64,5.17,4,3:02
57,LVR,2017-11-05,295,1,84,2,2,309,86,30:56,Sun,9,9,@,MIA,W 27-24,21,30,9,70.0,1,1,3.3,3.3,99.3,1,5,3.23,9.8,9.52,9.00,8.71,14.0,18,4.8,0,34,42,81.0,3,1,2,0,121.1,27,3.1,379,58,6.53,61,6.48,2,3:05
58,LVR,2017-11-19,235,1,109,0,2,332,89,32:23,Sun,10,11,,NWE,L 8-33,28,49,21,57.1,1,1,2.0,2.0,68.2,1,2,2.00,4.8,4.70,4.29,4.20,8.4,20,4.5,0,30,37,81.1,3,1,8,0,131.1,21,5.2,344,71,4.85,58,7.26,2,3:06
59,LVR,2017-11-26,244,2,104,1,1,160,56,35:54,Sun,11,12,,DEN,W 21-14,18,24,6,75.0,2,0,8.3,0.0,136.3,2,9,7.69,10.2,9.38,11.83,10.92,13.6,17,3.3,0,20,35,57.1,2,5,30,1,75.9,37,2.8,348,63,5.52,57,3.79,1,3:09
60,LVR,2017-12-03,282,1,119,2,1,200,65,31:19,Sun,12,13,,NYG,W 24-17,22,36,14,61.1,1,0,2.8,0.0,95.5,1,5,2.70,7.8,7.62,8.39,8.16,12.8,24,2.7,1,21,34,61.8,1,3,12,0,87.9,29,4.1,401,66,6.08,61,4.34,1,3:02
61,LVR,2017-12-10,198,1,70,1,3,243,165,23:20,Sun,13,14,@,KAN,L 15-26,24,41,17,58.5,1,2,2.4,4.9,60.1,3,13,6.82,4.8,4.50,3.12,2.91,8.3,33,5.0,2,20,34,58.8,0,4,25,1,68.6,11,6.4,268,55,4.87,71,5.75,3,3:10
62,LVR,2017-12-17,171,2,122,0,1,204,126,27:40,Sun,14,15,,DAL,L 17-20,21,38,17,55.3,2,0,5.3,0.0,84.4,0,0,0.00,4.5,4.50,5.55,5.55,8.1,31,4.1,2,18,27,66.7,0,2,8,2,58.3,23,5.3,293,61,4.80,60,5.50,1,3:23
63,LVR,2017-12-25,137,1,137,0,5,138,78,34:21,Mon,15,16,@,PHI,L 10-19,15,29,14,51.7,1,2,3.4,6.9,48.1,1,3,3.33,4.7,4.57,2.31,2.23,9.1,21,3.7,0,19,38,50.0,1,2,25,1,56.7,33,4.2,274,63,4.35,61,3.54,5,3:16
64,LVR,2017-12-31,231,1,105,0,2,380,115,26:40,Sun,16,17,@,LAC,L 10-30,19,28,9,67.9,1,1,3.6,3.6,91.8,2,12,6.67,8.3,7.70,7.36,6.87,12.2,30,3.8,0,28,37,75.7,3,1,7,0,135.0,23,4.6,336,53,6.34,68,7.28,2,2:57
65,LVR,2018-09-10,300,0,95,1,3,225,140,31:31,Mon,1,1,,LAR,L 13-33,29,40,11,72.5,0,3,0.0,7.5,62.8,1,3,2.44,7.5,7.32,4.13,4.02,10.3,26,5.4,0,18,33,54.5,2,1,8,0,96.1,23,4.1,395,64,6.17,60,6.08,3,3:10
66,LVR,2018-09-16,281,1,92,1,0,217,168,32:56,Sun,2,2,@,DEN,L 19-20,29,32,3,90.6,1,0,3.1,0.0,114.6,1,7,3.03,8.8,8.52,9.41,9.12,9.7,28,6.0,2,19,35,54.3,0,1,5,1,61.3,27,3.4,373,60,6.22,64,6.02,0,3:07
67,LVR,2018-09-23,325,1,109,1,2,332,41,38:31,Sun,3,3,@,MIA,L 20-28,27,39,12,69.2,1,2,2.6,5.1,83.8,3,20,7.14,8.3,7.74,6.54,6.07,12.0,14,2.9,0,18,24,75.0,4,1,9,0,156.2,32,3.4,434,74,5.86,39,9.56,2,3:04
68,LVR,2018-09-30,426,4,139,0,2,279,208,36:51,Sun,4,4,,CLE,W 45-42 (OT),35,58,23,60.3,4,2,6.9,3.4,92.4,3,11,4.92,7.3,6.98,7.17,6.82,12.2,31,6.7,3,21,41,51.2,2,2,16,2,69.1,29,4.8,565,90,6.28,74,6.58,2,4:04
69,LVR,2018-10-07,248,1,41,0,2,333,79,25:20,Sun,5,5,@,LAC,L 10-26,24,33,9,72.7,1,1,3.0,3.0,94.0,3,20,8.33,7.5,6.89,6.76,6.19,10.3,31,2.5,1,22,27,81.5,2,1,6,0,142.7,13,3.2,289,49,5.90,59,6.98,2,2:49
70,LVR,2018-10-14,106,0,79,0,2,214,155,28:34,Sun,6,6,,SEA,L 3-27,23,31,8,74.2,0,0,0.0,0.0,83.0,6,36,16.22,3.4,2.86,3.42,2.86,4.6,37,4.2,0,17,23,73.9,3,1,8,1,123.9,19,4.2,185,56,3.30,61,6.05,2,2:50
71,LVR,2018-10-28,244,3,103,1,1,239,222,23:30,Sun,7,8,,IND,L 28-42,21,28,7,75.0,3,0,10.7,0.0,136.6,0,0,0.00,8.7,8.71,10.86,10.86,11.6,40,5.6,2,22,31,71.0,3,0,0,0,125.6,19,5.4,347,47,7.38,71,6.49,1,3:01
72,LVR,2018-11-01,140,0,102,0,0,262,143,31:26,Thu,8,9,@,SFO,L 3-34,17,24,7,70.8,0,0,0.0,0.0,92.2,8,39,25.00,5.8,4.38,5.83,4.38,8.2,32,4.5,1,16,22,72.7,3,0,0,0,151.9,23,4.4,242,55,4.40,54,7.50,0,2:50
73,LVR,2018-11-11,203,0,114,0,1,222,113,31:10,Sun,9,10,,LAC,L 6-20,24,37,13,64.9,0,0,0.0,0.0,83.5,4,40,9.76,5.5,4.95,5.49,4.95,8.5,26,4.3,0,18,26,69.2,2,1,1,1,105.0,22,5.2,317,63,5.03,53,6.32,1,2:51
74,LVR,2018-11-18,173,2,152,0,0,128,154,36:01,Sun,10,11,@,ARI,W 23-21,19,31,12,61.3,2,0,6.5,0.0,100.5,4,19,11.43,5.6,4.94,6.87,6.09,9.1,31,5.0,0,9,20,45.0,3,1,8,2,66.2,33,4.6,325,68,4.78,52,5.42,0,3:02
75,LVR,2018-11-25,182,1,67,1,1,174,242,25:48,Sun,11,12,@,BAL,L 17-34,16,34,18,47.1,1,0,2.9,0.0,74.9,3,12,8.11,5.4,4.92,5.94,5.46,11.4,43,5.6,1,14,25,56.0,1,1,4,2,57.7,19,3.5,249,56,4.45,69,6.03,1,3:02
76,LVR,2018-12-02,271,3,171,1,3,295,174,30:46,Sun,12,13,,KAN,L 33-40,29,38,9,76.3,3,0,7.9,0.0,123.2,3,14,7.32,7.1,6.61,8.71,8.07,9.3,30,5.8,1,23,38,60.5,4,0,0,0,120.0,28,6.1,442,69,6.41,68,6.90,3,3:17
77,LVR,2018-12-09,299,2,55,1,1,300,40,32:36,Sun,13,14,,PIT,W 24-21,25,34,9,73.5,2,0,5.9,0.0,122.4,4,23,10.53,8.8,7.87,9.97,8.92,12.0,19,2.1,1,29,38,76.3,2,1,6,1,105.2,25,2.2,354,63,5.62,58,5.86,1,3:04
78,LVR,2018-12-16,229,1,68,0,2,123,171,26:41,Sun,14,15,@,CIN,L 16-30,21,38,17,55.3,1,0,2.6,0.0,85.7,5,34,11.63,6.0,5.33,6.55,5.79,10.9,41,4.2,2,14,33,42.4,1,1,7,1,50.4,16,4.3,297,59,5.03,75,3.92,2,3:13
79,LVR,2018-12-24,159,0,114,2,0,200,100,30:08,Mon,15,16,,DEN,W 27-14,19,26,7,73.1,0,0,0.0,0.0,89.7,1,8,3.70,6.1,5.89,6.12,5.89,8.4,24,4.2,0,23,37,62.2,2,1,2,2,71.9,30,3.8,273,57,4.79,62,4.84,0,3:00
80,LVR,2018-12-30,165,0,127,0,4,310,99,33:56,Sun,16,17,@,KAN,L 3-35,24,33,9,72.7,0,2,0.0,6.1,60.8,3,20,8.33,5.0,4.58,2.27,2.08,6.9,27,3.7,2,16,27,59.3,2,0,0,1,108.6,29,4.4,292,65,4.49,54,7.57,4,2:37
81,LVR,2019-09-09,259,1,98,2,0,249,95,32:45,Mon,1,1,,DEN,W 24-16,22,26,4,84.6,1,0,3.8,0.0,121.0,0,0,0.00,10.0,9.96,10.73,10.73,11.8,23,4.1,0,21,31,67.7,1,3,19,0,102.8,28,3.5,357,54,6.61,57,6.04,0,2:49
82,LVR,2019-09-15,178,1,129,0,2,436,31,27:25,Sun,2,2,,KAN,L 10-28,23,38,15,60.5,1,2,2.6,5.3,61.1,3,20,7.32,4.7,4.34,2.84,2.63,7.7,22,1.4,0,30,44,68.2,4,2,7,0,130.5,19,6.8,307,60,5.12,68,6.87,2,3:12
83,LVR,2019-09-22,214,2,88,0,1,174,211,28:28,Sun,3,3,@,MIN,L 14-34,27,34,7,79.4,2,1,5.9,2.9,103.7,4,28,10.53,6.3,5.63,6.15,5.50,7.9,38,5.6,3,15,21,71.4,1,0,0,0,112.0,20,4.4,302,58,5.21,59,6.53,1,2:49
84,LVR,2019-09-29,189,2,188,1,1,265,81,33:41,Sun,4,4,@,IND,W 31-24,21,31,10,67.7,2,0,6.5,0.0,105.4,1,0,3.13,6.1,5.91,7.39,7.16,9.0,23,3.5,0,24,46,52.2,3,0,0,1,82.2,32,5.9,377,64,5.89,69,5.01,1,3:11
85,LVR,2019-10-06,229,0,169,3,2,194,42,34:43,Sun,5,5,,CHI,W 24-21,25,32,7,78.1,0,0,0.0,0.0,96.5,0,0,0.00,7.2,7.16,7.16,7.16,9.2,17,2.5,1,22,30,73.3,2,4,37,2,84.6,39,4.3,398,71,5.61,51,4.63,2,3:08
86,LVR,2019-10-20,329,3,155,0,2,421,60,29:36,Sun,6,7,@,GNB,L 24-42,24,31,7,77.4,3,1,9.7,3.2,129.6,0,0,0.00,10.6,10.61,11.10,11.10,13.7,23,2.6,1,25,31,80.6,5,1,8,0,158.3,31,5.0,484,62,7.81,55,8.75,2,2:59
87,LVR,2019-10-27,285,3,93,0,0,258,130,24:07,Sun,7,8,@,HOU,L 24-27,18,30,12,60.0,3,0,10.0,0.0,125.0,0,0,0.00,9.5,9.50,11.50,11.50,15.8,32,4.1,0,27,39,69.2,3,3,21,0,113.0,23,4.0,378,53,7.13,74,5.24,0,3:08
88,LVR,2019-11-03,279,2,171,2,0,383,90,32:50,Sun,8,9,,DET,W 31-24,20,31,11,64.5,2,0,6.5,0.0,116.2,1,10,3.13,9.0,8.72,10.29,9.97,14.0,19,4.7,0,26,41,63.4,3,2,23,1,108.1,36,4.8,450,68,6.62,62,7.63,0,3:03
89,LVR,2019-11-07,200,1,78,1,0,169,146,25:50,Thu,9,10,,LAC,W 26-24,21,31,10,67.7,1,0,3.2,0.0,98.6,3,18,8.82,6.5,5.88,7.10,6.47,9.5,30,4.9,1,17,31,54.8,2,5,38,3,52.4,21,3.7,278,55,5.05,66,4.77,0,3:13
90,LVR,2019-11-17,273,1,113,1,2,73,173,35:22,Sun,10,11,,CIN,W 17-10,25,29,4,86.2,1,1,3.4,3.4,105.7,3,19,9.38,9.4,8.53,8.55,7.75,10.9,22,7.9,1,13,31,41.9,0,5,42,1,36.1,34,3.3,386,66,5.85,58,4.24,2,3:04
91,LVR,2019-11-24,140,0,68,0,2,313,88,28:30,Sun,11,12,@,NYJ,L 3-34,19,34,15,55.9,0,1,0.0,2.9,54.4,1,7,2.86,4.1,4.00,2.79,2.71,7.4,30,2.9,1,20,29,69.0,2,1,2,0,127.5,22,3.1,208,57,3.65,60,6.68,2,2:52
92,LVR,2019-12-01,210,1,122,0,3,163,96,31:41,Sun,12,13,@,KAN,L 9-40,20,30,10,66.7,1,2,3.3,6.7,71.8,2,12,6.25,7.0,6.56,4.67,4.38,10.5,29,3.3,3,15,29,51.7,1,1,12,0,80.1,25,4.9,332,57,5.82,59,4.39,3,2:53
93,LVR,2019-12-08,258,2,97,1,1,391,161,30:48,Sun,13,14,,TEN,L 21-42,25,34,9,73.5,2,0,5.9,0.0,115.1,2,4,5.56,7.6,7.17,8.76,8.28,10.3,32,5.0,2,21,27,77.8,3,0,0,1,140.4,24,4.0,355,60,5.92,59,9.36,1,2:58
94,LVR,2019-12-15,236,1,128,0,0,185,77,34:12,Sun,14,15,,JAX,L 16-20,22,36,14,61.1,1,0,2.8,0.0,93.2,4,31,10.00,6.6,5.90,7.11,6.40,10.7,22,3.5,0,17,29,58.6,2,2,16,0,100.5,32,4.0,364,72,5.06,53,4.94,0,3:03
95,LVR,2019-12-22,267,1,99,2,0,265,19,33:24,Sun,15,16,@,LAC,W 24-17,26,30,4,86.7,1,0,3.3,0.0,118.2,3,24,9.09,8.9,8.09,9.57,8.70,10.3,16,1.2,2,27,39,69.2,0,1,14,0,88.1,29,3.4,366,62,5.90,56,5.07,0,3:01
96,LVR,2019-12-29,380,1,97,0,1,168,70,33:00,Sun,16,17,@,DEN,L 15-16,29,46,17,63.0,1,0,2.2,0.0,97.3,2,11,4.17,8.3,7.92,8.70,8.33,13.1,27,2.6,0,17,28,60.7,1,2,9,0,89.6,22,4.4,477,70,6.81,57,4.18,1,3:22
97,LVR,2020-09-13,239,1,133,3,0,259,129,31:12,Sun,1,1,@,CAR,W 34-30,22,30,8,73.3,1,0,3.3,0.0,107.5,0,0,0.00,8.0,7.97,8.63,8.63,10.9,30,4.3,2,22,34,64.7,1,1,10,0,97.5,31,4.3,372,61,6.10,65,5.97,0,3:00
98,LVR,2020-09-21,261,3,116,1,1,312,112,36:18,Mon,2,2,,NOR,W 34-24,28,38,10,73.7,3,0,7.9,0.0,120.9,3,23,7.32,6.9,6.37,8.45,7.83,9.3,19,5.9,2,26,38,68.4,1,0,0,1,91.1,35,3.3,377,76,4.96,57,7.44,1,3:15
99,LVR,2020-09-27,249,2,126,0,3,156,250,25:21,Sun,3,3,@,NWE,L 20-36,24,32,8,75.0,2,0,6.3,0.0,119.4,2,12,5.88,7.8,7.32,9.03,8.50,10.4,38,6.6,2,17,28,60.7,1,2,6,1,72.9,22,5.7,375,56,6.70,68,5.97,3,3:15
100,LVR,2020-10-04,297,2,86,0,2,274,63,31:42,Sun,4,4,,BUF,L 23-30,32,44,12,72.7,2,0,4.5,0.0,107.3,2,14,4.35,6.8,6.46,7.66,7.33,9.3,24,2.6,2,24,34,70.6,2,1,14,0,114.1,23,3.7,383,69,5.55,59,5.71,2,3:12
101,LVR,2020-10-11,346,3,144,2,1,333,80,35:18,Sun,5,5,@,KAN,W 40-32,22,31,9,71.0,3,1,9.7,3.2,126.7,1,1,3.13,11.2,10.81,11.65,11.28,15.7,20,4.0,2,22,43,51.2,2,3,7,1,82.8,35,4.1,490,67,7.31,66,6.26,1,3:27
102,LVR,2020-10-25,271,2,76,0,1,369,85,31:04,Sun,6,7,,TAM,L 20-45,24,36,12,66.7,2,1,5.6,2.8,97.5,3,13,7.69,7.5,6.95,7.39,6.82,11.3,25,3.4,2,33,45,73.3,4,0,0,0,127.0,24,3.2,347,63,5.51,70,6.49,1,3:09
103,LVR,2020-11-01,100,1,209,0,0,122,101,37:43,Sun,7,8,@,CLE,W 16-6,15,24,9,62.5,1,0,4.2,0.0,87.3,2,11,7.69,4.2,3.85,5.00,4.62,6.7,22,4.6,0,12,25,48.0,0,0,0,0,62.4,45,4.6,309,71,4.35,47,4.74,0,2:51
104,LVR,2020-11-08,160,2,160,2,1,312,128,25:16,Sun,8,9,@,LAC,W 31-26,13,23,10,56.5,2,0,8.7,0.0,108.1,1,5,4.17,7.0,6.67,8.70,8.33,12.3,31,4.1,1,28,42,66.7,2,2,14,0,104.5,26,6.2,320,50,6.40,75,5.87,1,3:08
105,LVR,2020-11-15,154,0,203,4,0,247,66,36:38,Sun,9,10,,DEN,W 37-12,16,25,9,64.0,0,0,0.0,0.0,81.1,0,0,0.00,6.2,6.16,6.16,6.16,9.6,19,3.5,0,23,47,48.9,1,2,10,4,36.4,41,5.0,357,66,5.41,68,4.60,0,3:19
106,LVR,2020-11-22,275,3,89,1,1,352,108,27:55,Sun,10,11,,KAN,L 31-35,23,31,8,74.2,3,1,9.7,3.2,119.7,0,0,0.00,8.9,8.87,9.35,9.35,12.0,27,4.0,3,35,46,76.1,2,0,0,1,102.8,26,3.4,364,57,6.39,73,6.30,1,3:04
107,LVR,2020-11-29,203,0,40,0,5,179,125,25:02,Sun,11,12,@,ATL,L 6-43,25,39,14,64.1,0,1,0.0,2.6,70.5,5,37,11.36,5.2,4.61,4.05,3.59,8.1,32,3.9,1,22,39,56.4,2,1,6,1,74.6,14,2.9,243,58,4.19,72,4.22,5,3:30
108,LVR,2020-12-06,368,3,72,1,2,170,206,31:01,Sun,12,13,@,NYJ,W 31-28,28,47,19,59.6,3,1,6.4,2.1,97.9,2,13,4.08,7.8,7.51,8.15,7.82,13.1,34,6.1,2,14,23,60.9,2,3,16,1,94.5,25,2.9,440,74,5.95,60,6.27,2,3:11
109,LVR,2020-12-13,345,2,79,1,3,244,212,31:25,Sun,13,14,,IND,L 27-44,32,46,14,69.6,2,2,4.3,4.3,87.7,0,0,0.00,7.5,7.50,6.41,6.41,10.8,31,6.8,2,19,28,67.9,2,0,0,0,118.7,22,3.6,424,68,6.24,59,7.73,3,2:59
110,LVR,2020-12-17,276,1,173,2,1,306,96,37:31,Thu,14,15,,LAC,L 27-30 (OT),20,33,13,60.6,1,1,3.0,3.0,85.3,1,3,2.94,8.4,8.12,7.61,7.38,13.8,29,3.3,2,22,32,68.8,2,1,8,0,120.1,41,4.2,449,75,5.99,62,6.48,1,3:18
111,LVR,2020-12-26,314,1,104,1,1,253,130,26:59,Sat,15,16,,MIA,L 25-26,21,34,13,61.8,1,0,2.9,0.0,104.5,3,22,8.11,9.2,8.49,9.82,9.03,15.0,25,5.2,0,26,35,74.3,2,3,23,0,113.2,24,4.3,418,61,6.85,63,6.08,1,3:05
112,LVR,2021-01-03,359,2,106,2,4,324,122,26:40,Sun,16,17,@,DEN,W 32-31,24,38,14,63.2,2,2,5.3,5.3,91.0,3,12,7.32,9.4,8.76,8.13,7.54,15.0,32,3.8,1,25,41,61.0,2,2,15,0,102.1,23,4.6,465,64,7.27,75,5.95,4,3:29
113,LVR,2021-09-13,409,2,82,2,1,217,189,34:08,Mon,1,1,,BAL,W 33-27 (OT),34,56,22,60.7,2,1,3.6,1.8,89.5,3,26,5.08,7.3,6.93,7.21,6.85,12.0,34,5.6,2,19,30,63.3,1,3,18,0,96.1,21,3.9,491,80,6.14,67,6.06,1,3:40
114,LVR,2021-09-19,373,2,52,0,0,292,39,34:22,Sun,2,2,@,PIT,W 26-17,28,37,9,75.7,2,0,5.4,0.0,126.2,2,9,5.13,10.1,9.56,11.16,10.59,13.3,14,2.8,1,27,40,67.5,1,2,3,1,86.7,25,2.1,425,64,6.64,56,5.91,0,3:08
115,LVR,2021-09-26,357,2,140,1,1,197,133,38:47,Sun,3,3,,MIA,W 31-28 (OT),26,43,17,60.5,2,1,4.7,2.3,95.7,3,29,6.52,8.3,7.76,8.19,7.65,13.7,27,4.9,2,32,49,65.3,0,2,18,0,73.3,35,4.0,497,81,6.14,78,4.23,1,3:44
116,LVR,2021-10-04,165,2,48,0,1,212,168,25:18,Mon,4,4,@,LAC,L 14-28,21,34,13,61.8,2,1,5.9,2.9,84.9,4,31,10.53,4.9,4.34,4.71,4.21,7.9,34,4.9,1,25,39,64.1,3,2,10,0,103.8,18,2.7,213,56,3.80,75,5.07,1,2:58
117,LVR,2021-10-10,188,0,71,1,1,109,143,27:58,Sun,5,5,,CHI,L 9-20,22,35,13,62.9,0,1,0.0,2.9,67.1,3,18,7.89,5.4,4.95,4.09,3.76,8.5,37,3.9,1,13,21,61.9,1,2,10,0,91.2,22,3.2,259,60,4.32,60,4.20,1,3:07
118,LVR,2021-10-17,340,2,86,2,0,309,112,25:27,Sun,6,6,@,DEN,W 34-24,18,27,9,66.7,2,0,7.4,0.0,134.4,2,1,6.90,12.6,11.72,14.07,13.10,18.9,23,4.9,0,35,49,71.4,3,5,25,3,82.8,23,3.7,426,52,8.19,77,5.47,0,3:10
119,LVR,2021-10-24,323,2,119,2,1,223,135,32:31,Sun,7,7,,PHI,W 33-22,31,34,3,91.2,2,1,5.9,2.9,113.6,0,0,0.00,9.5,9.50,9.35,9.35,10.4,32,4.2,1,18,34,52.9,2,2,13,0,93.1,29,4.1,442,63,7.02,68,5.26,1,3:01
120,LVR,2021-11-07,286,1,117,0,3,98,149,29:49,Sun,8,9,@,NYG,L 16-23,30,46,16,65.2,1,2,2.2,4.3,72.4,1,10,2.13,6.2,6.09,4.70,4.60,9.5,31,4.8,0,15,20,75.0,1,3,12,0,101.7,20,5.9,403,67,6.01,54,4.57,3,2:54
