Game Order,Team,Date,Passing Yards,Passings TD,Rushing Yards,Rushing TD,Turnovers,Opponent Passing Yards,Opponent Rushing Yards,Time of Possession,Day of Week,Game Number,Week,Home/Away,Opponent,Result,Passing Completions,Passing Attempts,Passing Incompletions,Passing Completion Percentage,Passing TD,Interceptions,TD Percentage per Pass,Interception Percentage per Pass,Passer Rating,Times Sacked,Sack Yards,Sack Percentage,Yards per Attempt,Net Yards per Attempt,Adjusted Yards per Attempt,Adjusted Net Yards per Attempt,Yards per Completion,Opponent Rushing Attempts,Opponent Rushing Yards per Attempt,Opponent Rushing TD,Opponent Pass Completions,Opponent Pass Attempts,Opponent Completion Percentage,Opponent Passing TD,Opponent Times Sacked,Opponent Sack Yards,Opponent Interceptions,Opponent Passer Rating,Rushing Attempts,Total Yardage,Offense Number of Plays,Yards per Offensive Play,Defense Number of Plays,Yards Allowed per Defensive Play,Turnovers Lost,Total Time,Opponent Turnovers,Penalties,Penalty Yards,Opponent Penalties,Opponent Penalty Yards,Field Goals Made,Opponent Field Goals Made,3rd Down %,Oppoenent 3rd Down %,1st Downs,1st Downs by Rush,1st Downs by Pass,1st Downs by Pen,3rd Down Attempts,3rd Down Conversions,3rd Down Conversion %,4th Down Attempts,4th Down Conversions,4th Down Conversion %,Opponent Total Yards,Opponent Turnovers.1,Penalties.1,Penalty Yards.1,Opponent Penalties.1,Opponent Penalty Yards.1,Combined Penalties,Combined Penalty Yards,Opponent TD,Opponent XPA,Opponent XPM,Opponent Field Goals Attempted,Opponent Field Goals Made.1,Opponent Safeties,Total Yards,Offensive Plays,Yards per Play,Defensive Plays,Defensive Yards per Play,Turnovers.1,Time,Opponent 1st Downs,Opponent 1st Downs by Rush,Opponent 1st Downs by Pass,Opponent 1st Downs by Penalty,Opponent 3rd Down Attempts,Opponent 3rd Down Conversions,Opponent 3rd Down Conversion %,Opponent 4th Down Attempts,Opponent 4th Down Conversions,Opponent 4th Down Conversion %,Total TD,XPA,XPM,Field Goals Attempted,Field Goals Made.1,2PA,2PM,Safeties
21,NYJ,2015-10-18,253,2,221,2,3,191,34,32:39,Sun,5,6,,WAS,W 34-20,19,26,7,73.1,2,1,7.7,3.8,113.1,0,0,0.0,9.7,9.73,9.54,9.54,13.3,17,2.0,0,25,44,56.8,1,1,5,2,56.2,41,474,67,7.07,62,3.63,3,3:03,2,1,5,3,15,2,2,50.0,33.3,22,10,11,1,14,7,50.0,0,0,,225,2,1,5,3,15,4,20,2,2,2,2,2,0,474,67,7.07,62,3.63,3,3:03,14,1,12,1,15,5,33.3,2,1,50.0,4,4,4,3,2,0,0,0
22,NYJ,2015-10-25,283,2,89,0,1,337,16,33:03,Sun,6,7,@,NWE,L 23-30,22,39,17,56.4,2,0,5.1,0.0,97.7,2,12,4.88,7.3,6.9,8.28,7.88,12.9,9,1.8,1,34,54,63.0,2,3,18,0,92.9,29,372,70,5.31,66,5.35,1,3:16,0,4,29,4,38,3,3,57.1,50.0,25,3,19,3,14,8,57.1,0,0,,353,0,4,29,4,38,8,67,3,3,3,3,3,0,372,70,5.31,66,5.35,1,3:16,20,3,17,0,16,8,50.0,1,1,100.0,2,2,2,3,3,0,0,0
23,NYJ,2015-11-01,292,2,74,0,1,333,118,29:22,Sun,7,8,@,LVR,L 20-34,31,47,16,66.0,2,1,4.3,2.1,89.9,3,19,6.0,6.2,5.84,6.11,5.74,9.4,25,4.7,0,23,36,63.9,4,0,0,0,130.9,21,366,71,5.15,61,7.39,1,3:08,0,6,40,6,61,2,2,43.8,40.0,22,4,16,2,16,7,43.8,3,1,33.3,451,0,6,40,6,61,12,101,4,4,4,3,2,0,366,71,5.15,61,7.39,1,3:08,21,7,13,1,10,4,40.0,0,0,,2,2,2,2,2,0,0,0
24,NYJ,2015-11-08,261,2,29,2,0,338,98,30:44,Sun,8,9,,JAX,W 28-23,21,34,13,61.8,2,0,5.9,0.0,106.5,2,11,5.56,7.7,7.25,8.85,8.36,12.4,19,5.2,0,24,40,60.0,2,6,43,2,83.1,28,290,64,4.53,65,6.71,0,3:10,4,6,41,4,30,0,3,33.3,43.8,14,2,12,0,15,5,33.3,1,1,100.0,436,4,6,41,4,30,10,71,2,2,2,3,3,0,290,64,4.53,65,6.71,0,3:10,19,3,16,0,16,7,43.8,0,0,,4,4,4,0,0,0,0,0
25,NYJ,2015-11-12,190,2,128,0,4,132,148,26:44,Thu,9,10,,BUF,L 17-22,15,34,19,44.1,2,2,5.9,5.9,57.6,1,3,2.86,5.6,5.43,4.12,4.0,12.7,33,4.5,0,17,27,63.0,1,4,26,0,87.3,24,318,59,5.39,64,4.38,4,3:21,0,3,20,5,44,1,3,23.1,31.3,15,6,9,0,13,3,23.1,3,1,33.3,280,0,3,20,5,44,8,64,2,2,1,3,3,0,318,59,5.39,64,4.38,4,3:21,13,7,6,0,16,5,31.3,1,0,0.0,2,2,2,1,1,0,0,0
26,NYJ,2015-11-22,197,1,70,1,2,241,123,26:35,Sun,10,11,@,HOU,L 17-24,19,39,20,48.7,1,2,2.6,5.1,52.9,3,19,7.14,5.1,4.69,3.26,3.02,10.4,37,3.3,0,17,35,48.6,3,1,9,0,99.8,21,267,63,4.24,73,4.99,2,3:13,1,7,54,3,54,1,1,21.4,38.9,16,5,10,1,14,3,21.4,2,1,50.0,364,1,7,54,3,54,10,108,3,3,3,1,1,0,267,63,4.24,73,4.99,2,3:13,19,6,12,1,18,7,38.9,0,0,,2,2,2,1,1,0,0,0
27,NYJ,2015-11-29,274,4,137,1,0,321,12,31:16,Sun,11,12,,MIA,W 38-20,22,37,15,59.5,4,0,10.8,0.0,118.9,1,3,2.63,7.4,7.21,9.57,9.32,12.5,9,1.3,0,33,58,56.9,3,3,30,1,82.6,34,411,72,5.71,70,4.76,0,3:29,2,6,40,6,45,1,0,58.8,26.7,24,10,13,1,17,10,58.8,1,0,0.0,333,2,6,40,6,45,12,85,3,3,2,0,0,0,411,72,5.71,70,4.76,0,3:29,20,0,19,1,15,4,26.7,2,2,100.0,5,5,5,1,1,0,0,0
28,NYJ,2015-12-06,373,2,90,0,1,281,74,38:31,Sun,12,13,@,NYG,W 23-20 (OT),36,50,14,72.0,2,0,4.0,0.0,107.9,3,17,5.66,7.5,7.04,8.26,7.79,10.4,24,3.1,0,18,34,52.9,1,3,16,1,78.2,24,463,77,6.01,61,5.82,1,3:21,1,8,61,8,60,3,2,40.0,26.7,28,5,21,2,15,6,40.0,1,1,100.0,355,1,8,61,8,60,16,121,2,2,2,3,2,0,463,77,6.01,61,5.82,1,3:21,14,2,9,3,15,4,26.7,2,1,50.0,2,2,2,3,3,0,0,0
29,NYJ,2015-12-13,256,3,183,0,0,268,24,35:56,Sun,13,14,,TEN,W 30-8,21,36,15,58.3,3,0,8.3,0.0,108.9,1,7,2.7,7.1,6.92,8.78,8.54,12.2,13,1.8,0,22,40,55.0,1,5,47,1,73.7,34,439,71,6.18,58,5.03,0,2:59,1,3,20,3,20,3,0,46.7,21.4,24,11,13,0,15,7,46.7,1,1,100.0,292,1,3,20,3,20,6,40,1,0,0,0,0,0,439,71,6.18,58,5.03,0,2:59,15,0,14,1,14,3,21.4,3,1,33.3,3,3,3,4,3,0,0,0
30,NYJ,2015-12-19,299,1,73,1,1,176,133,32:17,Sat,14,15,@,DAL,W 19-16,26,39,13,66.7,1,1,2.6,2.6,87.4,2,0,4.88,7.7,7.29,7.03,6.68,11.5,21,6.3,0,18,33,54.5,1,2,19,4,40.3,26,372,67,5.55,56,5.52,1,3:04,4,8,61,6,54,2,3,35.7,18.2,20,4,15,1,14,5,35.7,1,0,0.0,309,4,8,61,6,54,14,115,1,1,1,3,3,0,372,67,5.55,56,5.52,1,3:04,15,5,9,1,11,2,18.2,1,1,100.0,2,2,1,3,2,0,0,0
