Game Order,Team,Date,Passing Yards,Passings TD,Rushing Yards,Rushing TD,Turnovers,Opponent Passing Yards,Opponent Rushing Yards,Time of Possession,Day of Week,Game Number,Week,Home/Away,Opponent,Result,Passing Completions,Passing Attempts,Passing Incompletions,Passing Completion Percentage,Passing TD,Interceptions,TD Percentage per Pass,Interception Percentage per Pass,Passer Rating,Times Sacked,Sack Yards,Sack Percentage,Yards per Attempt,Net Yards per Attempt,Adjusted Yards per Attempt,Adjusted Net Yards per Attempt,Yards per Completion,Opponent Rushing Attempts,Opponent Rushing Yards per Attempt,Opponent Rushing TD,Opponent Pass Completions,Opponent Pass Attempts,Opponent Completion Percentage,Opponent Passing TD,Opponent Times Sacked,Opponent Sack Yards,Opponent Interceptions,Opponent Passer Rating,Rushing Attempts,Total Yardage,Offense Number of Plays,Yards per Offensive Play,Defense Number of Plays,Yards Allowed per Defensive Play,Turnovers Lost,Total Time,Opponent Turnovers,Penalties,Penalty Yards,Opponent Penalties,Opponent Penalty Yards,Field Goals Made,Opponent Field Goals Made,3rd Down %,Oppoenent 3rd Down %,1st Downs,1st Downs by Rush,1st Downs by Pass,1st Downs by Pen,3rd Down Attempts,3rd Down Conversions,3rd Down Conversion %,4th Down Attempts,4th Down Conversions,4th Down Conversion %,Opponent Total Yards,Opponent Turnovers.1,Penalties.1,Penalty Yards.1,Opponent Penalties.1,Opponent Penalty Yards.1,Combined Penalties,Combined Penalty Yards,Opponent TD,Opponent XPA,Opponent XPM,Opponent Field Goals Attempted,Opponent Field Goals Made.1,Opponent Safeties,Total Yards,Offensive Plays,Yards per Play,Defensive Plays,Defensive Yards per Play,Turnovers.1,Time,Opponent 1st Downs,Opponent 1st Downs by Rush,Opponent 1st Downs by Pass,Opponent 1st Downs by Penalty,Opponent 3rd Down Attempts,Opponent 3rd Down Conversions,Opponent 3rd Down Conversion %,Opponent 4th Down Attempts,Opponent 4th Down Conversions,Opponent 4th Down Conversion %,Total TD,XPA,XPM,Field Goals Attempted,Field Goals Made.1,2PA,2PM,Safeties
21,HOU,2015-10-08,362,2,82,0,2,213,110,32:27,Thu,5,5,,IND,L 20-27,31,41,10,75.6,2,2,4.9,4.9,97.8,1,0,2.38,8.8,8.62,7.61,7.43,11.7,30,3.7,1,18,29,62.1,2,0,0,0,107.4,28,444,70,6.34,59,5.47,2,3:01,0,13,125,7,65,2,2,50.0,27.3,24,5,17,2,16,8,50.0,1,1,100.0,323,0,13,125,7,65,20,190,3,3,3,2,2,0,444,70,6.34,59,5.47,2,3:01,22,6,10,6,11,3,27.3,1,1,100.0,2,2,2,2,2,0,0,0
22,HOU,2015-10-18,287,3,95,0,0,311,83,30:02,Sun,6,6,@,JAX,W 31-20,24,36,12,66.7,3,0,8.3,0.0,119.3,1,6,2.7,8.0,7.76,9.64,9.38,12.0,21,4.0,0,30,53,56.6,3,3,20,3,69.0,31,382,68,5.62,77,5.12,0,3:28,3,10,69,7,64,1,0,50.0,33.3,24,6,15,3,14,7,50.0,2,1,50.0,394,3,10,69,7,64,17,133,3,3,2,0,0,0,382,68,5.62,77,5.12,0,3:28,26,4,18,4,15,5,33.3,2,2,100.0,4,4,4,1,1,0,0,0
23,HOU,2015-10-25,251,3,71,1,1,255,248,27:55,Sun,7,7,@,MIA,L 26-44,23,49,26,46.9,3,1,6.1,2.0,76.3,4,22,7.55,5.1,4.74,5.43,5.02,10.9,35,7.1,1,19,20,95.0,4,4,41,0,158.3,25,322,78,4.13,59,8.53,1,3:19,1,3,25,8,52,0,1,40.0,11.1,24,6,18,0,15,6,40.0,1,0,0.0,503,1,3,25,8,52,11,77,6,6,5,1,1,0,322,78,4.13,59,8.53,1,3:19,21,8,11,2,9,1,11.1,0,0,,4,3,2,0,0,1,0,0
24,HOU,2015-11-01,214,2,56,0,0,125,86,28:52,Sun,8,8,,TEN,W 20-6,23,35,12,65.7,2,0,5.7,0.0,103.9,3,21,7.89,6.1,5.63,7.26,6.68,9.3,20,4.3,0,22,31,71.0,0,7,46,1,64.6,23,270,61,4.43,58,3.64,0,2:56,3,7,85,6,45,2,2,26.7,8.3,14,1,11,2,15,4,26.7,1,0,0.0,211,3,7,85,6,45,13,130,0,0,0,2,2,0,270,61,4.43,58,3.64,0,2:56,15,3,9,3,12,1,8.3,1,0,0.0,2,2,2,2,2,0,0,0
25,HOU,2015-11-16,174,1,82,0,1,182,74,28:34,Mon,9,10,@,CIN,W 10-6,17,33,16,51.5,1,1,3.0,3.0,66.7,3,18,8.33,5.3,4.83,4.52,4.14,10.2,20,3.7,0,22,38,57.9,0,4,15,1,59.3,25,256,61,4.2,62,4.13,1,2:57,2,5,54,9,70,1,2,33.3,28.6,16,4,10,2,15,5,33.3,1,0,0.0,256,2,5,54,9,70,14,124,0,0,0,2,2,0,256,61,4.2,62,4.13,1,2:57,16,5,9,2,14,4,28.6,1,0,0.0,1,1,1,1,1,0,0,0
26,HOU,2015-11-22,241,3,123,0,1,197,70,33:25,Sun,10,11,,NYJ,W 24-17,17,35,18,48.6,3,0,8.6,0.0,100.9,1,9,2.78,6.9,6.69,8.6,8.36,14.2,21,3.3,1,19,39,48.7,1,3,19,2,50.9,37,364,73,4.99,63,4.24,1,3:13,2,3,54,7,54,1,1,38.9,21.4,19,6,12,1,18,7,38.9,0,0,,267,2,3,54,7,54,10,108,2,2,2,1,1,0,364,73,4.99,63,4.24,1,3:13,16,5,10,1,14,3,21.4,2,1,50.0,3,3,3,1,1,0,0,0
27,HOU,2015-11-29,195,2,167,1,1,218,50,36:23,Sun,11,12,,NOR,W 24-6,21,27,6,77.8,2,1,7.4,3.7,107.6,1,10,3.57,7.2,6.96,7.04,6.79,9.3,10,5.0,0,25,44,56.8,0,2,10,1,60.6,38,362,66,5.48,56,4.79,1,2:50,1,6,40,10,82,1,2,46.2,25.0,23,9,11,3,13,6,46.2,0,0,,268,1,6,40,10,82,16,122,0,0,0,2,2,0,362,66,5.48,56,4.79,1,2:50,14,2,11,1,12,3,25.0,1,0,0.0,3,3,3,1,1,0,0,0
28,HOU,2015-12-06,275,3,126,0,1,203,187,31:53,Sun,12,13,@,BUF,L 21-30,26,43,17,60.5,3,1,7.0,2.3,94.4,2,18,4.44,6.4,6.11,6.74,6.44,10.6,36,5.2,1,11,21,52.4,3,1,8,0,125.6,26,401,71,5.65,58,6.72,1,3:12,0,10,89,5,42,0,1,46.7,50.0,21,6,14,1,15,7,46.7,1,0,0.0,390,0,10,89,5,42,15,131,4,4,3,2,1,0,401,71,5.65,58,6.72,1,3:12,15,8,7,0,16,8,50.0,0,0,,3,2,1,0,0,1,1,0
29,HOU,2015-12-13,102,0,87,0,1,197,116,24:46,Sun,13,14,,NWE,L 6-27,12,24,12,50.0,0,0,0.0,0.0,71.4,6,57,20.0,4.3,3.4,4.25,3.4,8.5,31,3.7,1,22,30,73.3,2,3,29,0,112.8,22,189,52,3.63,64,4.89,1,3:00,1,4,36,6,46,2,2,21.4,43.8,7,2,4,1,14,3,21.4,2,0,0.0,313,1,4,36,6,46,10,82,3,3,3,2,2,0,189,52,3.63,64,4.89,1,3:00,18,7,11,0,16,7,43.8,0,0,,0,0,0,2,2,0,0,0
30,HOU,2015-12-20,150,1,155,0,2,140,50,33:56,Sun,14,15,@,IND,W 16-10,17,28,11,60.7,1,1,3.6,3.6,75.4,3,23,9.68,5.4,4.84,4.46,4.03,8.8,19,2.6,0,18,32,56.3,1,3,20,1,64.6,37,305,68,4.49,54,3.52,2,3:05,2,6,48,8,94,3,1,33.3,30.8,20,7,9,4,15,5,33.3,2,2,100.0,190,2,6,48,8,94,14,142,1,1,1,1,1,0,305,68,4.49,54,3.52,2,3:05,14,3,10,1,13,4,30.8,0,0,,1,1,1,4,3,0,0,0
