Game Order,Team,Date,Passing Yards,Passings TD,Rushing Yards,Rushing TD,Turnovers,Opponent Passing Yards,Opponent Rushing Yards,Time of Possession,Day of Week,Game Number,Week,Home/Away,Opponent,Result,Passing Completions,Passing Attempts,Passing Incompletions,Passing Completion Percentage,Passing TD,Interceptions,TD Percentage per Pass,Interception Percentage per Pass,Passer Rating,Times Sacked,Sack Yards,Sack Percentage,Yards per Attempt,Net Yards per Attempt,Adjusted Yards per Attempt,Adjusted Net Yards per Attempt,Yards per Completion,Opponent Rushing Attempts,Opponent Rushing Yards per Attempt,Opponent Rushing TD,Opponent Pass Completions,Opponent Pass Attempts,Opponent Completion Percentage,Opponent Passing TD,Opponent Times Sacked,Opponent Sack Yards,Opponent Interceptions,Opponent Passer Rating,Rushing Attempts,Total Yardage,Offense Number of Plays,Yards per Offensive Play,Defense Number of Plays,Yards Allowed per Defensive Play,Turnovers Lost,Total Time,Opponent Turnovers,Penalties,Penalty Yards,Opponent Penalties,Opponent Penalty Yards,Field Goals Made,Opponent Field Goals Made,3rd Down %,Oppoenent 3rd Down %,1st Downs,1st Downs by Rush,1st Downs by Pass,1st Downs by Pen,3rd Down Attempts,3rd Down Conversions,3rd Down Conversion %,4th Down Attempts,4th Down Conversions,4th Down Conversion %,Opponent Total Yards,Opponent Turnovers.1,Penalties.1,Penalty Yards.1,Opponent Penalties.1,Opponent Penalty Yards.1,Combined Penalties,Combined Penalty Yards,Opponent TD,Opponent XPA,Opponent XPM,Opponent Field Goals Attempted,Opponent Field Goals Made.1,Opponent Safeties,Total Yards,Offensive Plays,Yards per Play,Defensive Plays,Defensive Yards per Play,Turnovers.1,Time,Opponent 1st Downs,Opponent 1st Downs by Rush,Opponent 1st Downs by Pass,Opponent 1st Downs by Penalty,Opponent 3rd Down Attempts,Opponent 3rd Down Conversions,Opponent 3rd Down Conversion %,Opponent 4th Down Attempts,Opponent 4th Down Conversions,Opponent 4th Down Conversion %,Total TD,XPA,XPM,Field Goals Attempted,Field Goals Made.1,2PA,2PM,Safeties
21,MIN,2015-10-18,237,1,84,0,2,271,57,33:07,Sun,5,6,,KAN,W 16-10,17,31,14,54.8,1,2,3.2,6.5,65.1,2,12,6.06,7.6,7.18,5.39,5.06,13.9,18,3.2,0,22,37,59.5,1,2,11,0,91.2,35,321,68,4.72,57,5.75,2,3:02,1,5,50,8,95,3,1,35.3,25.0,16,4,10,2,17,6,35.3,1,1,100.0,328,1,5,50,8,95,13,145,1,1,1,1,1,0,321,68,4.72,57,5.75,2,3:02,16,2,13,1,12,3,25.0,2,0,0.0,1,1,1,3,3,0,0,0
22,MIN,2015-10-25,285,2,140,0,1,197,77,36:27,Sun,6,7,@,DET,W 28-19,25,35,10,71.4,2,0,5.7,0.0,118.3,4,31,10.26,8.1,7.31,9.29,8.33,11.4,17,4.5,0,18,26,69.2,2,7,59,0,117.0,35,425,74,5.74,50,5.48,1,3:02,0,3,31,5,30,5,1,38.5,10.0,25,7,16,2,13,5,38.5,1,0,0.0,274,0,3,31,5,30,8,61,2,2,2,1,1,1,425,74,5.74,50,5.48,1,3:02,14,3,9,2,10,1,10.0,2,0,0.0,2,2,1,5,5,0,0,0
23,MIN,2015-11-01,180,1,147,0,1,208,97,27:18,Sun,7,8,@,CHI,W 23-20,17,30,13,56.7,1,1,3.3,3.3,72.5,1,7,3.23,6.0,5.81,5.17,5.0,10.6,25,3.9,1,22,33,66.7,1,1,3,0,94.0,25,327,56,5.84,59,5.17,1,2:58,0,4,35,4,38,3,2,41.7,25.0,17,8,7,2,12,5,41.7,0,0,,305,0,4,35,4,38,8,73,2,2,2,3,2,0,327,56,5.84,59,5.17,1,2:58,18,6,11,1,12,3,25.0,1,1,100.0,2,2,2,3,3,0,0,0
24,MIN,2015-11-08,148,0,145,2,1,160,160,33:13,Sun,8,9,,LAR,W 21-18 (OT),15,27,12,55.6,0,1,0.0,3.7,57.5,1,11,3.57,5.5,5.29,3.81,3.68,9.9,36,4.4,1,18,33,54.5,0,1,8,0,67.7,35,293,63,4.65,70,4.57,1,3:31,0,6,67,12,87,2,4,23.1,12.5,21,9,6,6,13,3,23.1,0,0,,320,0,6,67,12,87,18,154,1,0,0,5,4,0,293,63,4.65,70,4.57,1,3:31,18,10,5,3,16,2,12.5,1,1,100.0,2,1,1,2,2,1,1,0
25,MIN,2015-11-15,122,1,263,1,0,287,84,33:01,Sun,9,10,@,LVR,W 30-14,14,22,8,63.6,1,0,4.5,0.0,96.8,4,18,15.38,5.5,4.69,6.45,5.46,8.7,19,4.4,0,29,43,67.4,2,2,15,2,82.2,33,385,59,6.53,64,5.8,0,3:06,2,3,15,8,82,3,0,36.4,50.0,21,13,6,2,11,4,36.4,0,0,,371,2,3,15,8,82,11,97,2,2,2,0,0,0,385,59,6.53,64,5.8,0,3:06,20,5,15,0,14,7,50.0,0,0,,3,3,3,5,3,0,0,0
26,MIN,2015-11-22,248,1,94,1,1,196,124,29:38,Sun,10,11,,GNB,L 13-30,25,38,13,65.8,1,0,2.6,0.0,98.1,6,48,13.64,6.5,5.64,7.05,6.09,9.9,34,3.6,0,16,34,47.1,2,2,16,0,84.9,18,342,62,5.52,70,4.57,1,3:15,0,8,110,4,19,0,5,38.5,37.5,16,5,11,0,13,5,38.5,2,0,0.0,320,0,8,110,4,19,12,129,2,1,1,5,5,0,342,62,5.52,70,4.57,1,3:15,19,6,10,3,16,6,37.5,0,0,,2,2,1,0,0,0,0,0
27,MIN,2015-11-29,174,0,191,2,1,210,116,33:28,Sun,11,12,@,ATL,W 20-10,20,28,8,71.4,0,1,0.0,3.6,72.6,0,0,0.0,6.2,6.21,4.61,4.61,8.7,24,4.8,0,22,31,71.0,1,2,20,2,73.3,39,365,67,5.45,57,5.72,1,2:53,3,9,53,6,78,2,1,58.3,45.5,24,11,10,3,12,7,58.3,0,0,,326,3,9,53,6,78,15,131,1,1,1,1,1,0,365,67,5.45,57,5.72,1,2:53,22,2,14,6,11,5,45.5,1,0,0.0,2,2,2,3,2,0,0,0
28,MIN,2015-12-06,94,0,31,0,1,260,173,24:50,Sun,12,13,,SEA,L 7-38,17,28,11,60.7,0,1,0.0,3.6,55.4,4,24,12.5,3.4,2.94,1.75,1.53,5.5,36,4.8,2,21,28,75.0,3,2,14,0,139.0,16,125,48,2.6,66,6.56,1,2:55,1,9,95,9,65,0,1,20.0,69.2,9,1,7,1,10,2,20.0,1,0,0.0,433,1,9,95,9,65,18,160,5,5,5,1,1,0,125,48,2.6,66,6.56,1,2:55,25,11,11,3,13,9,69.2,1,1,100.0,1,1,1,0,0,0,0,0
29,MIN,2015-12-10,317,1,72,1,3,296,97,28:01,Thu,13,14,@,ARI,L 20-23,25,36,11,69.4,1,0,2.8,0.0,108.0,3,18,7.69,8.8,8.13,9.36,8.64,12.7,29,3.3,0,25,35,71.4,2,2,14,0,115.9,24,389,63,6.17,66,5.95,3,2:59,0,3,25,4,30,2,3,54.5,46.2,23,4,17,2,11,6,54.5,0,0,,393,0,3,25,4,30,7,55,2,2,2,3,3,0,389,63,6.17,66,5.95,3,2:59,22,6,16,0,13,6,46.2,1,1,100.0,2,2,2,2,2,0,0,0
30,MIN,2015-12-20,221,4,129,1,0,199,94,32:10,Sun,14,15,,CHI,W 38-17,17,20,3,85.0,4,0,20.0,0.0,154.4,1,10,4.76,11.1,10.52,15.05,14.33,13.0,20,4.7,0,26,37,70.3,2,5,32,1,89.8,36,350,57,6.14,62,4.73,0,2:50,2,4,45,6,39,1,1,66.7,41.7,20,8,10,2,12,8,66.7,0,0,,293,2,4,45,6,39,10,84,2,2,2,1,1,0,350,57,6.14,62,4.73,0,2:50,21,7,13,1,12,5,41.7,1,1,100.0,5,5,5,1,1,0,0,0
