,,,Tot. Off.,Tot. Off.,Penalties,Penalties,Penalties,Penalties,,,,,,,,,,,First Downs,First Downs,First Downs,First Downs,Downs,Downs,Downs,Downs,Downs,Downs,Tot. Off.,Tot. Off.,Penalties,Penalties,Penalties,Penalties,Penalties,Penalties,,Kicking,Kicking,Kicking,Kicking,,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,First Downs,First Downs,First Downs,First Downs,Downs,Downs,Downs,Downs,Downs,Downs,,PAT,PAT,FG,FG,,,
Rk,Team,Date,TO,TO,Pen,Yds,OppPen,OppYds,FGM,Md,3D%,Opp3D%,Day,G#,Week,,Opp,Result,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,Tot,TO,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,TD,XPA,XPM,Att,Md,Sfty,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,1stDOpp,Rush,Pass,Pen,Opp3DAtt,Opp3DConv,Opp3D%,Opp4DAtt,Opp4DConv,Opp4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty
71,ARI,2018-10-18,5,1,7,45,5,50,1,1,28.6,38.5,Thu,7,7,,DEN,L 10-45,14,4,8,2,14,4,28.6,1,0,0.0,309,1,7,45,5,50,12,95,6,6,6,1,1,0,223,66,3.38,55,5.62,5,29:11,3:04,15,6,8,1,13,5,38.5,0,0,,1,1,1,1,1,0,0,0
72,ARI,2018-10-28,2,0,9,62,5,59,1,2,42.9,35.7,Sun,8,8,,SFO,W 18-15,20,3,15,2,14,6,42.9,0,0,,267,0,9,62,5,59,14,121,1,1,1,2,2,1,321,64,5.02,63,4.24,2,27:41,3:11,16,5,9,2,14,5,35.7,0,0,,2,1,1,1,1,1,1,0
73,ARI,2018-11-11,2,0,3,30,8,63,0,2,50.0,36.4,Sun,9,10,@,KAN,L 14-26,21,7,13,1,14,7,50.0,2,1,50.0,330,0,3,30,8,63,11,93,3,2,2,2,2,0,260,69,3.77,56,5.89,2,31:47,2:54,20,8,12,0,11,4,36.4,0,0,,2,2,2,0,0,0,0,0
74,ARI,2018-11-18,2,0,7,62,4,20,0,3,27.3,33.3,Sun,10,11,,OAK,L 21-23,13,5,7,1,11,3,27.3,0,0,,325,0,7,62,4,20,11,82,2,2,2,3,3,0,282,52,5.42,68,4.78,2,23:59,3:02,19,9,9,1,15,5,33.3,0,0,,3,3,3,0,0,0,0,0
75,ARI,2018-11-25,1,1,3,35,4,30,1,1,33.3,42.9,Sun,11,12,@,LAC,L 10-45,10,5,4,1,12,4,33.3,1,0,0.0,414,1,3,35,4,30,7,65,6,6,6,1,1,0,149,45,3.31,66,6.27,1,24:42,2:45,30,11,17,2,7,3,42.9,1,1,100.0,1,1,1,2,1,0,0,0
76,ARI,2018-12-02,0,0,7,49,7,43,2,1,38.5,21.4,Sun,12,13,@,GNB,W 20-17,18,8,8,2,13,5,38.5,0,0,,325,0,7,49,7,43,14,92,2,2,2,2,1,0,315,57,5.53,74,4.39,0,27:34,3:10,22,6,15,1,14,3,21.4,2,2,100.0,2,2,2,2,2,0,0,0
77,ARI,2018-12-09,1,1,8,83,7,68,1,1,37.5,33.3,Sun,13,14,,DET,L 3-17,22,2,17,3,16,6,37.5,1,0,0.0,218,1,8,83,7,68,15,151,2,2,2,1,1,0,279,65,4.29,55,3.96,1,31:44,2:57,16,7,6,3,12,4,33.3,0,0,,0,0,0,2,1,0,0,0
78,ARI,2018-12-16,3,0,8,75,6,50,0,2,23.1,38.5,Sun,14,15,@,ATL,L 14-40,18,6,10,2,13,3,23.1,2,2,100.0,435,0,8,75,6,50,14,125,5,4,4,2,2,0,253,65,3.89,65,6.69,3,29:20,3:07,23,8,14,1,13,5,38.5,0,0,,2,2,2,0,0,0,0,0
79,ARI,2018-12-23,0,1,7,54,6,66,1,1,18.2,66.7,Sun,15,16,,LAR,L 9-31,15,6,6,3,11,2,18.2,2,1,50.0,461,1,7,54,6,66,13,120,4,4,4,2,1,0,263,53,4.96,67,6.88,0,22:56,2:57,33,18,11,4,9,6,66.7,0,0,,1,1,0,2,1,0,0,0
80,ARI,2018-12-30,2,1,3,20,1,10,3,2,23.5,28.6,Sun,16,17,@,SEA,L 24-27,12,4,8,0,17,4,23.5,2,1,50.0,291,1,3,20,1,10,4,30,3,3,3,2,2,0,198,64,3.09,61,4.77,2,30:51,3:03,16,8,7,1,14,4,28.6,0,0,,2,1,1,3,3,1,1,0
81,ARI,2019-09-08,1,2,7,35,9,59,4,2,40.9,33.3,Sun,1,1,,DET,T 27-27 (OT),21,3,16,2,22,9,40.9,0,0,,477,2,7,35,9,59,16,94,3,3,3,2,2,0,387,82,4.72,80,5.96,1,30:37,3:58,23,5,17,1,18,6,33.3,1,0,0.0,2,1,1,4,4,1,1,0
82,ARI,2019-09-15,0,0,8,70,10,62,3,3,18.2,50.0,Sun,2,2,@,BAL,L 17-23,15,2,12,1,11,2,18.2,1,1,100.0,440,0,8,70,10,62,18,132,2,2,2,3,3,0,349,54,6.46,72,6.11,0,22:22,3:09,26,9,16,1,14,7,50.0,1,0,0.0,1,0,0,3,3,1,1,0
83,ARI,2019-09-22,2,1,7,52,3,35,2,1,52.9,40.0,Sun,3,3,,CAR,L 20-38,21,10,9,2,17,9,52.9,1,1,100.0,413,1,7,52,3,35,10,87,5,5,5,1,1,0,248,73,3.40,59,7.00,2,31:44,2:56,21,4,14,3,10,4,40.0,0,0,,2,2,2,2,2,0,0,0
84,ARI,2019-09-29,1,0,7,44,7,65,1,2,33.3,40.0,Sun,4,4,,SEA,L 10-27,20,6,12,2,9,3,33.3,0,0,,340,0,7,44,7,65,14,109,3,3,3,2,2,0,321,59,5.44,59,5.76,1,26:36,2:56,21,9,10,2,10,4,40.0,0,0,,1,1,1,3,1,0,0,0
85,ARI,2019-10-06,0,0,12,96,7,60,4,3,46.2,41.7,Sun,5,5,@,CIN,W 26-23,26,11,13,2,13,6,46.2,1,1,100.0,370,0,12,96,7,60,19,156,2,2,2,3,3,0,514,71,7.24,62,5.97,0,31:03,3:03,21,6,12,3,12,5,41.7,1,0,0.0,2,2,2,5,4,0,0,0
86,ARI,2019-10-13,0,0,8,57,8,72,2,2,53.8,54.5,Sun,6,6,,ATL,W 34-33,24,6,16,2,13,7,53.8,1,1,100.0,444,0,8,57,8,72,16,129,4,4,3,2,2,0,442,66,6.70,63,7.05,0,27:13,3:07,31,7,20,4,11,6,54.5,0,0,,4,4,4,2,2,0,0,0
87,ARI,2019-10-20,0,3,10,85,6,75,2,0,46.7,33.3,Sun,7,7,@,NYG,W 27-21,18,8,8,2,15,7,46.7,1,1,100.0,263,3,10,85,6,75,16,160,2,3,3,1,0,0,245,61,4.02,65,4.05,0,29:59,3:03,21,5,14,2,12,4,33.3,3,1,33.3,3,3,3,2,2,0,0,0
88,ARI,2019-10-27,0,1,5,35,2,15,3,1,16.7,58.3,Sun,8,8,@,NOR,L 9-31,10,2,8,0,12,2,16.7,2,0,0.0,510,1,5,35,2,15,7,50,4,4,4,2,1,0,237,49,4.84,72,7.08,0,22:01,2:55,28,8,20,0,12,7,58.3,0,0,,0,0,0,3,3,0,0,0
89,ARI,2019-10-31,0,0,9,65,8,75,1,0,25.0,64.7,Thu,9,9,,SFO,L 25-28,19,10,7,2,8,2,25.0,0,0,,411,0,9,65,8,75,17,140,4,4,4,0,0,0,357,50,7.14,69,5.96,0,25:29,3:10,21,5,15,1,17,11,64.7,1,1,100.0,3,2,2,1,1,1,1,0
90,ARI,2019-11-10,2,3,11,87,9,94,2,3,10.0,46.7,Sun,10,10,@,TAM,L 27-30,20,4,14,2,10,1,10.0,3,2,66.7,457,3,11,87,9,94,20,181,3,3,3,3,3,0,417,65,6.42,78,5.86,2,23:57,3:23,26,7,15,4,15,7,46.7,0,0,,3,3,3,2,2,0,0,0
91,ARI,2019-11-17,2,2,10,104,10,127,2,1,30.0,46.2,Sun,11,11,@,SFO,L 26-36,21,9,9,3,10,3,30.0,1,1,100.0,442,2,10,104,10,127,20,231,5,3,3,1,1,0,266,62,4.29,66,6.70,2,31:23,3:20,26,1,20,5,13,6,46.2,2,0,0.0,3,3,2,2,2,0,0,0
92,ARI,2019-12-01,1,0,2,7,8,81,0,2,15.4,53.3,Sun,12,13,,LAR,L 7-34,13,2,9,2,13,2,15.4,4,2,50.0,549,0,2,7,8,81,10,88,4,4,4,3,2,0,198,61,3.25,76,7.22,1,25:23,3:01,27,6,20,1,15,8,53.3,1,0,0.0,1,1,1,0,0,0,0,0
93,ARI,2019-12-08,3,2,7,75,4,20,1,3,36.4,36.4,Sun,13,14,,PIT,L 17-23,17,5,11,1,11,4,36.4,3,1,33.3,275,2,7,75,4,20,11,95,2,2,2,3,3,0,236,57,4.14,57,4.82,3,28:06,2:46,20,6,10,4,11,4,36.4,1,0,0.0,2,2,2,1,1,0,0,0
94,ARI,2019-12-15,1,2,5,34,6,55,1,1,50.0,64.3,Sun,14,15,,CLE,W 38-24,26,14,11,1,8,4,50.0,1,1,100.0,393,2,5,34,6,55,11,89,3,3,3,2,1,0,445,60,7.42,67,5.87,1,29:11,3:00,25,8,15,2,14,9,64.3,1,1,100.0,5,5,5,1,1,0,0,0
95,ARI,2019-12-22,0,1,5,47,7,55,2,2,33.3,8.3,Sun,15,16,@,SEA,W 27-13,21,12,8,1,15,5,33.3,1,1,100.0,224,1,5,47,7,55,12,102,1,1,1,2,2,0,412,69,5.97,56,4.00,0,34:53,3:18,13,4,8,1,12,1,8.3,1,0,0.0,3,3,3,3,2,0,0,0
96,ARI,2019-12-29,5,0,8,63,10,91,1,1,50.0,61.1,Sun,16,17,@,LAR,L 24-31,22,5,13,4,10,5,50.0,0,0,,424,0,8,63,10,91,18,154,4,4,4,2,1,0,393,61,6.44,79,5.37,5,23:02,3:19,25,4,17,4,18,11,61.1,1,0,0.0,3,3,3,1,1,0,0,0
97,ARI,2020-09-13,1,0,9,102,5,53,1,2,50.0,18.2,Sun,1,1,@,SFO,W 24-20,29,13,12,4,14,7,50.0,0,0,,366,0,9,102,5,53,14,155,2,2,2,2,2,0,404,78,5.18,61,6.00,1,31:26,3:04,18,6,10,2,11,2,18.2,2,0,0.0,3,3,3,3,1,0,0,0
98,ARI,2020-09-20,1,2,11,97,6,42,3,1,41.2,33.3,Sun,2,2,,WAS,W 30-15,22,8,13,1,17,7,41.2,2,2,100.0,316,2,11,97,6,42,17,139,2,0,0,1,1,0,438,73,6.00,60,5.27,1,33:45,3:12,19,7,10,2,12,4,33.3,1,1,100.0,3,3,3,3,3,0,0,0
99,ARI,2020-09-27,3,0,7,38,7,46,1,4,40.0,33.3,Sun,3,3,,DET,L 23-26,28,10,16,2,10,4,40.0,1,1,100.0,322,0,7,38,7,46,14,84,2,2,2,4,4,0,377,63,5.98,62,5.19,3,27:10,3:00,22,3,16,3,12,4,33.3,1,1,100.0,3,3,2,1,1,0,0,0
100,ARI,2020-10-04,1,1,5,29,10,72,0,1,33.3,63.6,Sun,4,4,@,CAR,L 21-31,21,6,11,4,9,3,33.3,0,0,,444,1,5,29,10,72,15,101,4,4,4,2,1,0,262,55,4.76,72,6.17,1,22:52,3:02,30,11,17,2,11,7,63.6,1,1,100.0,3,3,3,0,0,0,0,0
101,ARI,2020-10-11,1,0,10,59,6,30,1,1,41.7,30.8,Sun,5,5,@,NYJ,W 30-10,28,9,17,2,12,5,41.7,1,1,100.0,285,0,10,59,6,30,16,89,1,1,1,1,1,0,496,68,7.29,64,4.45,1,32:15,3:12,21,9,8,4,13,4,30.8,2,0,0.0,4,3,3,1,1,1,0,0
102,ARI,2020-10-19,0,4,7,43,6,36,1,1,53.8,40.0,Mon,6,6,@,DAL,W 38-10,22,13,7,2,13,7,53.8,1,1,100.0,344,4,7,43,6,36,13,79,1,1,1,2,1,0,438,60,7.30,84,4.10,0,26:23,3:06,27,8,15,4,15,6,40.0,3,3,100.0,5,5,5,1,1,0,0,0
103,ARI,2020-10-25,2,3,6,40,8,78,3,2,41.7,38.5,Sun,7,7,,SEA,W 37-34 (OT),31,11,17,3,12,5,41.7,2,1,50.0,572,3,6,40,8,78,14,118,4,4,4,2,2,0,519,81,6.41,82,6.98,2,30:13,3:52,33,11,21,1,13,5,38.5,1,1,100.0,4,4,4,4,3,0,0,0
104,ARI,2020-11-08,1,0,7,71,7,75,1,2,41.7,50.0,Sun,8,9,,MIA,L 31-34,26,6,17,3,12,5,41.7,3,2,66.7,312,0,7,71,7,75,14,146,4,4,4,2,2,0,442,64,6.91,56,5.57,1,31:03,3:09,24,8,12,4,8,4,50.0,0,0,,4,4,4,2,1,0,0,0
105,ARI,2020-11-15,2,2,7,40,9,69,4,3,38.5,46.2,Sun,9,10,,BUF,W 32-30,26,14,11,1,13,5,38.5,1,1,100.0,369,2,7,40,9,69,16,109,3,3,3,3,3,0,453,70,6.47,68,5.43,2,29:40,3:25,22,5,15,2,13,6,46.2,0,0,,3,2,2,4,4,1,0,0
106,ARI,2020-11-19,0,0,10,115,8,79,0,2,54.5,57.1,Thu,10,11,@,SEA,L 21-28,24,5,17,2,11,6,54.5,1,0,0.0,347,0,10,115,8,79,18,194,3,3,2,2,2,1,314,63,4.98,62,5.60,0,24:53,3:12,22,8,12,2,14,8,57.1,0,0,,3,3,3,0,0,0,0,0
107,ARI,2020-11-29,1,2,6,50,6,42,1,2,42.9,36.4,Sun,11,12,@,NWE,L 17-20,23,9,12,2,14,6,42.9,1,0,0.0,179,2,6,50,6,42,12,92,2,2,2,2,2,0,298,70,4.26,51,3.51,1,34:08,3:04,16,8,4,4,11,4,36.4,1,1,100.0,2,2,2,2,1,0,0,0
108,ARI,2020-12-06,2,1,5,21,6,75,0,1,33.3,60.0,Sun,12,13,,LAR,L 28-38,18,5,11,2,12,4,33.3,2,2,100.0,463,1,5,21,6,75,11,96,5,5,5,2,1,0,232,62,3.74,79,5.86,2,21:07,3:13,30,8,19,3,15,9,60.0,3,1,33.3,4,4,4,1,0,0,0,0
109,ARI,2020-12-13,0,3,4,22,2,10,4,0,38.9,25.0,Sun,13,14,@,NYG,W 26-7,22,10,12,0,18,7,38.9,2,1,50.0,159,3,4,22,2,10,6,32,1,1,1,0,0,0,390,79,4.94,49,3.24,0,37:53,3:07,10,3,7,0,12,3,25.0,1,1,100.0,2,2,2,4,4,0,0,0
110,ARI,2020-12-20,3,0,9,83,9,69,1,0,30.0,33.3,Sun,14,15,,PHI,W 33-26,26,4,19,3,10,3,30.0,2,1,50.0,422,0,9,83,9,69,18,152,4,2,2,0,0,0,526,68,7.74,79,5.34,3,27:47,3:27,26,5,18,3,18,6,33.3,4,3,75.0,4,4,4,1,1,0,0,1
111,ARI,2020-12-26,2,1,4,20,4,27,2,0,25.0,22.2,Sat,15,16,,SFO,L 12-20,20,9,9,2,16,4,25.0,6,4,66.7,398,1,4,20,4,27,8,47,3,3,2,2,0,0,350,80,4.38,55,7.24,2,32:16,2:58,22,11,11,0,9,2,22.2,0,0,,1,0,0,2,2,1,0,0
112,ARI,2021-01-03,1,2,6,38,5,38,0,3,22.2,40.0,Sun,16,17,@,LAR,L 7-18,15,4,10,1,9,2,22.2,0,0,,333,2,6,38,5,38,11,76,1,1,1,3,3,1,214,49,4.37,70,4.76,1,22:09,2:52,21,7,12,2,15,6,40.0,1,1,100.0,1,1,1,1,0,0,0,0
113,ARI,2021-09-12,1,3,8,59,7,57,1,0,53.8,35.7,Sun,1,1,@,TEN,W 38-13,22,7,13,2,13,7,53.8,0,0,,248,3,8,59,7,57,15,116,2,2,1,1,0,0,416,67,6.21,64,3.88,1,33:21,3:12,17,5,12,0,14,5,35.7,3,1,33.3,5,5,5,2,1,0,0,0
114,ARI,2021-09-19,2,0,5,40,3,16,2,2,33.3,20.0,Sun,2,2,,MIN,W 34-33,21,5,16,0,9,3,33.3,1,1,100.0,419,0,5,40,3,16,8,56,4,4,3,3,2,0,474,60,7.90,60,6.98,2,31:52,3:13,22,11,10,1,10,2,20.0,0,0,,4,4,4,2,2,0,0,0
115,ARI,2021-09-26,1,4,7,58,4,40,1,0,11.1,18.2,Sun,3,3,@,JAX,W 31-19,23,8,14,1,9,1,11.1,2,2,100.0,361,4,7,58,4,40,11,98,2,3,1,0,0,0,407,64,6.36,66,5.47,1,32:54,3:03,20,9,10,1,11,2,18.2,1,1,100.0,4,4,4,2,1,0,0,0
116,ARI,2021-10-03,0,2,7,63,5,36,3,2,61.5,54.5,Sun,4,4,@,LAR,W 37-20,27,15,11,1,13,8,61.5,0,0,,401,2,7,63,5,36,12,99,2,2,2,3,2,0,465,75,6.20,64,6.27,0,35:10,3:05,24,8,13,3,11,6,54.5,1,0,0.0,4,4,4,3,3,0,0,0
117,ARI,2021-10-10,1,1,6,62,7,60,1,1,30.0,27.3,Sun,5,5,,SFO,W 17-10,20,8,11,1,10,3,30.0,0,0,,338,1,6,62,7,60,13,122,1,1,1,1,1,0,304,60,5.07,59,5.73,1,28:06,3:03,19,7,9,3,11,3,27.3,5,1,20.0,2,2,2,2,1,0,0,0
118,ARI,2021-10-17,0,3,5,45,9,88,3,0,53.3,30.0,Sun,6,6,@,CLE,W 37-14,24,8,11,5,15,8,53.3,1,1,100.0,290,3,5,45,9,88,14,133,2,2,2,0,0,0,352,69,5.10,55,5.27,0,34:39,2:57,16,4,11,1,10,3,30.0,4,1,25.0,4,4,4,3,3,0,0,0
119,ARI,2021-10-24,1,1,7,54,8,80,1,1,50.0,15.4,Sun,7,7,,HOU,W 31-5,24,7,15,2,12,6,50.0,1,1,100.0,160,1,7,54,8,80,15,134,0,0,0,1,1,1,397,69,5.75,49,3.27,1,34:03,2:59,8,0,6,2,13,2,15.4,2,0,0.0,4,4,4,1,1,0,0,0
120,ARI,2021-10-28,3,0,7,59,7,60,0,1,40.0,42.9,Thu,8,8,,GNB,L 21-24,22,7,12,3,10,4,40.0,2,2,100.0,335,0,7,59,7,60,14,119,3,3,3,1,1,0,334,55,6.07,72,4.65,3,22:25,3:12,24,11,10,3,14,6,42.9,4,2,50.0,3,3,3,0,0,0,0,0
121,ARI,2021-11-07,0,3,9,84,3,35,1,1,46.7,40.0,Sun,9,9,@,SFO,W 31-17,22,9,11,2,15,7,46.7,2,1,50.0,337,3,9,84,3,35,12,119,2,2,2,1,1,0,437,68,6.43,56,6.02,0,36:47,3:00,22,2,17,3,10,4,40.0,0,0,,4,4,4,1,1,0,0,0
122,ARI,2021-11-14,2,2,4,58,9,115,1,4,30.8,46.7,Sun,10,10,,CAR,L 10-34,11,3,6,2,13,4,30.8,3,0,0.0,341,2,4,58,9,115,13,173,3,2,2,4,4,0,169,53,3.19,70,4.87,2,22:18,3:02,24,13,10,1,15,7,46.7,0,0,,1,1,1,1,1,0,0,0
123,ARI,2021-11-21,0,0,3,32,2,17,1,2,50.0,20.0,Sun,11,11,@,SEA,W 23-13,29,6,21,2,14,7,50.0,1,1,100.0,266,0,3,32,2,17,5,49,1,1,1,2,2,0,413,79,5.23,49,5.43,0,40:22,3:05,16,6,9,1,10,2,20.0,1,0,0.0,3,3,2,3,1,0,0,0
124,ARI,2021-12-05,0,4,8,63,6,45,2,0,45.5,40.0,Sun,12,13,@,CHI,W 33-22,14,7,6,1,11,5,45.5,2,1,50.0,329,4,8,63,6,45,14,108,3,2,2,0,0,0,257,51,5.04,71,4.63,0,25:15,3:04,26,8,14,4,15,6,40.0,4,4,100.0,4,3,3,2,2,1,0,0
125,ARI,2021-12-13,2,0,7,54,5,40,3,3,53.3,50.0,Mon,13,14,,LAR,L 23-30,22,5,17,0,15,8,53.3,4,2,50.0,356,0,7,54,5,40,12,94,3,3,3,3,3,0,447,75,5.96,54,6.59,2,30:56,3:01,18,4,12,2,12,6,50.0,0,0,,2,2,2,3,3,0,0,0
126,ARI,2021-12-19,1,1,7,83,6,49,2,3,46.7,46.2,Sun,14,15,@,DET,L 12-30,23,6,16,1,15,7,46.7,3,1,33.3,338,1,7,83,6,49,13,132,3,3,3,3,3,0,398,73,5.45,62,5.45,1,28:08,3:04,22,5,13,4,13,6,46.2,1,1,100.0,1,0,0,2,2,1,0,0
127,ARI,2021-12-25,0,0,11,85,5,40,1,2,46.2,53.3,Sat,15,16,,IND,L 16-22,20,8,12,0,13,6,46.2,3,1,33.3,346,0,11,85,5,40,16,125,2,2,2,3,2,1,378,64,5.91,63,5.49,0,24:31,3:04,20,5,11,4,15,8,53.3,1,0,0.0,2,2,1,3,1,0,0,0
128,ARI,2022-01-02,0,1,7,45,10,88,4,0,43.8,27.3,Sun,16,17,@,DAL,W 25-22,23,9,12,2,16,7,43.8,2,2,100.0,301,1,7,45,10,88,17,133,3,2,2,1,0,0,399,72,5.54,57,5.28,0,34:42,3:06,19,2,15,2,11,3,27.3,3,3,100.0,2,1,1,4,4,1,0,0
129,ARI,2022-01-09,1,2,6,46,4,30,3,1,50.0,66.7,Sun,17,18,,SEA,L 30-38,20,9,10,1,18,9,50.0,2,1,50.0,431,2,6,46,4,30,10,76,5,5,5,1,1,0,305,72,4.24,57,7.56,1,35:49,3:09,19,9,10,0,12,8,66.7,0,0,,3,3,3,3,3,0,0,0
130,ARI,2022-09-11,0,1,5,49,3,25,0,1,25.0,62.5,Sun,1,1,,KAN,L 21-44,18,6,12,0,12,3,25.0,4,3,75.0,488,1,5,49,3,25,8,74,6,6,5,1,1,0,282,63,4.48,66,7.39,0,25:18,3:00,33,7,22,4,8,5,62.5,1,1,100.0,3,1,1,0,0,2,1,0
131,ARI,2022-09-18,1,1,12,120,10,68,0,3,23.1,54.5,Sun,2,2,@,LVR,W 29-23 (OT),28,11,13,4,13,3,23.1,5,3,60.0,324,1,12,120,10,68,22,188,2,2,2,3,3,0,413,78,5.29,61,5.31,1,36:22,3:31,20,4,14,2,11,6,54.5,0,0,,4,1,1,0,0,2,2,0
132,ARI,2022-09-25,0,1,6,50,6,35,4,2,33.3,37.5,Sun,3,3,,LAR,L 12-20,23,8,15,0,18,6,33.3,5,4,80.0,339,1,6,50,6,35,12,85,2,2,2,2,2,0,365,81,4.51,46,7.37,0,33:56,3:01,15,5,10,0,8,3,37.5,0,0,,0,0,0,4,4,0,0,0
133,ARI,2022-10-02,1,3,7,61,6,76,2,1,40.0,20.0,Sun,4,4,@,CAR,W 26-16,20,8,10,2,15,6,40.0,2,0,0.0,220,3,7,61,6,76,13,137,2,1,1,1,1,0,338,70,4.83,51,4.31,1,38:35,3:07,11,3,8,0,10,2,20.0,3,1,33.3,3,2,2,2,2,1,0,0
134,ARI,2022-10-09,1,0,2,15,3,30,1,2,57.1,46.2,Sun,5,5,,PHI,L 17-20,23,7,16,0,14,8,57.1,1,1,100.0,357,0,2,15,3,30,5,45,2,2,2,2,2,0,363,69,5.26,71,5.03,1,25:21,2:53,24,12,12,0,13,6,46.2,1,1,100.0,2,2,2,2,1,0,0,0
135,ARI,2022-10-16,2,1,6,53,6,44,1,4,25.0,28.6,Sun,6,6,@,SEA,L 9-19,15,5,10,0,16,4,25.0,5,1,20.0,296,1,6,53,6,44,12,97,1,1,1,4,4,0,315,71,4.44,66,4.48,2,30:44,3:08,19,7,10,2,14,4,28.6,1,0,0.0,1,1,0,1,1,0,0,0
136,ARI,2022-10-20,0,3,4,20,8,49,2,2,30.0,46.2,Thu,7,7,,NOR,W 42-34,21,9,9,3,10,3,30.0,1,1,100.0,494,3,4,20,8,49,12,69,4,4,4,2,2,0,326,60,5.43,71,6.96,0,30:58,3:17,25,7,17,1,13,6,46.2,1,1,100.0,5,3,2,2,2,2,2,0
137,ARI,2022-10-30,3,1,10,67,10,86,2,0,36.4,46.2,Sun,8,8,@,MIN,L 26-34,25,5,17,3,11,4,36.4,1,0,0.0,381,1,10,67,10,86,20,153,5,5,4,1,0,0,375,70,5.36,68,5.60,3,30:33,3:26,25,11,11,3,13,6,46.2,1,0,0.0,3,2,2,2,2,1,0,0
138,ARI,2022-11-06,1,1,12,77,6,34,0,1,42.9,66.7,Sun,9,9,,SEA,L 21-31,15,5,8,2,14,6,42.9,2,0,0.0,421,1,12,77,6,34,18,111,4,4,4,1,1,0,262,61,4.30,70,6.01,1,25:29,3:04,27,10,14,3,15,10,66.7,1,0,0.0,3,3,3,0,0,0,0,0
139,ARI,2022-11-13,0,2,10,67,5,29,2,1,33.3,27.3,Sun,10,10,@,LAR,W 27-17,18,6,11,1,15,5,33.3,3,3,100.0,256,2,10,67,5,29,15,96,2,2,2,1,1,0,298,65,4.58,60,4.27,0,32:01,3:00,18,6,12,0,11,3,27.3,2,2,100.0,3,3,3,2,2,0,0,0
140,ARI,2022-11-21,2,0,5,50,3,30,1,1,50.0,54.5,Mon,11,11,,SFO,L 10-38,19,6,12,1,16,8,50.0,2,0,0.0,387,0,5,50,3,30,8,80,5,5,5,1,1,0,314,71,4.42,57,6.79,2,30:51,2:59,21,7,13,1,11,6,54.5,0,0,,1,1,1,1,1,0,0,0
141,ARI,2022-11-27,2,0,3,19,4,30,1,1,53.8,46.2,Sun,12,12,,LAC,L 24-25,20,9,10,1,13,7,53.8,1,0,0.0,311,0,3,19,4,30,7,49,3,2,2,1,1,0,366,64,5.72,64,4.86,2,30:35,3:08,22,4,18,0,13,6,46.2,0,0,,3,3,3,2,1,0,0,0
142,ARI,2022-12-12,2,1,8,48,8,80,2,2,28.6,27.3,Mon,13,14,,NWE,L 13-27,19,5,11,3,14,4,28.6,5,1,20.0,328,1,8,48,8,80,16,128,3,3,3,2,2,0,323,69,4.68,57,5.75,2,33:31,3:14,18,4,13,1,11,3,27.3,0,0,,1,1,1,3,2,0,0,0
143,ARI,2022-12-18,3,2,7,46,4,31,3,1,16.7,36.4,Sun,14,15,@,DEN,L 15-24,13,4,8,1,12,2,16.7,0,0,,324,2,7,46,4,31,11,77,3,3,3,2,1,0,240,59,4.07,67,4.84,3,27:02,2:58,23,12,10,1,11,4,36.4,0,0,,1,0,0,3,3,1,0,0
144,ARI,2022-12-25,3,2,6,74,5,30,3,4,26.3,35.3,Sun,15,16,,TAM,L 16-19 (OT),16,8,8,0,19,5,26.3,1,1,100.0,396,2,6,74,5,30,11,104,1,1,1,4,4,0,325,74,4.39,78,5.08,3,29:22,3:31,21,5,15,1,17,6,35.3,2,1,50.0,1,1,1,3,3,0,0,0
145,ARI,2023-01-01,0,1,8,50,5,70,4,2,36.4,45.5,Sun,16,17,@,ATL,L 19-20,22,8,13,1,11,4,36.4,1,0,0.0,298,1,8,50,5,70,13,120,2,2,2,2,2,0,339,69,4.91,61,4.89,0,27:36,2:56,20,10,9,1,11,5,45.5,2,1,50.0,1,1,1,5,4,0,0,0
146,ARI,2023-01-08,4,0,7,50,2,10,0,1,40.0,46.2,Sun,17,18,@,SFO,L 13-38,11,5,6,0,10,4,40.0,2,0,0.0,311,0,7,50,2,10,9,60,5,5,5,1,1,0,255,50,5.10,61,5.10,4,25:46,2:52,21,10,10,1,13,6,46.2,1,0,0.0,2,2,1,0,0,0,0,0
147,ARI,2023-09-10,2,3,9,122,8,70,3,2,28.6,33.3,Sun,1,1,@,WAS,L 16-20,13,4,9,0,14,4,28.6,1,0,0.0,248,3,9,122,8,70,17,192,2,2,2,2,2,0,210,58,3.62,65,3.82,2,28:36,3:08,21,7,10,4,12,4,33.3,0,0,,1,1,1,3,3,0,0,0
148,ARI,2023-09-17,0,1,8,57,9,75,2,1,40.0,58.3,Sun,2,2,,NYG,L 28-31,24,10,11,3,10,4,40.0,0,0,,439,1,8,57,9,75,17,132,4,4,4,1,1,0,379,60,6.32,67,6.55,0,30:37,3:11,26,10,15,1,12,7,58.3,1,1,100.0,3,2,2,3,2,1,1,0
