,,,Tot. Off.,Tot. Off.,Penalties,Penalties,Penalties,Penalties,,,,,,,,,,,First Downs,First Downs,First Downs,First Downs,Downs,Downs,Downs,Downs,Downs,Downs,Tot. Off.,Tot. Off.,Penalties,Penalties,Penalties,Penalties,Penalties,Penalties,,Kicking,Kicking,Kicking,Kicking,,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,First Downs,First Downs,First Downs,First Downs,Downs,Downs,Downs,Downs,Downs,Downs,,PAT,PAT,FG,FG,,,
Rk,Team,Date,TO,TO,Pen,Yds,OppPen,OppYds,FGM,Md,3D%,Opp3D%,Day,G#,Week,,Opp,Result,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,Tot,TO,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,TD,XPA,XPM,Att,Md,Sfty,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,1stDOpp,Rush,Pass,Pen,Opp3DAtt,Opp3DConv,Opp3D%,Opp4DAtt,Opp4DConv,Opp4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty
73,CHI,2018-11-11,0,3,6,46,6,41,0,1,40.0,26.7,Sun,9,10,,DET,W 34-22,20,3,13,4,10,4,40.0,0,0,,305,3,6,46,6,41,12,87,3,1,1,1,1,0,402,53,7.58,72,4.24,0,28:00,3:13,24,7,14,3,15,4,26.7,5,4,80.0,5,4,2,2,0,1,1,0
74,CHI,2018-11-18,3,3,5,46,4,50,3,2,50.0,41.7,Sun,10,11,,MIN,W 25-20,24,8,12,4,12,6,50.0,0,0,,268,3,5,46,4,50,9,96,2,0,0,2,2,0,308,71,4.34,62,4.32,3,34:29,3:03,19,2,15,2,12,5,41.7,1,1,100.0,2,0,0,3,3,2,2,0
75,CHI,2018-11-22,1,2,3,20,5,54,1,1,30.0,35.7,Thu,11,12,@,DET,W 23-16,19,3,13,3,10,3,30.0,0,0,,333,2,3,20,5,54,8,74,2,1,1,1,1,0,264,57,4.63,64,5.20,1,27:14,3:02,17,4,12,1,14,5,35.7,2,1,50.0,3,2,2,1,1,1,0,0
76,CHI,2018-12-02,3,1,8,58,12,107,2,3,13.3,35.3,Sun,12,13,@,NYG,L 27-30 (OT),23,5,13,5,15,2,13.3,5,4,80.0,338,1,8,58,12,107,20,165,3,3,3,3,3,0,376,77,4.88,68,4.97,3,33:58,3:34,18,4,13,1,17,6,35.3,2,2,100.0,3,3,3,2,2,0,0,0
77,CHI,2018-12-09,3,4,6,45,9,57,2,2,43.8,25.0,Sun,13,14,,LAR,W 15-6,17,9,6,2,16,7,43.8,0,0,,214,4,6,45,9,57,15,102,0,0,0,3,2,0,294,66,4.45,61,3.51,3,36:49,3:12,14,5,9,0,12,3,25.0,3,1,33.3,1,1,1,3,2,0,0,1
78,CHI,2018-12-16,1,1,4,24,7,48,1,3,30.0,35.7,Sun,14,15,,GNB,W 24-17,19,6,11,2,10,3,30.0,1,0,0.0,323,1,4,24,7,48,11,72,1,0,0,3,3,0,332,58,5.72,66,4.89,1,30:23,2:58,19,4,15,0,14,5,35.7,1,1,100.0,3,3,3,1,1,0,0,0
79,CHI,2018-12-23,2,1,4,30,6,45,0,3,45.5,50.0,Sun,15,16,@,SFO,W 14-9,20,6,12,2,11,5,45.5,1,1,100.0,279,1,4,30,6,45,10,75,0,0,0,3,3,0,325,60,5.42,54,5.17,2,35:30,3:08,15,4,11,0,14,7,50.0,1,0,0.0,2,2,2,1,0,0,0,0
80,CHI,2018-12-30,0,0,11,102,3,30,1,1,57.1,9.1,Sun,16,17,@,MIN,W 24-10,17,8,7,2,14,8,57.1,1,0,0.0,164,0,11,102,3,30,14,132,1,1,1,1,1,0,332,63,5.27,52,3.15,0,37:08,2:58,12,3,6,3,11,1,9.1,4,1,25.0,3,2,1,1,1,1,1,0
81,CHI,2019-09-05,1,0,10,107,10,71,1,1,20.0,16.7,Thu,1,1,,GNB,L 3-10,16,3,10,3,15,3,20.0,2,0,0.0,213,0,10,107,10,71,20,178,1,1,1,1,1,0,254,65,3.91,57,3.74,1,28:57,3:07,13,1,10,2,12,2,16.7,0,0,,0,0,0,1,1,0,0,0
82,CHI,2019-09-15,0,1,7,65,10,81,3,2,27.3,21.4,Sun,2,2,@,DEN,W 16-14,18,7,7,4,11,3,27.3,1,1,100.0,372,1,7,65,10,81,17,146,1,0,0,2,2,0,273,56,4.88,76,4.89,0,27:01,3:06,27,5,19,3,14,3,21.4,3,3,100.0,1,1,1,3,3,0,0,0
83,CHI,2019-09-23,1,5,9,59,9,61,1,1,61.5,33.3,Mon,3,3,@,WAS,W 31-15,21,2,15,4,13,8,61.5,0,0,,356,5,9,59,9,61,18,120,2,0,0,2,1,0,298,58,5.14,68,5.24,1,31:36,3:05,25,2,20,3,9,3,33.3,3,2,66.7,4,4,4,2,1,0,0,0
84,CHI,2019-09-29,0,2,7,50,7,55,3,0,31.3,38.5,Sun,4,4,,MIN,W 16-6,17,4,11,2,16,5,31.3,3,2,66.7,222,2,7,50,7,55,14,105,1,0,0,0,0,0,269,67,4.01,58,3.83,0,35:27,2:59,15,3,9,3,13,5,38.5,2,1,50.0,1,1,1,3,3,0,0,0
85,CHI,2019-10-06,2,2,10,75,6,69,0,1,36.4,50.0,Sun,5,5,@,OAK,L 21-24,15,1,12,2,11,4,36.4,0,0,,398,2,10,75,6,69,16,144,3,3,3,1,1,0,236,51,4.63,71,5.61,2,25:17,3:08,25,13,10,2,12,6,50.0,1,1,100.0,3,3,3,0,0,0,0,0
86,CHI,2019-10-20,2,0,3,10,4,35,1,2,16.7,46.7,Sun,6,7,,NOR,L 25-36,16,0,16,0,12,2,16.7,2,1,50.0,424,0,3,10,4,35,7,45,4,4,4,4,2,1,252,63,4.00,74,5.73,2,22:34,3:28,24,9,14,1,15,7,46.7,0,0,,3,2,2,1,1,1,1,0
87,CHI,2019-10-27,2,1,5,42,8,53,3,1,35.7,20.0,Sun,7,8,,LAC,L 16-17,26,12,9,5,14,5,35.7,1,1,100.0,231,1,5,42,8,53,13,95,2,2,2,2,1,0,388,77,5.04,42,5.50,2,38:00,2:56,11,2,8,1,10,2,20.0,0,0,,1,1,1,5,3,0,0,0
88,CHI,2019-11-03,1,0,9,70,8,75,0,3,20.0,44.4,Sun,8,9,@,PHI,L 14-22,10,6,3,1,10,2,20.0,0,0,,373,0,9,70,8,75,17,145,2,2,1,3,3,0,164,42,3.90,78,4.78,1,19:42,3:02,26,7,16,3,18,8,44.4,1,1,100.0,2,2,2,0,0,0,0,0
89,CHI,2019-11-10,0,1,7,57,8,76,0,2,16.7,38.9,Sun,9,10,,DET,W 20-13,13,4,7,2,12,2,16.7,1,1,100.0,357,1,7,57,8,76,15,133,1,1,1,2,2,0,226,52,4.35,75,4.76,0,28:06,3:07,21,6,11,4,18,7,38.9,2,0,0.0,3,3,2,0,0,0,0,0
90,CHI,2019-11-17,1,2,2,25,6,34,0,1,35.3,30.0,Sun,10,11,@,LAR,L 7-17,17,5,10,2,17,6,35.3,2,0,0.0,283,2,2,25,6,34,8,59,2,2,2,1,1,0,267,74,3.61,52,5.44,1,32:44,2:52,13,7,6,0,10,3,30.0,0,0,,1,1,1,2,0,0,0,0
91,CHI,2019-11-24,2,1,6,40,6,35,2,0,26.7,8.3,Sun,11,12,,NYG,W 19-14,20,5,14,1,15,4,26.7,0,0,,243,1,6,40,6,35,12,75,2,2,2,2,0,0,335,69,4.86,58,4.19,2,33:11,3:02,14,4,9,1,12,1,8.3,4,2,50.0,2,2,1,2,2,0,0,0
92,CHI,2019-11-28,1,1,10,89,9,85,1,2,50.0,50.0,Thu,12,13,@,DET,W 24-20,22,6,16,0,10,5,50.0,1,0,0.0,364,1,10,89,9,85,19,174,2,2,2,2,2,0,419,62,6.76,67,5.43,1,30:50,3:23,19,4,13,2,16,8,50.0,1,0,0.0,3,3,3,1,1,0,0,0
93,CHI,2019-12-05,2,0,4,30,6,52,1,1,58.3,40.0,Thu,13,14,,DAL,W 31-24,24,9,12,3,12,7,58.3,0,0,,408,0,4,30,6,52,10,82,3,3,3,2,1,0,382,67,5.70,73,5.59,2,32:18,3:14,22,5,17,0,15,6,40.0,3,2,66.7,4,4,4,1,1,0,0,0
94,CHI,2019-12-15,3,0,4,35,4,30,2,0,45.0,33.3,Sun,14,15,@,GNB,L 13-21,20,4,15,1,20,9,45.0,3,0,0.0,292,0,4,35,4,30,8,65,3,3,3,0,0,0,415,83,5.00,58,5.03,3,34:22,3:17,12,5,7,0,15,5,33.3,3,1,33.3,1,1,1,2,2,0,0,0
95,CHI,2019-12-22,0,0,7,50,9,71,1,2,41.7,54.5,Sun,15,16,,KAN,L 3-26,18,7,8,3,12,5,41.7,3,0,0.0,350,0,7,50,9,71,16,121,3,3,2,2,2,0,234,59,3.97,63,5.56,0,26:36,2:47,25,6,15,4,11,6,54.5,0,0,,0,0,0,1,1,0,0,0
96,CHI,2019-12-29,1,3,3,34,3,40,4,4,43.8,44.4,Sun,16,17,@,MIN,W 21-19,24,10,13,1,16,7,43.8,2,1,50.0,300,3,3,34,3,40,6,74,1,1,1,4,4,0,337,75,4.49,47,6.38,1,37:40,2:56,14,7,6,1,9,4,44.4,0,0,,1,1,1,4,4,0,0,1
97,CHI,2020-09-13,0,1,6,48,8,77,2,3,18.2,37.5,Sun,1,1,@,DET,W 27-23,26,7,15,4,11,2,18.2,2,1,50.0,426,1,6,48,8,77,14,125,2,2,2,4,3,0,363,65,5.58,72,5.92,0,29:05,3:16,25,7,14,4,16,6,37.5,0,0,,3,3,3,2,2,0,0,0
98,CHI,2020-09-20,2,2,5,48,3,10,1,2,56.3,23.1,Sun,2,2,,NYG,W 17-13,18,7,11,0,16,9,56.3,1,1,100.0,295,2,5,48,3,10,8,58,1,1,1,3,2,0,304,64,4.75,62,4.76,2,34:29,3:01,22,4,15,3,13,3,23.1,3,3,100.0,2,2,2,2,1,0,0,0
99,CHI,2020-09-27,2,1,10,80,7,75,1,2,26.7,30.8,Sun,3,3,@,ATL,W 30-26,24,8,14,2,15,4,26.7,2,1,50.0,371,1,10,80,7,75,17,155,3,3,2,3,2,0,437,78,5.60,65,5.71,2,34:50,3:25,22,6,13,3,13,4,30.8,0,0,,4,3,3,2,1,1,0,0
100,CHI,2020-10-04,1,0,8,103,8,76,1,4,28.6,42.1,Sun,4,4,,IND,L 11-19,16,2,12,2,14,4,28.6,0,0,,289,0,8,103,8,76,16,179,1,1,1,4,4,0,269,59,4.56,68,4.25,1,27:32,3:09,18,5,9,4,19,8,42.1,2,1,50.0,1,0,0,1,1,1,1,0
101,CHI,2020-10-08,1,1,6,66,11,109,2,4,30.0,28.6,Thu,5,5,,TAM,W 20-19,18,2,14,2,10,3,30.0,0,0,,339,1,6,66,11,109,17,175,1,1,1,4,4,0,243,59,4.12,64,5.30,1,28:28,3:10,18,4,11,3,14,4,28.6,2,1,50.0,2,2,2,2,2,0,0,0
102,CHI,2020-10-18,1,3,10,92,8,69,3,3,50.0,23.1,Sun,6,6,@,CAR,W 23-16,22,5,14,3,14,7,50.0,0,0,,303,3,10,92,8,69,18,161,1,1,1,4,3,0,261,64,4.08,62,4.89,1,28:54,3:08,23,8,8,7,13,3,23.1,2,1,50.0,2,2,2,3,3,0,0,0
103,CHI,2020-10-26,2,1,6,46,4,46,1,1,28.6,30.8,Mon,7,7,@,LAR,L 10-24,14,4,9,1,14,4,28.6,4,1,25.0,371,1,6,46,4,46,10,92,3,3,3,2,1,0,279,61,4.57,68,5.46,2,27:25,3:07,24,9,12,3,13,4,30.8,0,0,,1,1,1,1,1,0,0,0
104,CHI,2020-11-01,1,0,7,53,5,45,3,4,33.3,15.4,Sun,8,8,,NOR,L 23-26 (OT),18,5,12,1,15,5,33.3,3,2,66.7,394,0,7,53,5,45,12,98,2,2,2,5,4,0,329,69,4.77,72,5.47,1,33:09,3:34,23,10,11,2,13,2,15.4,3,2,66.7,2,2,2,3,3,0,0,0
105,CHI,2020-11-08,2,0,5,35,6,57,1,1,13.3,40.0,Sun,9,9,@,TEN,L 17-24,22,2,17,3,15,2,13.3,4,3,75.0,228,0,5,35,6,57,11,92,3,3,3,1,1,0,375,75,5.00,55,4.15,2,33:54,3:07,11,4,7,0,15,6,40.0,0,0,,2,2,2,1,1,0,0,0
106,CHI,2020-11-16,2,2,1,5,4,35,2,2,18.2,53.3,Mon,10,10,,MIN,L 13-19,10,1,9,0,11,2,18.2,2,0,0.0,385,2,1,5,4,35,5,40,2,1,1,2,2,0,149,50,2.98,70,5.50,2,24:10,2:58,19,4,14,1,15,8,53.3,0,0,,1,1,1,2,2,0,0,0
107,CHI,2020-11-29,3,0,5,45,3,17,1,0,40.0,54.5,Sun,11,12,@,GNB,L 25-41,26,6,19,1,10,4,40.0,1,1,100.0,393,0,5,45,3,17,8,62,6,6,5,0,0,0,350,65,5.38,68,5.78,3,22:16,3:05,28,14,13,1,11,6,54.5,3,3,100.0,3,2,2,1,1,1,1,0
108,CHI,2020-12-06,1,1,3,20,7,45,1,0,36.4,54.5,Sun,12,13,,DET,L 30-34,26,9,15,2,11,4,36.4,1,0,0.0,460,1,3,20,7,45,10,65,5,5,4,0,0,0,389,67,5.81,66,6.97,1,32:18,4:06,24,5,18,1,11,6,54.5,2,1,50.0,4,4,3,1,1,0,0,0
109,CHI,2020-12-13,0,2,7,44,6,50,2,0,30.0,50.0,Sun,13,14,,HOU,W 36-7,23,5,17,1,10,3,30.0,0,0,,263,2,7,44,6,50,13,94,1,1,1,0,0,0,410,59,6.95,64,4.11,0,29:34,4:06,17,7,10,0,14,7,50.0,3,1,33.3,4,4,4,2,2,0,0,1
110,CHI,2020-12-20,1,1,4,36,1,5,4,2,50.0,36.4,Sun,14,15,@,MIN,W 33-27,23,13,10,0,12,6,50.0,0,0,,407,1,4,36,1,5,5,41,3,3,3,2,2,0,397,64,6.20,66,6.17,1,32:59,3:03,26,11,12,3,11,4,36.4,2,0,0.0,3,3,3,4,4,0,0,0
111,CHI,2020-12-27,1,2,4,40,10,115,2,1,50.0,41.7,Sun,15,16,@,JAX,W 41-17,28,8,18,2,12,6,50.0,2,2,100.0,279,2,4,40,10,115,14,155,2,2,2,1,1,0,391,70,5.59,54,5.17,1,33:00,2:57,14,3,10,1,12,5,41.7,0,0,,5,5,5,2,2,0,0,0
112,CHI,2021-01-03,2,1,1,16,4,30,3,0,40.0,57.1,Sun,16,17,,GNB,L 16-35,21,9,12,0,15,6,40.0,6,5,83.3,316,1,1,16,4,30,5,46,5,5,5,0,0,0,356,74,4.81,44,7.18,2,35:28,2:54,17,3,13,1,7,4,57.1,0,0,,1,1,1,3,3,0,0,0
113,CHI,2021-09-12,2,0,3,35,4,36,0,2,45.5,54.5,Sun,1,1,@,LAR,L 14-34,24,10,13,1,11,5,45.5,4,0,0.0,386,0,3,35,4,36,7,71,4,4,4,2,2,0,322,69,4.67,50,7.72,2,35:14,2:48,18,4,13,1,11,6,54.5,1,1,100.0,2,2,2,0,0,0,0,0
114,CHI,2021-09-19,1,4,8,70,4,57,2,1,40.0,46.2,Sun,2,2,,CIN,W 20-17,16,6,7,3,15,6,40.0,1,0,0.0,248,4,8,70,4,57,12,127,2,2,2,1,1,0,206,61,3.38,55,4.51,1,31:21,2:55,14,2,10,2,13,6,46.2,1,0,0.0,2,2,2,2,2,0,0,0
115,CHI,2021-09-26,0,0,5,49,7,98,2,4,9.1,47.1,Sun,3,3,@,CLE,L 6-26,6,2,2,2,11,1,9.1,1,0,0.0,418,0,5,49,7,98,12,147,2,2,2,4,4,0,47,42,1.12,78,5.36,0,20:26,3:01,26,11,13,2,17,8,47.1,3,1,33.3,0,0,0,2,2,0,0,0
116,CHI,2021-10-03,1,2,7,61,4,26,1,0,12.5,36.4,Sun,4,4,,DET,W 24-14,20,13,5,2,8,1,12.5,1,1,100.0,351,2,7,61,4,26,11,87,2,2,2,0,0,0,373,57,6.54,67,5.24,1,28:43,2:57,23,4,15,4,11,4,36.4,3,1,33.3,3,3,3,1,1,0,0,0
117,CHI,2021-10-10,0,1,8,70,10,82,2,1,46.2,35.7,Sun,5,5,@,LVR,W 20-9,19,7,8,4,13,6,46.2,0,0,,259,1,8,70,10,82,18,152,1,0,0,1,1,0,252,60,4.20,60,4.32,0,32:02,3:07,16,6,7,3,14,5,35.7,3,1,33.3,2,2,2,2,2,0,0,0
118,CHI,2021-10-17,1,0,7,54,3,51,0,1,36.4,25.0,Sun,6,6,,GNB,L 14-24,21,10,10,1,11,4,36.4,2,1,50.0,323,0,7,54,3,51,10,105,3,3,3,1,1,0,277,57,4.86,57,5.67,1,27:43,3:01,22,10,10,2,8,2,25.0,1,1,100.0,2,2,2,0,0,0,0,0
119,CHI,2021-10-24,5,1,4,32,1,10,1,1,18.2,33.3,Sun,7,7,@,TAM,L 3-38,17,6,11,0,11,2,18.2,1,0,0.0,408,1,4,32,1,10,5,42,5,5,5,2,1,0,311,65,4.78,70,5.83,5,28:55,2:56,28,12,13,3,12,4,33.3,2,1,50.0,0,0,0,1,1,0,0,0
120,CHI,2021-10-31,1,0,4,30,7,55,3,4,53.3,40.0,Sun,8,8,,SFO,L 22-33,22,9,10,3,15,8,53.3,1,1,100.0,467,0,4,30,7,55,11,85,3,2,1,5,4,0,324,67,4.84,54,8.65,1,36:49,3:02,21,9,12,0,10,4,40.0,1,1,100.0,2,2,1,3,3,0,0,0
121,CHI,2021-11-08,2,1,12,115,5,30,2,3,33.3,35.3,Mon,9,9,@,PIT,L 27-29,20,7,11,2,12,4,33.3,0,0,,280,1,12,115,5,30,17,145,3,3,2,3,3,0,414,58,7.14,66,4.24,2,26:02,3:20,20,8,8,4,17,6,35.3,2,2,100.0,3,3,3,3,2,0,0,0
122,CHI,2021-11-21,1,1,6,58,6,36,0,3,18.2,43.8,Sun,10,11,,BAL,L 13-16,14,3,10,1,11,2,18.2,3,2,66.7,299,1,6,58,6,36,12,94,1,1,1,3,3,0,353,57,6.19,76,3.93,1,21:10,3:11,23,9,12,2,16,7,43.8,1,1,100.0,2,1,1,1,0,1,0,0
123,CHI,2021-11-25,1,1,5,50,10,67,3,0,38.5,40.0,Thu,11,12,@,DET,W 16-14,21,3,18,0,13,5,38.5,0,0,,239,1,5,50,10,67,15,117,2,2,2,0,0,0,378,69,5.48,45,5.31,1,32:56,3:05,14,5,8,1,10,4,40.0,0,0,,1,1,1,4,3,0,0,0
124,CHI,2021-12-05,4,0,6,45,8,63,0,2,40.0,45.5,Sun,12,13,,ARI,L 22-33,26,8,14,4,15,6,40.0,4,4,100.0,257,0,6,45,8,63,14,108,4,3,3,2,2,0,329,71,4.63,51,5.04,4,34:45,3:04,14,7,6,1,11,5,45.5,2,1,50.0,3,2,2,0,0,1,1,0
125,CHI,2021-12-12,3,0,7,41,3,30,3,1,38.5,40.0,Sun,13,14,@,GNB,L 30-45,16,7,7,2,13,5,38.5,1,0,0.0,439,0,7,41,3,30,10,71,6,6,6,1,1,0,347,58,5.98,64,6.86,3,25:00,3:16,27,7,19,1,10,4,40.0,1,1,100.0,3,3,3,3,3,0,0,0
126,CHI,2021-12-20,3,1,9,91,7,54,1,1,16.7,29.4,Mon,14,15,,MIN,L 9-17,24,8,13,3,12,2,16.7,5,2,40.0,193,1,9,91,7,54,16,145,2,2,2,1,1,0,370,70,5.29,61,3.16,3,29:15,3:06,13,4,5,4,17,5,29.4,1,0,0.0,1,0,0,2,1,0,0,0
127,CHI,2021-12-26,0,0,8,73,7,88,1,1,50.0,30.0,Sun,15,16,@,SEA,W 25-24,26,9,14,3,14,7,50.0,3,1,33.3,331,0,8,73,7,88,15,161,3,3,3,2,1,0,317,69,4.59,53,6.25,0,38:25,3:03,18,6,9,3,10,3,30.0,1,0,0.0,3,2,2,1,1,1,1,0
128,CHI,2022-01-02,2,4,5,35,3,26,2,1,37.5,9.1,Sun,16,17,,NYG,W 29-3,17,6,10,1,16,6,37.5,3,2,66.7,155,4,5,35,3,26,8,61,0,0,0,1,1,0,249,65,3.83,55,2.82,2,30:08,2:52,13,9,2,2,11,1,9.1,1,0,0.0,3,3,3,2,2,0,0,1
129,CHI,2022-01-09,2,0,2,10,4,47,3,1,33.3,53.8,Sun,17,18,@,MIN,L 17-31,24,5,17,2,15,5,33.3,6,1,16.7,331,0,2,10,4,47,6,57,4,4,4,1,1,0,356,80,4.45,47,7.04,2,36:47,2:51,11,3,8,0,13,7,53.8,0,0,,1,0,0,3,3,1,1,0
130,CHI,2022-09-11,1,2,3,24,12,99,0,1,35.7,47.1,Sun,1,1,,SFO,W 19-10,15,6,4,5,14,5,35.7,0,0,,331,2,3,24,12,99,15,123,1,1,1,1,1,0,204,56,3.64,67,4.94,1,26:32,3:01,17,11,5,1,17,8,47.1,2,0,0.0,3,3,1,0,0,0,0,0
131,CHI,2022-09-18,1,1,7,50,3,25,1,2,14.3,55.6,Sun,2,2,@,GNB,L 10-27,11,9,2,0,7,1,14.3,1,0,0.0,414,1,7,50,3,25,10,75,3,3,3,2,2,0,228,41,5.56,66,6.27,1,22:45,2:46,26,13,10,3,9,5,55.6,0,0,,1,1,1,1,1,0,0,0
132,CHI,2022-09-25,2,2,6,32,3,25,3,2,42.9,25.0,Sun,3,3,,HOU,W 23-20,17,12,5,0,14,6,42.9,0,0,,329,2,6,32,3,25,9,57,2,2,2,2,2,0,363,62,5.85,57,5.77,2,31:22,2:55,17,6,9,2,12,3,25.0,1,1,100.0,2,2,2,3,3,0,0,0
133,CHI,2022-10-02,3,2,5,65,7,55,4,2,33.3,42.9,Sun,4,4,@,NYG,L 12-20,16,7,6,3,15,5,33.3,0,0,,333,2,5,65,7,55,12,120,2,2,2,3,2,0,304,60,5.07,61,5.46,3,28:43,2:59,21,14,5,2,14,6,42.9,0,0,,0,0,0,4,4,0,0,0
134,CHI,2022-10-09,1,1,6,40,7,70,3,0,40.0,80.0,Sun,5,5,@,MIN,L 22-29,14,4,9,1,10,4,40.0,1,1,100.0,429,1,6,40,7,70,13,110,4,3,3,2,0,0,271,47,5.77,74,5.80,1,23:16,2:52,29,10,18,1,15,12,80.0,0,0,,2,1,1,3,3,1,0,0
135,CHI,2022-10-13,2,0,4,42,7,36,0,2,38.5,18.2,Thu,6,6,,WAS,L 7-12,20,9,9,2,13,5,38.5,4,1,25.0,214,0,4,42,7,36,11,78,1,0,0,3,2,0,391,69,5.67,53,4.04,2,32:12,2:51,14,7,5,2,11,2,18.2,0,0,,1,1,1,0,0,0,0,0
136,CHI,2022-10-24,1,4,4,35,4,30,4,0,61.1,50.0,Mon,7,7,@,NWE,W 33-14,24,13,10,1,18,11,61.1,1,0,0.0,260,4,4,35,4,30,8,65,2,2,2,0,0,0,390,70,5.57,48,5.42,1,37:14,2:55,12,3,9,0,10,5,50.0,1,0,0.0,3,3,3,4,4,0,0,0
137,CHI,2022-10-30,1,1,6,45,6,41,1,0,40.0,81.8,Sun,8,8,@,DAL,L 29-49,22,15,4,3,15,6,40.0,3,2,66.7,442,1,6,45,6,41,12,86,7,7,7,0,0,0,371,71,5.23,57,7.75,1,36:04,3:07,24,9,15,0,11,9,81.8,0,0,,4,2,2,1,1,2,0,0
138,CHI,2022-11-06,0,0,4,92,3,38,1,0,62.5,50.0,Sun,9,9,,MIA,L 32-35,23,15,7,1,16,10,62.5,2,1,50.0,379,0,4,92,3,38,7,130,4,5,5,1,0,0,368,70,5.26,53,7.15,0,34:46,2:59,21,3,15,3,10,5,50.0,2,0,0.0,4,3,3,1,1,1,1,0
139,CHI,2022-11-13,1,0,9,86,2,15,1,1,54.5,45.5,Sun,10,10,,DET,L 30-31,19,12,6,1,11,6,54.5,1,0,0.0,323,0,9,86,2,15,11,101,4,4,4,1,1,0,408,58,7.03,59,5.47,1,29:12,2:57,25,9,12,4,11,5,45.5,1,1,100.0,4,4,3,1,1,0,0,0
140,CHI,2022-11-20,1,2,7,56,2,13,1,2,56.3,22.2,Sun,11,11,@,ATL,L 24-27,20,12,7,1,16,9,56.3,0,0,,280,2,7,56,2,13,9,69,3,3,3,2,2,0,288,66,4.36,53,5.28,1,35:10,2:57,18,8,7,3,9,2,22.2,1,1,100.0,3,3,3,2,1,0,0,0
141,CHI,2022-11-27,1,0,1,10,1,5,1,1,30.8,58.3,Sun,12,12,@,NYJ,L 10-31,14,7,7,0,13,4,30.8,3,2,66.7,466,0,1,10,1,5,2,15,4,4,4,2,1,0,292,56,5.21,62,7.52,1,27:55,2:48,22,8,14,0,12,7,58.3,1,0,0.0,1,1,1,1,1,0,0,0
142,CHI,2022-12-04,3,0,5,63,2,20,2,2,54.5,46.2,Sun,13,13,,GNB,L 19-28,15,7,8,0,11,6,54.5,0,0,,357,0,5,63,2,20,7,83,3,2,2,2,2,0,409,50,8.18,63,5.67,3,27:32,2:55,21,8,11,2,13,6,46.2,2,1,50.0,2,2,1,3,2,0,0,0
143,CHI,2022-12-18,1,3,6,30,2,25,0,1,38.5,56.3,Sun,14,15,,PHI,L 20-25,15,7,8,0,13,5,38.5,1,0,0.0,421,3,6,30,2,25,8,55,3,2,2,2,1,0,248,58,4.28,71,5.93,1,30:07,3:10,20,8,11,1,16,9,56.3,2,1,50.0,3,3,2,0,0,0,0,0
144,CHI,2022-12-24,2,3,2,15,9,72,2,0,16.7,54.5,Sat,15,16,,BUF,L 13-35,11,4,6,1,12,2,16.7,4,1,25.0,426,3,2,15,9,72,11,87,5,4,3,1,0,0,209,59,3.54,58,7.34,2,31:12,3:02,20,11,9,0,11,6,54.5,1,1,100.0,1,1,1,2,2,0,0,0
145,CHI,2023-01-01,2,0,3,49,6,42,1,2,23.1,33.3,Sun,16,17,@,DET,L 10-41,9,5,2,2,13,3,23.1,1,0,0.0,504,0,3,49,6,42,9,91,5,5,5,2,2,0,230,50,4.60,70,7.20,2,24:17,2:54,26,11,14,1,12,4,33.3,1,0,0.0,1,1,1,1,1,0,0,0
146,CHI,2023-01-08,2,2,2,20,8,36,0,3,22.2,54.5,Sun,17,18,,MIN,L 13-29,13,4,9,0,9,2,22.2,3,0,0.0,482,2,2,20,8,36,10,56,3,3,2,3,3,0,259,50,5.18,71,6.79,2,23:24,2:56,28,12,15,1,11,6,54.5,0,0,,2,1,1,0,0,1,0,0
147,CHI,2023-09-10,2,0,7,61,9,90,2,1,23.1,56.3,Sun,1,1,,GNB,L 20-38,22,8,12,2,13,3,23.1,2,1,50.0,329,0,7,61,9,90,16,151,5,5,5,1,1,0,311,70,4.44,60,5.48,2,30:43,3:10,15,5,10,0,16,9,56.3,2,1,50.0,2,0,0,2,2,2,1,0
148,CHI,2023-09-17,2,0,5,28,7,54,1,2,46.2,53.3,Sun,2,2,@,TAM,L 17-27,14,5,9,0,13,6,46.2,0,0,,437,0,5,28,7,54,12,82,3,3,3,3,2,0,236,51,4.63,68,6.43,2,24:04,2:58,19,8,10,1,15,8,53.3,1,1,100.0,2,2,2,1,1,0,0,0
149,CHI,2023-09-24,2,2,6,32,3,15,1,2,33.3,71.4,Sun,3,3,@,KAN,L 10-41,11,6,5,0,12,4,33.3,2,1,50.0,456,2,6,32,3,15,9,47,5,5,5,2,2,0,203,51,3.98,75,6.08,2,23:47,2:55,31,12,16,3,14,10,71.4,0,0,,1,1,1,1,1,0,0,0
150,CHI,2023-10-01,2,0,10,91,7,39,0,1,50.0,54.5,Sun,4,4,,DEN,L 28-31,26,7,17,2,12,6,50.0,3,1,33.3,311,0,10,91,7,39,17,130,4,4,4,1,1,0,471,70,6.73,48,6.48,2,33:49,2:55,17,6,9,2,11,6,54.5,0,0,,4,4,4,0,0,0,0,0
