,,,Tot. Off.,Tot. Off.,Penalties,Penalties,Penalties,Penalties,,,,,,,,,,,First Downs,First Downs,First Downs,First Downs,Downs,Downs,Downs,Downs,Downs,Downs,Tot. Off.,Tot. Off.,Penalties,Penalties,Penalties,Penalties,Penalties,Penalties,,Kicking,Kicking,Kicking,Kicking,,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,First Downs,First Downs,First Downs,First Downs,Downs,Downs,Downs,Downs,Downs,Downs,,PAT,PAT,FG,FG,,,
Rk,Team,Date,TO,TO,Pen,Yds,OppPen,OppYds,FGM,Md,3D%,Opp3D%,Day,G#,Week,,Opp,Result,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,Tot,TO,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,TD,XPA,XPM,Att,Md,Sfty,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,1stDOpp,Rush,Pass,Pen,Opp3DAtt,Opp3DConv,Opp3D%,Opp4DAtt,Opp4DConv,Opp4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty
151,CHI,2023-10-05,0,2,3,35,1,5,4,2,46.7,50.0,Thu,5,5,@,WAS,W 40-20,18,9,9,0,15,7,46.7,1,1,100.0,388,2,3,35,1,5,4,40,2,0,0,3,2,0,451,64,7.05,66,5.88,0,30:04,3:04,23,1,21,1,12,6,50.0,1,0,0.0,4,4,4,4,4,0,0,0
152,CHI,2023-10-15,3,1,5,29,5,63,2,2,42.9,15.4,Sun,6,6,,MIN,L 13-19,18,9,8,1,14,6,42.9,1,0,0.0,220,1,5,29,5,63,10,92,2,2,1,3,2,0,275,65,4.23,55,4.00,3,35:11,2:55,12,3,8,1,13,2,15.4,2,1,50.0,1,1,1,2,2,0,0,0
153,CHI,2023-10-22,0,3,9,110,2,15,1,2,61.5,22.2,Sun,7,7,,LVR,W 30-12,23,13,10,0,13,8,61.5,1,0,0.0,235,3,9,110,2,15,11,125,1,0,0,3,2,0,323,69,4.68,60,3.92,0,34:06,2:58,20,1,16,3,9,2,22.2,2,2,100.0,4,4,3,1,1,0,0,0
154,CHI,2023-10-29,2,1,7,53,2,15,0,3,42.9,53.8,Sun,8,8,@,LAC,L 13-30,17,7,10,0,14,6,42.9,4,1,25.0,352,1,7,53,2,15,9,68,3,3,3,3,3,0,295,63,4.68,65,5.42,2,28:32,2:55,20,1,18,1,13,7,53.8,1,0,0.0,2,1,1,0,0,1,0,0
155,CHI,2023-11-05,5,0,8,71,1,5,1,1,50.0,50.0,Sun,9,9,@,NOR,L 17-24,20,7,13,0,12,6,50.0,1,1,100.0,301,0,8,71,1,5,9,76,3,3,3,2,1,0,368,64,5.75,62,4.85,5,30:40,3:01,18,6,11,1,14,7,50.0,1,0,0.0,2,2,2,2,1,0,0,0
156,CHI,2023-11-09,0,0,7,44,5,45,3,2,40.0,20.0,Thu,10,10,,CAR,W 16-13,21,10,10,1,15,6,40.0,1,1,100.0,213,0,7,44,5,45,12,89,1,1,1,3,2,0,295,70,4.21,57,3.74,0,33:31,2:53,12,4,6,2,15,3,20.0,3,3,100.0,1,1,1,3,3,0,0,0
157,CHI,2023-11-19,1,4,6,69,5,25,4,0,38.5,72.7,Sun,11,11,@,DET,L 26-31,25,11,10,4,13,5,38.5,2,2,100.0,338,4,6,69,5,25,11,94,4,3,3,0,0,1,334,71,4.70,59,5.73,1,40:24,3:03,23,8,14,1,11,8,72.7,0,0,,2,2,2,4,4,0,0,0
158,CHI,2023-11-27,2,4,7,76,4,24,4,1,44.4,22.2,Mon,12,12,@,MIN,W 12-10,18,6,12,0,18,8,44.4,1,1,100.0,242,4,7,76,4,24,11,100,1,1,1,1,1,0,317,68,4.66,51,4.75,2,35:50,2:51,15,3,8,4,9,2,22.2,2,0,0.0,0,0,0,5,4,0,0,0
159,CHI,2023-12-10,0,3,4,35,8,59,3,0,42.9,40.0,Sun,13,14,,DET,W 28-13,20,7,10,3,14,6,42.9,2,1,50.0,267,3,4,35,8,59,12,94,2,2,1,0,0,0,336,66,5.09,63,4.24,0,33:19,3:04,13,6,7,0,15,6,40.0,5,1,20.0,3,2,1,3,3,1,0,0
160,CHI,2023-12-17,3,3,4,19,9,48,1,2,22.2,25.0,Sun,14,15,@,CLE,L 17-20,12,5,6,1,18,4,22.2,2,0,0.0,377,3,4,19,9,48,13,67,2,2,2,2,2,0,236,70,3.37,67,5.63,3,29:00,3:21,14,1,13,0,16,4,25.0,1,1,100.0,2,2,2,1,1,0,0,0
161,CHI,2023-12-24,1,0,5,35,2,8,2,1,53.3,43.8,Sun,15,16,,ARI,W 27-16,22,13,8,1,15,8,53.3,0,0,,306,0,5,35,2,8,7,43,2,1,1,1,1,0,420,67,6.27,60,5.10,1,34:32,2:59,16,5,10,1,16,7,43.8,1,0,0.0,3,3,3,2,2,0,0,0
162,CHI,2023-12-31,0,4,5,55,1,15,3,1,37.5,30.8,Sun,16,17,,ATL,W 37-17,22,10,12,0,16,6,37.5,2,1,50.0,307,4,5,55,1,15,6,70,2,2,2,3,1,0,432,72,6.00,59,5.20,0,37:14,3:15,15,8,5,2,13,4,30.8,1,0,0.0,4,4,4,4,3,0,0,0
163,CHI,2024-01-07,0,1,1,10,1,5,3,1,27.3,70.0,Sun,17,18,@,GNB,L 9-17,13,4,8,1,11,3,27.3,1,1,100.0,432,1,1,10,1,5,2,15,2,2,2,2,1,0,192,46,4.17,60,7.20,0,28:36,2:35,24,10,14,0,10,7,70.0,0,0,,0,0,0,3,3,0,0,0
