,,,Tot. Off.,Tot. Off.,Penalties,Penalties,Penalties,Penalties,,,,,,,,,,,First Downs,First Downs,First Downs,First Downs,Downs,Downs,Downs,Downs,Downs,Downs,Tot. Off.,Tot. Off.,Penalties,Penalties,Penalties,Penalties,Penalties,Penalties,,Kicking,Kicking,Kicking,Kicking,,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,First Downs,First Downs,First Downs,First Downs,Downs,Downs,Downs,Downs,Downs,Downs,,PAT,PAT,FG,FG,,,
Rk,Team,Date,TO,TO,Pen,Yds,OppPen,OppYds,FGM,Md,3D%,Opp3D%,Day,G#,Week,,Opp,Result,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,Tot,TO,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,TD,XPA,XPM,Att,Md,Sfty,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,1stDOpp,Rush,Pass,Pen,Opp3DAtt,Opp3DConv,Opp3D%,Opp4DAtt,Opp4DConv,Opp4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty
65,BAL,2018-09-09,1,2,9,78,10,100,2,1,42.9,13.3,Sun,1,1,,BUF,W 47-3,26,11,13,2,14,6,42.9,0,0,,153,2,9,78,10,100,19,178,0,0,0,2,1,0,369,74,4.99,61,2.51,1,35:14,3:21,10,3,5,2,15,2,13.3,1,0,0.0,6,5,5,2,2,1,0,0
66,BAL,2018-09-13,3,0,7,51,9,92,1,2,43.8,38.5,Thu,2,2,@,CIN,L 23-34,28,5,20,3,16,7,43.8,4,2,50.0,373,0,7,51,9,92,16,143,4,4,4,2,2,0,425,81,5.25,70,5.33,3,28:10,3:26,24,6,14,4,13,5,38.5,0,0,,3,2,2,1,1,1,0,0
67,BAL,2018-09-23,0,1,7,52,13,120,2,0,50.0,42.9,Sun,3,3,,DEN,W 27-14,20,5,13,2,16,8,50.0,0,0,,293,1,7,52,13,120,20,172,2,2,2,0,0,0,342,70,4.89,61,4.80,0,30:14,3:10,18,8,8,2,14,6,42.9,1,0,0.0,3,3,3,3,2,0,0,0
68,BAL,2018-09-30,1,2,7,50,5,40,4,2,47.1,16.7,Sun,4,4,@,PIT,W 26-14,24,6,17,1,17,8,47.1,1,1,100.0,284,2,7,50,5,40,12,90,1,0,0,2,2,0,451,74,6.09,59,4.81,1,35:03,3:08,14,1,12,1,12,2,16.7,1,0,0.0,2,2,2,4,4,0,0,0
69,BAL,2018-10-07,2,1,4,41,10,66,3,2,25.0,31.6,Sun,5,5,@,CLE,L 9-12 (OT),25,10,14,1,16,4,25.0,1,1,100.0,416,1,4,41,10,66,14,107,1,1,0,3,2,0,410,84,4.88,76,5.47,2,33:42,3:36,20,6,13,1,19,6,31.6,1,0,0.0,0,0,0,4,3,0,0,0
70,BAL,2018-10-14,1,0,10,70,4,35,0,0,70.6,10.0,Sun,6,6,@,TEN,W 21-0,23,9,13,1,17,12,70.6,1,1,100.0,106,0,10,70,4,35,14,105,0,0,0,0,0,0,361,72,5.01,40,2.65,1,37:34,2:52,7,1,5,1,10,1,10.0,0,0,,3,3,3,0,0,0,0,0
71,BAL,2018-10-21,0,1,5,54,6,52,1,1,41.7,42.9,Sun,7,7,,NOR,L 23-24,25,6,15,4,12,5,41.7,2,1,50.0,339,1,5,54,6,52,11,106,3,3,3,1,1,0,351,64,5.48,70,4.84,0,26:29,3:03,26,12,12,2,14,6,42.9,5,4,80.0,3,3,2,1,1,0,0,0
72,BAL,2018-10-28,3,0,9,68,4,30,0,3,50.0,50.0,Sun,8,8,@,CAR,L 21-36,20,8,11,1,12,6,50.0,2,1,50.0,386,0,9,68,4,30,13,98,4,3,3,3,3,0,325,64,5.08,63,6.13,3,25:59,3:05,22,7,14,1,12,6,50.0,1,1,100.0,3,3,3,0,0,0,0,0
73,BAL,2018-11-04,0,0,5,25,8,103,3,1,33.3,62.5,Sun,9,9,,PIT,L 16-23,18,5,10,3,12,4,33.3,1,0,0.0,395,0,5,25,8,103,13,128,3,3,2,1,1,0,265,56,4.73,76,5.20,0,23:31,3:05,27,8,18,1,16,10,62.5,1,1,100.0,1,1,1,3,3,0,0,0
74,BAL,2018-11-18,1,0,5,31,7,58,3,0,50.0,42.9,Sun,10,11,,CIN,W 24-21,23,15,7,1,16,8,50.0,1,0,0.0,255,0,5,31,7,58,12,89,3,3,3,1,0,0,403,75,5.37,54,4.72,1,38:09,3:05,15,4,10,1,14,6,42.9,1,0,0.0,2,1,1,3,3,1,1,0
75,BAL,2018-11-25,2,1,6,45,4,24,2,1,61.5,23.1,Sun,11,12,,OAK,W 34-17,23,13,9,1,13,8,61.5,0,0,,249,1,6,45,4,24,10,69,2,2,2,1,1,0,416,69,6.03,56,4.45,2,34:12,3:02,13,4,9,0,13,3,23.1,2,1,50.0,4,4,4,2,2,0,0,0
76,BAL,2018-12-02,1,1,9,88,8,82,4,1,46.7,22.2,Sun,12,13,@,ATL,W 26-16,25,12,9,4,15,7,46.7,2,2,100.0,131,1,9,88,8,82,17,170,2,1,1,1,1,0,366,77,4.75,45,2.91,1,39:39,3:09,16,5,6,5,9,2,22.2,1,0,0.0,2,2,2,4,4,0,0,0
77,BAL,2018-12-09,1,1,11,112,7,53,1,2,41.7,37.5,Sun,13,14,@,KAN,L 24-27 (OT),24,10,12,2,12,5,41.7,3,1,33.3,442,1,11,112,7,53,18,165,3,3,3,4,2,0,321,68,4.72,83,5.33,1,31:27,3:28,30,8,18,4,16,6,37.5,3,3,100.0,3,3,3,1,1,0,0,0
78,BAL,2018-12-16,2,1,8,70,6,58,2,2,56.3,30.0,Sun,14,15,,TAM,W 20-12,24,16,7,1,16,9,56.3,1,1,100.0,241,1,8,70,6,58,14,128,1,0,0,2,2,0,370,74,5.00,47,5.13,2,37:10,2:50,12,6,4,2,10,3,30.0,1,0,0.0,2,2,2,2,2,0,0,0
79,BAL,2018-12-22,1,3,4,40,8,69,3,1,28.6,30.8,Sat,15,16,@,LAC,W 22-10,15,6,8,1,14,4,28.6,2,1,50.0,198,3,4,40,8,69,12,109,1,1,1,1,1,0,361,60,6.02,57,3.47,1,31:25,2:56,14,2,10,2,13,4,30.8,0,0,,2,1,1,5,3,1,0,0
80,BAL,2018-12-30,1,3,10,65,4,35,4,1,23.1,36.4,Sun,16,17,,CLE,W 26-24,24,16,6,2,13,3,23.1,1,1,100.0,426,3,10,65,4,35,14,100,3,3,3,2,1,0,463,73,6.34,56,7.61,1,38:30,3:15,18,1,16,1,11,4,36.4,1,0,0.0,2,2,2,4,4,0,0,0
81,BAL,2019-09-08,0,3,4,40,9,64,1,1,63.6,30.0,Sun,1,1,@,MIA,W 59-10,31,10,17,4,11,7,63.6,2,2,100.0,200,3,4,40,9,64,13,104,1,1,1,1,1,0,643,73,8.81,47,4.26,0,40:07,2:58,12,1,10,1,10,3,30.0,0,0,,8,8,8,1,1,0,0,0
82,BAL,2019-09-15,0,0,10,62,8,70,3,3,50.0,18.2,Sun,2,2,,ARI,W 23-17,26,9,16,1,14,7,50.0,1,0,0.0,349,0,10,62,8,70,18,132,1,0,0,3,3,0,440,72,6.11,54,6.46,0,37:38,3:09,15,2,12,1,11,2,18.2,1,1,100.0,2,2,2,3,3,0,0,0
83,BAL,2019-09-22,0,0,7,60,4,31,1,2,38.5,55.6,Sun,3,3,@,KAN,L 28-33,29,15,14,0,13,5,38.5,4,3,75.0,503,0,7,60,4,31,11,91,4,4,3,2,2,0,452,78,5.79,63,7.98,0,32:44,3:12,27,9,14,4,9,5,55.6,1,0,0.0,4,1,1,1,1,3,0,0
84,BAL,2019-09-29,3,1,3,15,6,41,1,2,40.0,46.2,Sun,4,4,,CLE,L 25-40,24,11,12,1,10,4,40.0,2,1,50.0,530,1,3,15,6,41,9,56,5,4,4,2,2,0,395,67,5.90,61,8.69,3,29:43,3:08,22,8,12,2,13,6,46.2,1,1,100.0,3,2,2,1,1,1,1,0
85,BAL,2019-10-06,3,2,11,92,11,76,4,3,40.0,33.3,Sun,5,5,@,PIT,W 26-23 (OT),22,11,8,3,15,6,40.0,1,1,100.0,269,2,11,92,11,76,22,168,2,2,2,3,3,0,277,73,3.79,51,5.27,3,39:00,3:23,18,3,9,6,9,3,33.3,0,0,,2,2,2,4,4,0,0,0
86,BAL,2019-10-13,1,1,10,81,4,20,3,1,60.0,45.5,Sun,6,6,,CIN,W 23-17,26,15,11,0,15,9,60.0,0,0,,250,1,10,81,4,20,14,101,2,2,2,1,1,0,497,77,6.45,55,4.55,1,39:42,3:12,18,2,14,2,11,5,45.5,0,0,,2,2,2,3,3,0,0,0
87,BAL,2019-10-20,0,2,8,75,2,18,3,3,38.5,58.8,Sun,7,7,@,SEA,W 30-16,14,9,5,0,13,5,38.5,1,1,100.0,347,2,8,75,2,18,10,93,1,1,1,4,3,0,340,56,6.07,68,5.10,0,29:54,3:05,20,8,10,2,17,10,58.8,0,0,,3,3,3,3,3,0,0,0
88,BAL,2019-11-03,2,2,4,34,7,48,1,2,50.0,38.5,Sun,8,9,,NWE,W 37-20,26,11,11,4,10,5,50.0,1,1,100.0,342,2,4,34,7,48,11,82,2,2,2,2,2,0,372,65,5.72,65,5.26,2,37:01,2:59,22,4,17,1,13,5,38.5,0,0,,5,5,4,1,1,0,0,0
89,BAL,2019-11-10,1,3,5,35,1,5,0,2,66.7,46.7,Sun,9,10,@,CIN,W 49-13,20,7,13,0,6,4,66.7,1,1,100.0,307,3,5,35,1,5,6,40,1,1,1,2,2,0,379,46,8.24,72,4.26,1,23:49,2:50,21,11,9,1,15,7,46.7,4,1,25.0,7,7,7,0,0,0,0,0
90,BAL,2019-11-17,0,2,8,65,5,60,2,0,55.6,20.0,Sun,10,11,,HOU,W 41-7,25,12,11,2,9,5,55.6,1,0,0.0,232,2,8,65,5,60,13,125,1,1,1,1,0,0,491,64,7.67,57,4.07,0,36:19,2:56,16,3,10,3,10,2,20.0,4,1,25.0,5,5,5,3,2,0,0,0
91,BAL,2019-11-25,0,2,8,66,8,56,1,2,60.0,22.2,Mon,11,12,@,LAR,W 45-6,31,17,13,1,15,9,60.0,3,3,100.0,221,2,8,66,8,56,16,122,0,0,0,2,2,0,480,74,6.49,48,4.60,0,39:56,2:54,14,2,8,4,9,2,22.2,1,1,100.0,6,6,6,1,1,0,0,0
92,BAL,2019-12-01,1,1,3,23,6,54,2,1,30.0,33.3,Sun,12,13,,SFO,W 20-17,21,14,5,2,10,3,30.0,3,2,66.7,331,1,3,23,6,54,9,77,2,2,2,2,1,0,283,62,4.56,52,6.37,1,32:26,2:56,15,7,7,1,12,4,33.3,2,1,50.0,2,2,2,2,2,0,0,0
93,BAL,2019-12-08,1,1,9,99,5,49,1,3,27.3,23.5,Sun,13,14,@,BUF,W 24-17,18,6,8,4,11,3,27.3,0,0,,209,1,9,99,5,49,14,148,1,0,0,3,3,0,257,59,4.36,68,3.07,1,32:49,3:11,16,4,7,5,17,4,23.5,1,0,0.0,3,3,3,1,1,0,0,0
94,BAL,2019-12-12,0,2,6,35,8,94,0,0,25.0,42.9,Thu,14,15,,NYJ,W 42-21,23,10,11,2,8,2,25.0,1,1,100.0,310,2,6,35,8,94,14,129,2,2,1,1,0,0,430,59,7.29,57,5.44,0,31:38,3:00,13,4,9,0,14,6,42.9,2,0,0.0,6,5,4,0,0,1,1,0
95,BAL,2019-12-22,1,1,7,50,7,62,1,1,63.6,25.0,Sun,15,16,@,CLE,W 31-15,31,16,13,2,11,7,63.6,1,0,0.0,241,1,7,50,7,62,14,112,2,1,0,1,1,0,481,71,6.77,53,4.55,1,34:19,3:05,17,2,10,5,12,3,25.0,0,0,,4,4,4,1,1,0,0,0
96,BAL,2019-12-29,2,2,6,35,6,47,4,1,43.8,41.7,Sun,16,17,,PIT,W 28-10,19,15,3,1,16,7,43.8,2,1,50.0,168,2,6,35,6,47,12,82,1,1,1,1,1,0,304,68,4.47,50,3.36,2,39:27,3:02,10,4,5,1,12,5,41.7,1,0,0.0,2,2,2,4,4,0,0,1
97,BAL,2020-09-13,1,3,7,66,8,80,1,0,54.5,25.0,Sun,1,1,,CLE,W 38-6,23,7,16,0,11,6,54.5,0,0,,306,3,7,66,8,80,15,146,1,1,0,1,0,0,381,58,6.57,68,4.50,1,29:58,3:01,20,6,10,4,12,3,25.0,3,0,0.0,5,5,5,1,1,0,0,0
98,BAL,2020-09-20,0,2,3,21,4,22,4,3,35.7,33.3,Sun,2,2,@,HOU,W 33-16,23,11,11,1,14,5,35.7,2,2,100.0,304,2,3,21,4,22,7,43,1,1,1,3,3,0,407,65,6.26,57,5.33,0,34:51,2:55,18,2,15,1,9,3,33.3,1,0,0.0,3,3,3,4,4,0,0,0
99,BAL,2020-09-28,1,1,6,45,6,38,2,0,33.3,76.9,Mon,3,3,,KAN,L 20-34,16,8,5,3,9,3,33.3,1,0,0.0,517,1,6,45,6,38,12,83,5,5,4,1,0,0,228,53,4.30,73,7.08,1,26:04,2:58,29,5,22,2,13,10,76.9,2,0,0.0,2,2,2,2,2,0,0,0
100,BAL,2020-10-04,2,1,5,30,2,20,1,1,45.5,30.8,Sun,4,4,@,WAS,W 31-17,18,7,10,1,11,5,45.5,2,2,100.0,343,1,5,30,2,20,7,50,2,2,2,2,1,0,350,56,6.25,70,4.90,2,29:22,2:50,24,6,17,1,13,4,30.8,3,2,66.7,4,4,4,1,1,0,0,0
101,BAL,2020-10-11,1,3,4,25,5,40,2,1,46.7,18.8,Sun,5,5,,CIN,W 27-3,17,6,10,1,15,7,46.7,1,0,0.0,205,3,4,25,5,40,9,65,0,0,0,1,1,0,332,62,5.35,65,3.15,1,25:21,2:57,12,3,9,0,16,3,18.8,3,2,66.7,3,3,3,3,2,0,0,0
102,BAL,2020-10-18,0,1,12,132,3,20,3,0,37.5,25.0,Sun,6,6,@,PHI,W 30-28,17,7,10,0,16,6,37.5,0,0,,364,1,12,132,3,20,15,152,4,0,0,1,0,0,355,67,5.30,64,5.69,0,36:30,3:31,19,6,10,3,12,3,25.0,3,1,33.3,3,3,3,3,3,0,0,0
103,BAL,2020-11-01,4,1,9,110,3,30,1,0,53.3,33.3,Sun,7,8,,PIT,L 24-28,25,13,11,1,15,8,53.3,2,1,50.0,221,1,9,110,3,30,12,140,4,4,4,0,0,0,457,79,5.78,50,4.42,4,35:22,3:19,19,3,11,5,9,3,33.3,0,0,,3,3,3,1,1,0,0,0
104,BAL,2020-11-08,1,2,5,55,4,30,1,1,38.5,16.7,Sun,8,9,@,IND,W 24-10,19,9,9,1,13,5,38.5,1,1,100.0,339,2,5,55,4,30,9,85,1,1,1,1,1,0,266,63,4.22,65,5.22,1,33:26,3:03,20,7,11,2,12,2,16.7,4,2,50.0,3,3,3,1,1,0,0,0
105,BAL,2020-11-15,1,0,8,64,3,18,1,1,46.2,45.5,Sun,9,10,@,NWE,L 17-23,19,7,11,1,13,6,46.2,3,1,33.3,308,0,8,64,3,18,11,82,3,3,2,1,1,0,357,64,5.58,58,5.31,1,32:34,2:53,25,11,10,4,11,5,45.5,1,1,100.0,2,2,2,1,1,0,0,0
106,BAL,2020-11-22,1,1,6,81,4,44,3,3,60.0,41.7,Sun,10,11,,TEN,L 24-30 (OT),21,9,9,3,15,9,60.0,0,0,,423,1,6,81,4,44,10,125,3,1,1,3,3,0,306,63,4.86,68,6.22,1,31:06,3:13,26,8,16,2,12,5,41.7,1,1,100.0,2,1,1,3,3,1,1,0
107,BAL,2020-12-02,2,2,7,86,5,40,0,2,23.1,42.9,Wed,11,12,@,PIT,L 14-19,10,8,1,1,13,3,23.1,1,1,100.0,334,2,7,86,5,40,12,126,2,2,1,2,2,0,219,49,4.47,71,4.70,2,26:21,3:05,22,5,16,1,14,6,42.9,2,0,0.0,2,2,2,0,0,0,0,0
108,BAL,2020-12-08,1,1,4,23,7,58,2,1,45.5,40.0,Tue,12,13,,DAL,W 34-17,19,16,2,1,11,5,45.5,1,1,100.0,388,1,4,23,7,58,11,81,2,2,2,4,1,0,401,54,7.43,77,5.04,1,27:34,2:58,29,8,20,1,15,6,40.0,4,3,75.0,4,4,4,3,2,0,0,0
109,BAL,2020-12-14,0,1,8,69,8,75,1,0,54.5,41.7,Mon,13,14,@,CLE,W 47-42,25,13,9,3,11,6,54.5,1,1,100.0,493,1,8,69,8,75,16,144,6,5,4,1,0,0,385,57,6.75,76,6.49,0,28:03,3:27,33,10,18,5,12,5,41.7,2,2,100.0,6,5,4,1,1,1,1,1
110,BAL,2020-12-20,1,1,4,40,7,67,1,0,66.7,41.7,Sun,14,15,,JAX,W 40-14,26,11,13,2,12,8,66.7,2,1,50.0,267,1,4,40,7,67,11,107,2,2,2,0,0,0,409,64,6.39,56,4.77,1,31:48,2:57,17,5,11,1,12,5,41.7,3,1,33.3,5,5,5,2,1,0,0,1
111,BAL,2020-12-27,1,0,10,65,5,35,2,2,72.7,10.0,Sun,15,16,,NYG,W 27-13,25,15,10,0,11,8,72.7,0,0,,269,0,10,65,5,35,15,100,1,1,1,2,2,0,432,66,6.55,59,4.56,1,35:09,3:04,24,4,16,4,10,1,10.0,3,1,33.3,3,3,3,2,2,0,0,0
112,BAL,2021-01-03,1,2,6,49,3,29,1,1,64.7,11.1,Sun,16,17,@,CIN,W 38-3,24,19,5,0,17,11,64.7,2,1,50.0,195,2,6,49,3,29,9,78,0,0,0,1,1,0,525,73,7.19,40,4.88,1,40:31,2:55,10,7,1,2,9,1,11.1,0,0,,5,5,5,1,1,0,0,0
113,BAL,2021-09-13,2,1,5,71,10,62,2,2,25.0,46.7,Mon,1,1,@,LVR,L 27-33 (OT),20,8,11,1,12,3,25.0,2,1,50.0,491,1,5,71,10,62,15,133,4,3,3,2,2,0,406,67,6.06,80,6.14,2,32:14,3:40,26,6,17,3,15,7,46.7,1,0,0.0,3,3,3,2,2,0,0,0
114,BAL,2021-09-19,2,2,8,55,5,46,1,0,54.5,16.7,Sun,2,2,,KAN,W 36-35,31,18,11,2,11,6,54.5,1,1,100.0,405,2,8,55,5,46,13,101,5,5,5,0,0,0,481,68,7.07,49,8.27,2,35:59,3:02,22,2,18,2,6,1,16.7,0,0,,5,3,3,1,1,2,0,0
115,BAL,2021-09-26,1,0,6,69,7,35,4,1,10.0,30.0,Sun,3,3,@,DET,W 19-17,15,5,10,0,10,1,10.0,1,1,100.0,285,0,6,69,7,35,13,104,2,2,2,1,1,0,387,57,6.79,60,4.75,1,27:27,3:07,22,7,13,2,10,3,30.0,0,0,,1,1,1,5,4,0,0,0
116,BAL,2021-10-03,0,1,6,55,4,25,3,0,41.2,21.4,Sun,4,4,@,DEN,W 23-7,20,6,14,0,17,7,41.2,0,0,,254,1,6,55,4,25,10,80,1,1,1,0,0,0,406,70,5.80,59,4.31,0,33:07,3:01,15,5,9,1,14,3,21.4,0,0,,2,2,2,3,3,0,0,0
117,BAL,2021-10-11,1,1,8,74,5,45,1,2,37.5,50.0,Mon,5,5,,IND,W 31-25 (OT),30,7,22,1,8,3,37.5,0,0,,513,1,8,74,5,45,13,119,3,2,1,4,2,0,523,70,7.47,63,8.14,1,33:51,3:15,29,10,16,3,10,5,50.0,1,1,100.0,4,0,0,1,1,3,2,0
118,BAL,2021-10-17,2,1,2,15,4,35,2,0,54.5,25.0,Sun,6,6,,LAC,W 34-6,27,14,12,1,11,6,54.5,0,0,,208,1,2,15,4,35,6,50,1,1,0,0,0,0,327,68,4.81,53,3.92,2,38:07,2:54,14,3,11,0,12,3,25.0,4,1,25.0,4,4,4,2,2,0,0,0
119,BAL,2021-10-24,0,1,5,46,1,5,1,2,31.3,30.8,Sun,7,7,,CIN,L 17-41,20,8,12,0,16,5,31.3,4,1,25.0,520,1,5,46,1,5,6,51,5,5,5,2,2,0,393,71,5.54,63,8.25,0,31:49,3:15,19,3,15,1,13,4,30.8,2,1,50.0,2,2,2,1,1,0,0,0
120,BAL,2021-11-07,2,0,8,61,8,107,2,1,40.0,35.7,Sun,8,9,,MIN,W 34-31 (OT),36,17,15,4,15,6,40.0,3,3,100.0,318,0,8,61,8,107,16,168,4,4,4,1,1,0,500,89,5.62,52,6.12,2,46:04,3:32,13,6,6,1,14,5,35.7,2,2,100.0,4,4,4,2,2,0,0,0
121,BAL,2021-11-11,2,0,4,20,11,97,1,3,14.3,23.1,Thu,9,10,@,MIA,L 10-22,23,7,12,4,14,2,14.3,0,0,,350,0,4,20,11,97,15,117,2,1,1,3,3,0,304,70,4.34,62,5.65,2,31:48,3:24,17,4,12,1,13,3,23.1,0,0,,1,1,1,2,1,0,0,0
122,BAL,2021-11-21,1,1,6,36,6,58,3,0,43.8,18.2,Sun,10,11,@,CHI,W 16-13,23,9,12,2,16,7,43.8,1,1,100.0,353,1,6,36,6,58,12,94,2,1,1,1,0,0,299,76,3.93,57,6.19,1,38:50,3:11,14,3,10,1,11,2,18.2,3,2,66.7,1,1,1,3,3,0,0,0
123,BAL,2021-11-28,4,2,5,54,5,45,3,1,46.7,30.8,Sun,11,12,,CLE,W 16-10,22,12,6,4,15,7,46.7,1,1,100.0,262,2,5,54,5,45,10,99,1,1,1,2,1,0,303,77,3.94,57,4.60,4,37:04,3:14,14,2,10,2,13,4,30.8,1,0,0.0,1,1,1,3,3,0,0,0
124,BAL,2021-12-05,1,0,10,55,5,81,2,2,50.0,41.7,Sun,12,13,@,PIT,L 19-20,22,7,12,3,16,8,50.0,0,0,,321,0,10,55,5,81,15,136,2,1,0,2,2,0,326,69,4.72,57,5.63,1,36:30,3:10,17,4,11,2,12,5,41.7,0,0,,2,1,1,2,2,1,0,0
125,BAL,2021-12-12,2,1,10,129,4,42,3,1,8.3,46.2,Sun,13,14,@,CLE,L 22-24,21,5,15,1,12,1,8.3,4,3,75.0,290,1,10,129,4,42,14,171,3,3,3,2,1,0,389,69,5.64,61,4.75,2,26:10,3:09,20,7,10,3,13,6,46.2,0,0,,2,1,1,3,3,1,0,0
126,BAL,2021-12-19,0,0,8,56,8,76,1,1,53.8,55.6,Sun,14,15,,GNB,L 30-31,24,10,12,2,13,7,53.8,4,2,50.0,346,0,8,56,8,76,16,132,4,4,4,1,1,0,354,67,5.28,59,5.86,0,28:50,3:06,26,4,20,2,9,5,55.6,0,0,,4,3,3,1,1,1,0,0
127,BAL,2021-12-26,1,0,6,27,5,45,0,2,54.5,50.0,Sun,15,16,@,CIN,L 21-41,21,2,19,0,11,6,54.5,1,0,0.0,575,0,6,27,5,45,11,72,5,5,5,3,2,0,334,57,5.86,70,8.21,1,22:57,3:02,33,4,26,3,10,5,50.0,2,2,100.0,3,3,3,0,0,0,0,0
128,BAL,2022-01-02,2,3,4,24,4,35,4,0,28.6,33.3,Sun,16,17,,LAR,L 19-20,19,10,9,0,14,4,28.6,3,3,100.0,373,3,4,24,4,35,8,59,3,2,2,1,0,0,327,69,4.74,56,6.66,2,33:39,2:53,20,6,14,0,9,3,33.3,1,1,100.0,1,1,1,4,4,0,0,0
129,BAL,2022-01-09,3,1,1,5,6,43,2,3,21.4,35.3,Sun,17,18,,PIT,L 13-16 (OT),20,14,5,1,14,3,21.4,2,1,50.0,314,1,1,5,6,43,7,48,1,1,1,3,3,0,381,71,5.37,75,4.19,3,31:16,3:30,19,5,14,0,17,6,35.3,1,1,100.0,1,1,1,2,2,0,0,0
130,BAL,2022-09-11,1,2,5,29,6,81,1,1,38.5,14.3,Sun,1,1,@,NYJ,W 24-9,13,4,8,1,13,5,38.5,0,0,,380,2,5,29,6,81,11,110,1,1,0,2,1,0,274,53,5.17,79,4.81,1,27:30,3:03,24,3,18,3,14,2,14.3,4,3,75.0,3,3,3,1,1,0,0,0
131,BAL,2022-09-18,0,2,1,5,8,51,1,0,30.0,63.6,Sun,2,2,,MIA,L 38-42,23,6,13,4,10,3,30.0,3,1,33.3,547,2,1,5,8,51,9,56,6,6,6,0,0,0,473,54,8.76,69,7.93,0,25:13,3:20,27,5,22,0,11,7,63.6,2,2,100.0,5,5,5,1,1,0,0,0
132,BAL,2022-09-25,2,4,2,10,3,16,1,2,45.5,22.2,Sun,3,3,@,NWE,W 37-26,19,8,11,0,11,5,45.5,0,0,,447,4,2,10,3,16,5,26,3,2,2,2,2,0,394,59,6.68,63,7.10,2,30:36,3:04,22,10,12,0,9,2,22.2,2,1,50.0,5,5,4,1,1,0,0,0
133,BAL,2022-10-02,2,2,9,70,4,31,2,3,46.2,36.4,Sun,4,4,,BUF,L 20-23,22,13,7,2,13,6,46.2,2,1,50.0,326,2,9,70,4,31,13,101,2,2,2,3,3,0,296,64,4.63,62,5.26,2,38:10,3:02,22,7,14,1,11,4,36.4,1,1,100.0,2,2,2,2,2,0,0,0
134,BAL,2022-10-09,1,1,6,48,4,20,4,1,45.5,40.0,Sun,5,5,,CIN,W 19-17,22,13,7,2,11,5,45.5,1,0,0.0,291,1,6,48,4,20,10,68,2,2,2,1,1,0,325,61,5.33,59,4.93,1,29:59,2:57,20,7,10,3,10,4,40.0,1,0,0.0,1,1,1,4,4,0,0,0
135,BAL,2022-10-16,2,1,10,74,3,25,2,1,40.0,50.0,Sun,6,6,@,NYG,L 20-24,23,10,13,0,10,4,40.0,0,0,,238,1,10,74,3,25,13,99,3,3,3,1,1,0,406,58,7.00,62,3.84,2,28:08,3:02,18,5,11,2,14,7,50.0,0,0,,2,2,2,3,2,0,0,0
136,BAL,2022-10-23,1,2,3,53,6,45,3,2,46.7,18.2,Sun,7,7,,CLE,W 23-20,17,11,5,1,15,7,46.7,2,2,100.0,336,2,3,53,6,45,9,98,2,2,2,3,2,0,254,63,4.03,56,6.00,1,34:04,2:55,18,8,8,2,11,2,18.2,1,1,100.0,2,2,2,3,3,0,0,0
137,BAL,2022-10-27,0,1,7,101,4,35,2,3,46.2,30.8,Thu,8,8,@,TAM,W 27-22,27,11,15,1,13,6,46.2,1,0,0.0,349,1,7,101,4,35,11,136,2,1,1,3,3,0,453,74,6.12,62,5.63,0,38:23,3:08,20,4,13,3,13,4,30.8,1,1,100.0,3,3,3,3,2,0,0,0
138,BAL,2022-11-07,0,1,5,31,5,40,2,2,60.0,27.3,Mon,9,9,@,NOR,W 27-13,23,14,7,2,15,9,60.0,0,0,,243,1,5,31,5,40,10,71,1,1,1,2,2,0,319,65,4.91,49,4.96,0,37:47,2:52,13,2,10,1,11,3,27.3,1,1,100.0,3,3,3,2,2,0,0,0
139,BAL,2022-11-20,1,3,10,93,9,66,2,1,40.0,25.0,Sun,10,11,,CAR,W 13-3,19,10,9,0,15,6,40.0,0,0,,205,3,10,93,9,66,19,159,0,0,0,1,1,0,308,66,4.67,54,3.80,1,33:14,3:12,13,4,7,2,12,3,25.0,1,0,0.0,1,1,1,2,2,0,0,0
140,BAL,2022-11-27,2,1,3,20,4,19,4,2,57.1,30.8,Sun,11,12,@,JAX,L 27-28,24,13,10,1,14,8,57.1,1,0,0.0,332,1,3,20,4,19,7,39,3,2,2,2,2,0,415,68,6.10,61,5.44,2,32:39,3:15,18,1,16,1,13,4,30.8,3,2,66.7,2,1,1,5,4,1,1,0
141,BAL,2022-12-04,2,0,3,15,4,48,1,3,23.1,16.7,Sun,12,13,,DEN,W 10-9,20,9,8,3,13,3,23.1,3,3,100.0,272,0,3,15,4,48,7,63,0,0,0,4,3,0,285,69,4.13,52,5.23,2,32:29,2:56,12,4,7,1,12,2,16.7,0,0,,1,1,1,1,1,0,0,0
142,BAL,2022-12-11,0,3,5,46,2,15,3,0,30.8,50.0,Sun,13,14,@,PIT,W 16-14,18,12,5,1,13,4,30.8,2,1,50.0,329,3,5,46,2,15,7,61,2,2,2,1,0,0,309,61,5.07,53,6.21,0,32:59,2:46,23,3,16,4,8,4,50.0,0,0,,1,1,1,3,3,0,0,0
