Game Order,Team,Date,Turnovers,Opponent Turnovers,Penalties,Penalty Yards,Opponent Penalties,Opponent Penalty Yards,Field Goals Made,Opponent Field Goals Made,3rd Down %,Oppoenent 3rd Down %,Day of Week,Game Number,Week,Home/Away,Opponent,Result,1st Downs,1st Downs by Rush,1st Downs by Pass,1st Downs by Pen,3rd Down Attempts,3rd Down Conversions,3rd Down Conversion %,4th Down Attempts,4th Down Conversions,4th Down Conversion %,Opponent Total Yards,Opponent Turnovers,Penalties,Penalty Yards,Opponent Penalties,Opponent Penalty Yards,Combined Penalties,Combined Penalty Yards,Opponent TD,Opponent XPA,Opponent XPM,Opponent Field Goals Attempted,Opponent Field Goals Made,Opponent Safeties,Total Yards,Offensive Plays,Yards per Play,Defensive Plays,Defensive Yards per Play,Turnovers,Time of Possession,Time,Opponent 1st Downs,Opponent 1st Downs by Rush,Opponent 1st Downs by Pass,Opponent 1st Downs by Penalty,Opponent 3rd Down Attempts,Opponent 3rd Down Conversions,Opponent 3rd Down Conversion %,Opponent 4th Down Attempts,Opponent 4th Down Conversions,Opponent 4th Down Conversion %,Total TD,XPA,XPM,Field Goals Attempted,Field Goals Made,2PA,2PM,Safeties
65,LAR,2018-09-10,0,3,8,70,11,155,4,2,36.4,45.5,Mon,1,1,@,OAK,W 33-13,23,8,13,2,11,4,36.4,0,0,,395,3,8,70,11,155,19,225,1,1,1,2,2,0,365,60,6.08,64,6.17,0,28:29,3:10,20,7,11,2,11,5,45.5,0,0,,3,3,3,5,4,0,0,0
66,LAR,2018-09-16,1,1,5,49,9,47,1,0,53.3,25.0,Sun,2,2,,ARI,W 34-0,24,8,14,2,15,8,53.3,3,1,33.3,137,1,5,49,9,47,14,96,0,0,0,0,0,0,432,67,6.45,43,3.19,1,34:08,2:45,5,1,4,0,12,3,25.0,1,1,100.0,4,1,1,1,1,3,3,0
67,LAR,2018-09-23,2,2,6,64,4,30,0,1,72.7,53.8,Sun,3,3,,LAC,W 35-23,33,12,18,3,11,8,72.7,0,0,,356,2,6,64,4,30,10,94,3,3,2,1,1,0,521,72,7.24,52,6.85,2,34:16,2:57,16,7,9,0,13,7,53.8,2,1,50.0,5,5,5,1,0,0,0,0
68,LAR,2018-09-27,0,1,2,15,4,35,1,3,16.7,50.0,Thu,4,4,,MIN,W 38-31,25,4,19,2,6,1,16.7,1,0,0.0,446,1,2,15,4,35,6,50,3,2,2,3,3,0,556,55,10.11,71,6.28,0,27:46,3:07,25,3,22,0,16,8,50.0,2,2,100.0,5,5,5,2,1,0,0,0
69,LAR,2018-10-07,2,0,7,45,7,50,2,1,33.3,58.3,Sun,5,5,@,SEA,W 33-31,30,9,17,4,9,3,33.3,1,1,100.0,373,0,7,45,7,50,14,95,4,4,4,1,1,0,468,63,7.43,55,6.78,2,29:30,3:12,20,8,9,3,12,7,58.3,0,0,,4,4,3,2,2,0,0,0
70,LAR,2018-10-14,1,1,10,81,6,61,3,2,47.1,30.0,Sun,6,6,@,DEN,W 23-20,24,13,9,2,17,8,47.1,1,1,100.0,357,1,10,81,6,61,16,142,2,2,2,2,2,0,444,72,6.17,60,5.95,1,35:10,3:16,23,3,14,6,10,3,30.0,1,0,0.0,2,2,2,4,3,0,0,0
71,LAR,2018-10-21,0,4,1,10,2,10,3,1,41.7,27.3,Sun,7,7,@,SFO,W 39-10,20,10,10,0,12,5,41.7,0,0,,228,4,1,10,2,10,3,20,1,1,1,1,1,0,339,61,5.56,58,3.93,0,32:51,3:01,16,8,8,0,11,3,27.3,1,0,0.0,4,4,4,3,3,0,0,1
72,LAR,2018-10-28,0,1,2,15,2,10,2,2,44.4,22.2,Sun,8,8,,GNB,W 29-27,23,4,18,1,18,8,44.4,1,1,100.0,359,1,2,15,2,10,4,25,3,3,3,2,2,0,416,75,5.55,52,6.90,0,34:10,3:19,16,5,11,0,9,2,22.2,0,0,,3,1,1,2,2,2,1,1
73,LAR,2018-11-04,1,1,4,32,2,20,2,1,37.5,58.3,Sun,9,9,@,NOR,L 35-45,23,5,17,1,8,3,37.5,2,0,0.0,487,1,4,32,2,20,6,52,6,6,6,1,1,0,483,59,8.19,70,6.96,1,26:19,3:11,31,10,19,2,12,7,58.3,2,2,100.0,4,3,3,3,2,1,1,0
74,LAR,2018-11-11,0,1,10,102,7,56,3,1,50.0,22.2,Sun,10,10,,SEA,W 36-31,25,8,17,0,10,5,50.0,0,0,,414,1,10,102,7,56,17,158,4,4,4,1,1,0,456,64,7.13,64,6.47,0,29:23,3:09,29,15,9,5,9,2,22.2,1,0,0.0,4,3,3,3,3,1,0,0
75,LAR,2018-11-19,2,5,8,60,13,135,2,1,35.7,50.0,Mon,11,11,,KAN,W 54-51,29,4,21,4,14,5,35.7,1,1,100.0,546,5,8,60,13,135,21,195,7,7,6,1,1,0,455,75,6.07,69,7.91,2,30:23,3:42,27,2,21,4,10,5,50.0,1,1,100.0,7,7,6,2,2,0,0,0
76,LAR,2018-12-02,2,2,7,105,8,54,3,3,45.5,16.7,Sun,12,13,@,DET,W 30-16,24,9,12,3,11,5,45.5,0,0,,310,2,7,105,8,54,15,159,1,1,1,3,3,0,344,64,5.38,64,4.84,2,28:16,3:14,23,5,14,4,12,2,16.7,0,0,,3,3,3,3,3,0,0,0
77,LAR,2018-12-09,4,3,9,57,6,45,2,2,25.0,43.8,Sun,13,14,@,CHI,L 6-15,14,5,9,0,12,3,25.0,3,1,33.3,294,3,9,57,6,45,15,102,1,1,1,3,2,1,214,61,3.51,66,4.45,4,23:11,3:12,17,9,6,2,16,7,43.8,0,0,,0,0,0,3,2,0,0,0
78,LAR,2018-12-16,3,1,5,50,6,49,3,3,33.3,30.8,Sun,14,15,,PHI,L 23-30,23,5,18,0,12,4,33.3,1,0,0.0,381,1,5,50,6,49,11,99,3,3,3,4,3,0,407,74,5.50,61,6.25,3,28:24,3:15,17,7,9,1,13,4,30.8,1,0,0.0,2,2,2,3,3,0,0,0
79,LAR,2018-12-23,1,0,6,66,7,54,1,1,66.7,18.2,Sun,15,16,@,ARI,W 31-9,33,18,11,4,9,6,66.7,0,0,,263,0,6,66,7,54,13,120,1,1,0,2,1,0,461,67,6.88,53,4.96,1,37:04,2:57,15,6,6,3,11,2,18.2,2,1,50.0,4,4,4,2,1,0,0,0
80,LAR,2018-12-30,0,4,6,57,5,41,2,1,62.5,27.3,Sun,16,17,,SFO,W 48-32,28,12,13,3,16,10,62.5,1,0,0.0,391,4,6,57,5,41,11,98,4,3,3,1,1,0,377,71,5.31,58,6.74,0,31:50,3:15,22,5,13,4,11,3,27.3,1,1,100.0,6,6,6,2,2,0,0,0
81,LAR,2019-09-08,1,3,5,43,6,46,3,2,52.9,45.5,Sun,1,1,@,CAR,W 30-27,22,9,12,1,17,9,52.9,0,0,,343,3,5,43,6,46,11,89,3,3,3,3,2,0,349,72,4.85,64,5.36,1,33:16,3:12,21,8,13,0,11,5,45.5,0,0,,3,3,3,4,3,0,0,0
82,LAR,2019-09-15,1,1,8,65,11,87,2,3,38.5,30.8,Sun,2,2,,NOR,W 27-9,20,7,11,2,13,5,38.5,0,0,,244,1,8,65,11,87,19,152,0,0,0,3,3,0,380,61,6.23,57,4.28,1,30:21,3:09,15,2,11,2,13,4,30.8,1,0,0.0,3,3,3,2,2,0,0,0
83,LAR,2019-09-22,3,1,7,49,8,60,2,2,42.9,37.5,Sun,3,3,@,CLE,W 20-13,20,3,16,1,14,6,42.9,0,0,,270,1,7,49,8,60,15,109,1,1,1,2,2,0,344,64,5.38,63,4.29,3,28:23,3:04,18,4,11,3,16,6,37.5,2,0,0.0,2,2,2,3,2,0,0,0
84,LAR,2019-09-29,4,1,13,106,12,99,2,2,36.4,61.5,Sun,4,4,,TAM,L 40-55,36,3,27,6,11,4,36.4,1,0,0.0,464,1,13,106,12,99,25,205,7,7,7,2,2,0,518,81,6.40,73,6.36,4,27:24,3:39,27,3,22,2,13,8,61.5,0,0,,5,4,4,2,2,1,0,0
85,LAR,2019-10-03,2,1,6,45,5,45,3,1,27.3,30.0,Thu,5,5,@,SEA,L 29-30,24,5,18,1,11,3,27.3,0,0,,429,1,6,45,5,45,11,90,4,3,3,2,1,0,477,67,7.12,67,6.40,2,24:42,3:27,25,10,12,3,10,3,30.0,1,1,100.0,3,2,2,4,3,1,0,0
86,LAR,2019-10-13,1,2,8,59,4,30,0,2,0.0,47.1,Sun,6,6,,SFO,L 7-20,10,9,1,0,9,0,0.0,4,0,0.0,331,2,8,59,4,30,12,89,2,2,2,3,2,0,157,50,3.14,76,4.36,1,21:08,3:11,22,8,14,0,17,8,47.1,1,1,100.0,1,1,1,0,0,0,0,0
87,LAR,2019-10-20,0,3,5,24,5,48,3,1,50.0,25.0,Sun,7,7,@,ATL,W 37-10,23,9,13,1,16,8,50.0,1,1,100.0,224,3,5,24,5,48,10,72,1,1,1,2,1,0,381,74,5.15,53,4.23,0,37:09,3:03,14,1,12,1,12,3,25.0,0,0,,4,4,4,4,3,0,0,0
88,LAR,2019-10-27,0,0,9,59,6,40,1,1,53.8,33.3,Sun,8,8,,CIN,W 24-10,19,6,13,0,13,7,53.8,0,0,,401,0,9,59,6,40,15,99,1,1,1,1,1,0,470,57,8.25,79,5.08,0,27:17,3:05,24,5,15,4,18,6,33.3,6,4,66.7,3,3,3,1,1,0,0,0
89,LAR,2019-11-10,4,2,10,95,13,107,1,1,7.1,31.3,Sun,9,10,@,PIT,L 12-17,16,3,10,3,14,1,7.1,2,0,0.0,273,2,10,95,13,107,23,202,2,2,2,1,1,0,306,69,4.43,68,4.01,4,28:20,3:32,15,2,10,3,16,5,31.3,1,1,100.0,1,1,1,2,1,0,0,1
90,LAR,2019-11-17,2,1,6,34,2,25,1,0,30.0,35.3,Sun,10,11,,CHI,W 17-7,13,7,6,0,10,3,30.0,0,0,,267,1,6,34,2,25,8,59,1,1,1,2,0,0,283,52,5.44,74,3.61,2,27:16,2:52,17,5,10,2,17,6,35.3,2,0,0.0,2,2,2,1,1,0,0,0
91,LAR,2019-11-25,2,0,8,56,8,66,2,1,22.2,60.0,Mon,11,12,,BAL,L 6-45,14,2,8,4,9,2,22.2,1,1,100.0,480,0,8,56,8,66,16,122,6,6,6,1,1,0,221,48,4.60,74,6.49,2,20:04,2:54,31,17,13,1,15,9,60.0,3,3,100.0,0,0,0,2,2,0,0,0
92,LAR,2019-12-01,0,1,8,81,2,7,2,0,53.3,15.4,Sun,12,13,@,ARI,W 34-7,27,6,20,1,15,8,53.3,1,0,0.0,198,1,8,81,2,7,10,88,1,1,1,0,0,0,549,76,7.22,61,3.25,0,34:37,3:01,13,2,9,2,13,2,15.4,4,2,50.0,4,4,4,3,2,0,0,0
93,LAR,2019-12-08,2,1,3,20,8,64,0,2,53.8,35.7,Sun,13,14,,SEA,W 28-12,26,10,16,0,13,7,53.8,0,0,,308,1,3,20,8,64,11,84,1,1,0,2,2,0,455,67,6.79,62,4.97,2,31:04,3:01,16,7,9,0,14,5,35.7,2,1,50.0,4,4,4,1,0,0,0,0
94,LAR,2019-12-15,1,0,5,29,4,16,0,3,33.3,53.8,Sun,14,15,@,DAL,L 21-44,23,3,17,3,12,4,33.3,2,1,50.0,475,0,5,29,4,16,9,45,5,5,5,3,3,0,289,68,4.25,68,6.99,1,23:54,3:14,25,16,8,1,13,7,53.8,1,1,100.0,3,1,1,0,0,2,1,0
95,LAR,2019-12-21,1,2,7,43,3,26,1,2,38.5,40.0,Sat,15,16,@,SFO,L 31-34,24,6,17,1,13,5,38.5,0,0,,334,2,7,43,3,26,10,69,4,4,4,2,2,0,395,70,5.64,56,5.96,1,32:21,3:06,19,5,12,2,10,4,40.0,0,0,,4,4,4,2,1,0,0,0
96,LAR,2019-12-29,0,5,10,91,8,63,1,1,61.1,50.0,Sun,16,17,,ARI,W 31-24,25,4,17,4,18,11,61.1,1,0,0.0,393,5,10,91,8,63,18,154,3,3,3,1,1,0,424,79,5.37,61,6.44,0,36:58,3:19,22,5,13,4,10,5,50.0,0,0,,4,4,4,2,1,0,0,0
97,LAR,2020-09-13,1,0,5,34,7,50,2,1,52.9,25.0,Sun,1,1,,DAL,W 20-17,23,11,12,0,17,9,52.9,1,1,100.0,380,0,5,34,7,50,12,84,2,2,2,2,1,0,422,72,5.86,69,5.51,1,35:38,2:56,24,9,14,1,12,3,25.0,3,1,33.3,2,2,2,3,2,0,0,0
98,LAR,2020-09-20,1,3,4,24,5,30,1,2,58.3,58.3,Sun,2,2,@,PHI,W 37-19,30,11,17,2,12,7,58.3,1,1,100.0,363,3,4,24,5,30,9,54,2,1,1,2,2,0,449,67,6.70,69,5.26,1,31:13,3:08,25,11,13,1,12,7,58.3,1,0,0.0,5,5,4,1,1,0,0,0
99,LAR,2020-09-27,2,2,3,30,5,55,1,0,60.0,50.0,Sun,3,3,@,BUF,L 32-35,28,13,15,0,10,6,60.0,1,0,0.0,375,2,3,30,5,55,8,85,5,5,5,0,0,0,478,66,7.24,58,6.47,2,32:12,3:04,23,8,14,1,10,5,50.0,1,1,100.0,4,3,3,2,1,1,1,0
100,LAR,2020-10-04,1,1,1,5,4,20,1,3,38.5,30.8,Sun,4,4,,NYG,W 17-9,15,7,8,0,13,5,38.5,1,1,100.0,295,1,1,5,4,20,5,25,0,0,0,3,3,0,240,57,4.21,66,4.47,1,26:42,2:43,19,7,11,1,13,4,30.8,2,1,50.0,2,2,2,1,1,0,0,0
101,LAR,2020-10-11,1,0,5,60,3,40,1,1,40.0,15.4,Sun,5,5,@,WAS,W 30-10,20,7,11,2,15,6,40.0,1,0,0.0,108,0,5,60,3,40,8,100,1,1,1,1,1,0,429,66,6.50,52,2.08,1,35:35,2:58,10,2,5,3,13,2,15.4,1,0,0.0,4,4,3,1,1,0,0,0
102,LAR,2020-10-18,1,0,6,34,7,63,1,1,33.3,38.5,Sun,6,6,@,SFO,L 16-24,17,7,9,1,12,4,33.3,1,0,0.0,390,0,6,34,7,63,13,97,3,3,3,1,1,0,311,57,5.46,70,5.57,1,22:05,3:04,24,6,16,2,13,5,38.5,1,1,100.0,2,2,1,1,1,0,0,0
103,LAR,2020-10-26,1,2,4,46,6,46,1,1,30.8,28.6,Mon,7,7,,CHI,W 24-10,24,9,12,3,13,4,30.8,0,0,,279,2,4,46,6,46,10,92,1,1,1,1,1,0,371,68,5.46,61,4.57,1,32:35,3:07,14,4,9,1,14,4,28.6,4,1,25.0,3,3,3,2,1,0,0,0
104,LAR,2020-11-01,4,2,5,45,3,30,1,0,41.2,25.0,Sun,8,8,@,MIA,L 17-28,31,11,19,1,17,7,41.2,1,0,0.0,145,2,5,45,3,30,8,75,4,4,4,0,0,0,471,92,5.12,48,3.02,4,36:30,3:22,8,3,5,0,12,3,25.0,0,0,,2,2,2,2,1,0,0,0
105,LAR,2020-11-15,1,3,4,49,4,23,1,3,60.0,50.0,Sun,9,10,,SEA,W 23-16,24,8,15,1,15,9,60.0,1,1,100.0,333,3,4,49,4,23,8,72,1,1,1,3,3,0,389,69,5.64,65,5.12,1,33:36,3:04,20,6,13,1,14,7,50.0,0,0,,3,3,2,1,1,0,0,0
106,LAR,2020-11-23,2,2,5,65,2,7,2,1,53.3,50.0,Mon,10,11,@,TAM,W 27-24,22,1,19,2,15,8,53.3,0,0,,251,2,5,65,2,7,7,72,3,3,3,1,1,0,413,71,5.82,67,3.75,2,33:13,3:06,20,4,14,2,14,7,50.0,1,0,0.0,3,3,3,3,2,0,0,0
107,LAR,2020-11-29,4,3,3,27,5,40,2,3,30.8,21.4,Sun,11,12,,SFO,L 20-23,14,5,8,1,13,4,30.8,0,0,,345,3,3,27,5,40,8,67,2,2,2,4,3,0,308,61,5.05,70,4.93,4,25:57,3:11,18,6,10,2,14,3,21.4,1,1,100.0,2,2,2,2,2,0,0,0
108,LAR,2020-12-06,1,2,6,75,5,21,1,0,60.0,33.3,Sun,12,13,@,ARI,W 38-28,30,8,19,3,15,9,60.0,3,1,33.3,232,2,6,75,5,21,11,96,4,4,4,1,0,0,463,79,5.86,62,3.74,1,38:53,3:13,18,5,11,2,12,4,33.3,2,2,100.0,5,5,5,2,1,0,0,0
109,LAR,2020-12-10,1,1,5,35,5,27,1,1,21.4,23.1,Thu,13,14,,NWE,W 24-3,17,10,6,1,14,3,21.4,2,2,100.0,220,1,5,35,5,27,10,62,0,0,0,1,1,0,318,62,5.13,58,3.79,1,31:46,2:47,10,6,4,0,13,3,23.1,3,0,0.0,3,3,3,1,1,0,0,0
110,LAR,2020-12-20,1,0,5,43,6,61,2,3,18.2,41.2,Sun,14,15,,NYJ,L 20-23,16,4,9,3,11,2,18.2,1,0,0.0,289,0,5,43,6,61,11,104,2,2,2,3,3,0,303,56,5.41,64,4.52,1,25:45,2:56,17,5,11,1,17,7,41.2,1,1,100.0,2,2,2,2,2,0,0,0
111,LAR,2020-12-27,1,0,5,45,5,31,3,2,47.4,47.1,Sun,15,16,@,SEA,L 9-20,20,4,15,1,19,9,47.4,2,0,0.0,292,0,5,45,5,31,10,76,2,2,2,2,2,0,334,75,4.45,61,4.79,1,32:50,3:09,15,5,10,0,17,8,47.1,0,0,,0,0,0,3,3,0,0,0
112,LAR,2021-01-03,2,1,5,38,6,38,3,0,40.0,22.2,Sun,16,17,,ARI,W 18-7,21,7,12,2,15,6,40.0,1,1,100.0,214,1,5,38,6,38,11,76,1,1,1,1,0,0,333,70,4.76,49,4.37,2,37:51,2:52,15,4,10,1,9,2,22.2,0,0,,1,1,1,3,3,0,0,1
113,LAR,2021-09-12,0,2,4,36,3,35,2,0,54.5,45.5,Sun,1,1,,CHI,W 34-14,18,4,13,1,11,6,54.5,1,1,100.0,322,2,4,36,3,35,7,71,2,2,2,0,0,0,386,50,7.72,69,4.67,0,24:46,2:48,24,10,13,1,11,5,45.5,4,0,0.0,4,4,4,2,2,0,0,0
114,LAR,2021-09-19,2,2,2,15,3,25,2,3,33.3,45.5,Sun,2,2,@,IND,W 27-24,21,6,15,0,9,3,33.3,1,0,0.0,354,2,2,15,3,25,5,40,2,1,1,3,3,0,371,60,6.18,65,5.45,2,28:28,2:58,22,8,13,1,11,5,45.5,1,0,0.0,3,3,3,2,2,0,0,0
115,LAR,2021-09-26,0,0,1,4,7,41,2,1,66.7,46.2,Sun,3,3,,TAM,W 34-24,22,5,16,1,15,10,66.7,0,0,,446,0,1,4,7,41,8,45,3,3,3,2,1,0,407,63,6.46,71,6.28,0,30:10,3:06,27,3,24,0,13,6,46.2,2,1,50.0,4,4,4,2,2,0,0,0
116,LAR,2021-10-03,2,0,5,36,7,63,2,3,54.5,61.5,Sun,4,4,,ARI,L 20-37,24,8,13,3,11,6,54.5,1,0,0.0,465,0,5,36,7,63,12,99,4,4,4,3,3,0,401,64,6.27,75,6.20,2,24:50,3:05,27,15,11,1,13,8,61.5,0,0,,2,2,2,3,2,0,0,0
117,LAR,2021-10-07,1,2,5,85,3,20,2,1,20.0,40.0,Thu,5,5,@,SEA,W 26-17,24,8,16,0,10,2,20.0,1,1,100.0,354,2,5,85,3,20,8,105,2,2,2,2,1,0,476,67,7.10,60,5.90,1,33:03,3:05,22,5,13,4,10,4,40.0,1,0,0.0,3,3,2,2,2,0,0,0
118,LAR,2021-10-17,2,4,7,50,5,27,1,1,18.2,26.7,Sun,6,6,@,NYG,W 38-11,22,6,15,1,11,2,18.2,2,2,100.0,261,4,7,50,5,27,12,77,1,0,0,1,1,0,365,66,5.53,73,3.58,2,32:22,3:02,21,4,15,2,15,4,26.7,4,2,50.0,5,5,5,1,1,0,0,0
119,LAR,2021-10-24,0,2,4,35,8,77,2,4,69.2,40.0,Sun,7,7,,DET,W 28-19,22,2,17,3,13,9,69.2,1,0,0.0,415,2,4,35,8,77,12,112,1,1,1,4,4,0,374,61,6.13,67,6.19,0,27:20,3:08,19,7,11,1,15,6,40.0,3,2,66.7,3,2,2,2,2,1,1,0
120,LAR,2021-10-31,0,1,3,20,6,38,1,0,36.4,33.3,Sun,8,8,@,HOU,W 38-22,26,9,16,1,11,4,36.4,1,0,0.0,323,1,3,20,6,38,9,58,3,2,2,1,0,0,467,66,7.08,58,5.57,0,33:35,2:55,18,4,13,1,12,4,33.3,0,0,,5,5,5,1,1,0,0,0
121,LAR,2021-11-07,2,1,12,115,4,19,3,0,26.7,33.3,Sun,9,9,,TEN,L 16-28,22,5,16,1,15,4,26.7,3,2,66.7,194,1,12,115,4,19,16,134,4,4,4,0,0,0,347,74,4.69,56,3.46,2,32:21,3:08,16,4,9,3,12,4,33.3,2,2,100.0,1,1,1,3,3,0,0,0
122,LAR,2021-11-15,2,0,5,35,9,53,1,1,30.0,57.1,Mon,10,10,@,SFO,L 10-31,16,2,11,3,10,3,30.0,2,0,0.0,335,0,5,35,9,53,14,88,4,4,4,1,1,0,278,54,5.15,64,5.23,2,20:57,2:50,20,10,9,1,14,8,57.1,2,1,50.0,1,1,1,1,1,0,0,0
123,LAR,2021-11-28,3,1,4,30,3,32,2,3,30.8,36.8,Sun,11,12,@,GNB,L 28-36,15,5,10,0,13,4,30.8,1,0,0.0,399,1,4,30,3,32,7,62,4,3,3,4,3,0,353,61,5.79,78,5.12,3,20:20,3:19,21,5,14,2,19,7,36.8,2,2,100.0,3,2,2,2,2,1,1,0
124,LAR,2021-12-05,0,2,7,47,3,39,3,0,41.7,41.7,Sun,12,13,,JAX,W 37-7,24,7,15,2,12,5,41.7,1,1,100.0,197,2,7,47,3,39,10,86,1,1,1,0,0,0,418,66,6.33,55,3.58,0,33:45,2:53,14,3,7,4,12,5,41.7,2,1,50.0,4,4,4,3,3,0,0,0
125,LAR,2021-12-13,0,2,5,40,7,54,3,3,50.0,53.3,Mon,13,14,@,ARI,W 30-23,18,4,12,2,12,6,50.0,0,0,,447,2,5,40,7,54,12,94,2,2,2,3,3,0,356,54,6.59,75,5.96,0,29:04,3:01,22,5,17,0,15,8,53.3,4,2,50.0,3,3,3,3,3,0,0,0
126,LAR,2021-12-21,1,1,4,34,8,65,2,1,50.0,27.3,Tue,14,15,,SEA,W 20-10,20,7,11,2,12,6,50.0,1,0,0.0,214,1,4,34,8,65,12,99,1,1,1,1,1,0,332,62,5.35,53,4.04,1,35:06,2:53,13,5,7,1,11,3,27.3,1,0,0.0,2,2,2,2,2,0,0,0
127,LAR,2021-12-26,3,1,1,5,2,20,3,3,50.0,16.7,Sun,15,16,@,MIN,W 30-23,22,11,11,0,14,7,50.0,1,1,100.0,361,1,1,5,2,20,3,25,2,2,2,3,3,0,356,70,5.09,63,5.73,3,30:00,3:01,19,5,14,0,12,2,16.7,1,1,100.0,3,3,3,3,3,0,0,0
128,LAR,2022-01-02,3,2,4,35,4,24,0,4,33.3,28.6,Sun,16,17,@,BAL,W 20-19,20,6,14,0,9,3,33.3,1,1,100.0,327,2,4,35,4,24,8,59,1,1,1,4,4,0,373,56,6.66,69,4.74,3,26:21,2:53,19,10,9,0,14,4,28.6,3,3,100.0,3,2,2,1,0,1,0,0
129,LAR,2022-01-09,2,2,3,15,6,56,1,2,58.8,64.3,Sun,17,18,,SFO,L 24-27 (OT),19,4,12,3,17,10,58.8,1,1,100.0,449,2,3,15,6,56,9,71,3,3,3,2,2,0,265,64,4.14,67,6.70,2,31:24,3:12,23,8,15,0,14,9,64.3,0,0,,3,3,3,1,1,0,0,0
130,LAR,2022-09-08,3,4,4,30,5,35,1,1,46.2,90.0,Thu,1,1,,BUF,L 10-31,19,3,14,2,13,6,46.2,3,2,66.7,413,4,4,30,5,35,9,65,4,4,4,1,1,0,243,66,3.68,58,7.12,3,28:46,2:46,23,7,15,1,10,9,90.0,0,0,,1,1,1,1,1,0,0,0
131,LAR,2022-09-18,3,3,3,61,5,29,1,1,60.0,30.0,Sun,2,2,,ATL,W 31-27,24,6,16,2,10,6,60.0,1,0,0.0,261,3,3,61,5,29,8,90,2,2,2,2,1,1,337,63,5.35,56,4.66,3,30:24,2:56,17,4,11,2,10,3,30.0,2,1,50.0,4,4,4,1,1,0,0,0
132,LAR,2022-09-25,1,0,6,35,6,50,2,4,37.5,33.3,Sun,3,3,@,ARI,W 20-12,15,5,10,0,8,3,37.5,0,0,,365,0,6,35,6,50,12,85,0,0,0,4,4,0,339,46,7.37,81,4.51,1,26:04,3:01,23,8,15,0,18,6,33.3,5,4,80.0,2,2,2,2,2,0,0,0
133,LAR,2022-10-03,2,0,1,5,4,25,3,1,33.3,41.7,Mon,4,4,@,SFO,L 9-24,21,3,16,2,15,5,33.3,2,2,100.0,327,0,1,5,4,25,5,30,3,3,3,2,1,0,257,73,3.52,49,6.67,2,34:34,2:47,13,4,9,0,12,5,41.7,1,0,0.0,0,0,0,3,3,0,0,0
134,LAR,2022-10-09,3,0,3,25,5,42,1,3,35.3,33.3,Sun,5,5,,DAL,L 10-22,14,2,10,2,17,6,35.3,1,1,100.0,239,0,3,25,5,42,8,67,2,1,1,3,3,0,323,64,5.05,53,4.51,3,30:30,2:56,10,6,4,0,15,5,33.3,0,0,,1,1,1,2,1,0,0,0
135,LAR,2022-10-16,1,1,7,49,3,30,1,1,50.0,20.0,Sun,6,6,,CAR,W 24-10,22,5,16,1,12,6,50.0,0,0,,203,1,7,49,3,30,10,79,1,1,1,1,1,0,360,63,5.71,44,4.61,1,37:05,2:58,8,3,5,0,10,2,20.0,0,0,,3,3,3,1,1,0,0,0
136,LAR,2022-10-30,0,0,4,50,3,8,0,1,61.5,55.6,Sun,7,8,,SFO,L 14-31,16,3,11,2,13,8,61.5,0,0,,368,0,4,50,3,8,7,58,4,4,4,1,1,0,223,56,3.98,52,7.08,0,30:04,2:45,22,8,12,2,9,5,55.6,0,0,,2,2,2,0,0,0,0,0
137,LAR,2022-11-06,0,0,4,53,7,55,2,3,26.7,42.9,Sun,8,9,@,TAM,L 13-16,9,3,6,0,15,4,26.7,0,0,,323,0,4,53,7,55,11,108,1,1,1,4,3,0,206,55,3.75,79,4.09,0,28:44,3:03,18,1,15,2,21,9,42.9,2,0,0.0,1,1,1,2,2,0,0,0
138,LAR,2022-11-13,2,0,5,29,10,67,1,2,27.3,33.3,Sun,9,10,,ARI,L 17-27,18,6,12,0,11,3,27.3,2,2,100.0,298,0,5,29,10,67,15,96,3,3,3,2,2,0,256,60,4.27,65,4.58,2,27:59,3:00,18,6,11,1,15,5,33.3,3,3,100.0,2,2,2,1,1,0,0,0
139,LAR,2022-11-20,0,0,6,55,2,15,2,2,35.7,36.4,Sun,10,11,@,NOR,L 20-27,17,7,10,0,14,5,35.7,2,1,50.0,323,0,6,55,2,15,8,70,3,3,3,2,2,0,336,62,5.42,56,5.77,0,28:53,2:55,19,4,14,1,11,4,36.4,0,0,,2,2,2,2,2,0,0,0
140,LAR,2022-11-27,2,2,5,25,3,25,1,4,38.5,45.5,Sun,11,12,@,KAN,L 10-26,13,5,8,0,13,5,38.5,3,3,100.0,437,2,5,25,3,25,8,50,2,2,2,4,4,0,198,55,3.60,72,6.07,2,27:34,2:55,29,6,20,3,11,5,45.5,0,0,,1,1,1,1,1,0,0,0
141,LAR,2022-12-04,2,2,4,39,6,42,3,2,33.3,50.0,Sun,12,13,,SEA,L 23-27,20,11,7,2,12,4,33.3,2,1,50.0,438,2,4,39,6,42,10,81,3,3,3,2,2,0,319,63,5.06,65,6.74,2,29:07,3:03,25,5,18,2,10,5,50.0,0,0,,2,2,2,3,3,0,0,0
142,LAR,2022-12-08,1,2,7,60,7,94,1,3,33.3,38.5,Thu,13,14,,LVR,W 17-16,20,3,12,5,12,4,33.3,1,1,100.0,302,2,7,60,7,94,14,154,1,1,1,3,3,0,282,61,4.62,58,5.21,1,29:39,3:03,17,8,6,3,13,5,38.5,1,1,100.0,2,2,2,2,1,0,0,0
