,,,Tot. Off.,Tot. Off.,Penalties,Penalties,Penalties,Penalties,,,,,,,,,,,First Downs,First Downs,First Downs,First Downs,Downs,Downs,Downs,Downs,Downs,Downs,Tot. Off.,Tot. Off.,Penalties,Penalties,Penalties,Penalties,Penalties,Penalties,,Kicking,Kicking,Kicking,Kicking,,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,First Downs,First Downs,First Downs,First Downs,Downs,Downs,Downs,Downs,Downs,Downs,,PAT,PAT,FG,FG,,,
Rk,Team,Date,TO,TO,Pen,Yds,OppPen,OppYds,FGM,Md,3D%,Opp3D%,Day,G#,Week,,Opp,Result,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,Tot,TO,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,TD,XPA,XPM,Att,Md,Sfty,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,1stDOpp,Rush,Pass,Pen,Opp3DAtt,Opp3DConv,Opp3D%,Opp4DAtt,Opp4DConv,Opp4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty
56,CIN,2017-11-05,0,1,8,77,5,50,0,3,12.5,66.7,Sun,8,9,@,JAX,L 7-23,8,2,5,1,8,1,12.5,0,0,,408,1,8,77,5,50,13,127,2,2,2,3,3,0,148,37,4.00,78,5.23,0,19:46,2:57,26,7,15,4,18,12,66.7,1,0,0.0,1,1,1,0,0,0,0,0
57,CIN,2017-11-12,2,2,12,84,5,55,0,1,10.0,46.7,Sun,9,10,@,TEN,L 20-24,15,4,10,1,10,1,10.0,1,1,100.0,416,2,12,84,5,55,17,139,3,3,3,2,1,0,308,50,6.16,84,4.95,2,19:51,3:17,27,11,10,6,15,7,46.7,0,0,,3,3,2,0,0,0,0,0
58,CIN,2017-11-19,0,2,3,14,5,50,0,1,46.7,57.1,Sun,10,11,@,DEN,W 20-17,12,1,9,2,15,7,46.7,0,0,,341,2,3,14,5,50,8,64,2,2,2,2,1,0,190,53,3.58,79,4.32,0,24:49,3:04,20,5,15,0,21,12,57.1,2,1,50.0,3,3,2,0,0,0,0,0
59,CIN,2017-11-26,0,0,4,35,7,69,3,3,40.0,40.0,Sun,11,12,,CLE,W 30-16,23,9,12,2,10,4,40.0,0,0,,405,0,4,35,7,69,11,104,1,1,1,4,3,0,361,59,6.12,67,6.04,0,30:32,2:54,21,12,8,1,15,6,40.0,3,2,66.7,3,3,3,3,3,0,0,0
60,CIN,2017-12-04,0,1,13,173,7,66,2,3,50.0,33.3,Mon,12,13,,PIT,L 20-23,19,6,13,0,14,7,50.0,0,0,,374,1,13,173,7,66,20,239,2,2,2,3,3,0,353,60,5.88,63,5.94,0,30:11,3:25,24,5,15,4,12,4,33.3,1,1,100.0,2,2,2,2,2,0,0,0
61,CIN,2017-12-10,2,0,7,56,10,74,0,2,25.0,36.4,Sun,13,14,,CHI,L 7-33,14,3,9,2,12,3,25.0,2,0,0.0,482,0,7,56,10,74,17,130,4,4,3,2,2,0,234,53,4.42,72,6.69,2,21:51,3:10,29,13,14,2,11,4,36.4,2,1,50.0,1,1,1,0,0,0,0,0
62,CIN,2017-12-17,2,1,5,44,11,93,0,2,7.7,33.3,Sun,14,15,@,MIN,L 7-34,8,2,4,2,13,1,7.7,3,1,33.3,346,1,5,44,11,93,16,137,4,4,4,2,2,0,161,51,3.16,61,5.67,2,24:08,3:01,18,7,8,3,12,4,33.3,0,0,,1,1,1,0,0,0,0,0
63,CIN,2017-12-24,1,1,5,60,9,74,4,1,50.0,40.0,Sun,15,16,,DET,W 26-17,28,8,16,4,14,7,50.0,0,0,,276,1,5,60,9,74,14,134,2,2,2,2,1,0,364,78,4.67,59,4.68,1,32:29,3:08,15,5,9,1,15,6,40.0,2,1,50.0,2,2,2,4,4,0,0,0
64,CIN,2017-12-31,1,1,6,60,5,47,1,2,33.3,29.4,Sun,16,17,@,BAL,W 31-27,22,5,14,3,15,5,33.3,1,1,100.0,312,1,6,60,5,47,11,107,3,3,3,2,2,0,359,75,4.79,74,4.22,1,28:39,3:33,19,7,11,1,17,5,29.4,2,1,50.0,4,4,4,1,1,0,0,0
65,CIN,2018-09-09,2,2,8,94,7,91,2,3,50.0,64.7,Sun,1,1,@,IND,W 34-23,19,5,11,3,8,4,50.0,0,0,,380,2,8,94,7,91,15,185,2,2,2,4,3,0,330,50,6.60,77,4.94,2,27:12,3:04,24,4,17,3,17,11,64.7,0,0,,4,4,4,2,2,0,0,0
66,CIN,2018-09-13,0,3,9,92,7,51,2,1,38.5,43.8,Thu,2,2,,BAL,W 34-23,24,6,14,4,13,5,38.5,0,0,,425,3,9,92,7,51,16,143,3,2,2,1,1,0,373,70,5.33,81,5.25,0,31:50,3:26,28,5,20,3,16,7,43.8,4,2,50.0,4,4,4,2,2,0,0,0
67,CIN,2018-09-23,4,0,4,36,3,17,0,1,40.0,46.2,Sun,3,3,@,CAR,L 21-31,25,6,18,1,10,4,40.0,0,0,,377,0,4,36,3,17,7,53,4,4,4,1,1,0,396,61,6.49,66,5.71,4,26:05,3:07,23,11,10,2,13,6,46.2,1,0,0.0,3,3,3,1,0,0,0,0
68,CIN,2018-09-30,1,0,6,55,10,95,1,3,58.3,73.3,Sun,4,4,@,ATL,W 37-36,30,6,20,4,12,7,58.3,2,2,100.0,495,0,6,55,10,95,16,150,4,3,3,3,3,0,407,67,6.07,66,7.50,1,30:38,3:25,25,4,20,1,15,11,73.3,1,0,0.0,5,4,4,1,1,1,0,0
69,CIN,2018-10-07,1,3,6,47,9,85,2,1,18.2,30.8,Sun,5,5,,MIA,W 27-17,17,3,12,2,11,2,18.2,0,0,,297,3,6,47,9,85,15,132,2,2,2,1,1,0,332,58,5.72,60,4.95,1,30:35,3:02,17,5,10,2,13,4,30.8,1,1,100.0,3,3,3,3,2,0,0,0
70,CIN,2018-10-14,0,0,6,30,9,69,0,2,50.0,57.1,Sun,6,6,,PIT,L 21-28,19,5,13,1,12,6,50.0,0,0,,481,0,6,30,9,69,15,99,3,2,2,2,2,0,275,58,4.74,67,7.18,0,25:04,3:08,26,7,16,3,14,8,57.1,0,0,,3,3,3,0,0,0,0,0
71,CIN,2018-10-21,1,1,8,58,8,49,1,1,36.4,75.0,Sun,7,7,@,KAN,L 10-45,15,4,9,2,11,4,36.4,1,0,0.0,551,1,8,58,8,49,16,107,6,6,6,2,1,0,239,54,4.43,70,7.87,1,26:17,3:04,33,12,19,2,12,9,75.0,1,0,0.0,1,1,1,1,1,0,0,0
72,CIN,2018-10-28,0,4,4,46,11,75,1,2,38.5,55.6,Sun,8,8,,TAM,W 37-34,21,8,13,0,13,5,38.5,2,1,50.0,576,4,4,46,11,75,15,121,4,3,2,2,2,0,402,63,6.38,83,6.94,0,24:01,3:23,29,7,20,2,18,10,55.6,2,2,100.0,5,5,4,1,1,0,0,0
73,CIN,2018-11-11,2,0,4,26,1,5,0,3,0.0,58.3,Sun,9,10,,NOR,L 14-51,13,4,9,0,6,0,0.0,2,1,50.0,509,0,4,26,1,5,5,31,6,6,6,3,3,0,284,43,6.60,74,6.88,2,20:14,2:44,33,18,13,2,12,7,58.3,1,1,100.0,2,2,2,0,0,0,0,0
74,CIN,2018-11-18,0,1,7,58,5,31,0,3,42.9,50.0,Sun,10,11,@,BAL,L 21-24,15,4,10,1,14,6,42.9,1,0,0.0,403,1,7,58,5,31,12,89,2,1,1,3,3,0,255,54,4.72,75,5.37,0,21:51,3:05,23,15,7,1,16,8,50.0,1,0,0.0,3,3,3,1,0,0,0,0
75,CIN,2018-11-25,2,0,13,96,7,61,0,0,33.3,50.0,Sun,11,12,,CLE,L 20-35,25,7,14,4,12,4,33.3,4,2,50.0,342,0,13,96,7,61,20,157,5,5,5,0,0,0,372,67,5.55,61,5.61,2,27:56,3:18,24,7,14,3,10,5,50.0,1,1,100.0,3,3,2,1,0,0,0,0
76,CIN,2018-12-02,3,1,12,100,7,60,1,1,38.5,38.5,Sun,12,13,,DEN,L 10-24,20,6,12,2,13,5,38.5,0,0,,361,1,12,100,7,60,19,160,3,3,3,2,1,0,313,64,4.89,57,6.33,3,31:20,3:13,16,9,6,1,13,5,38.5,0,0,,1,1,1,1,1,0,0,0
77,CIN,2018-12-09,0,0,6,34,6,38,3,4,38.5,38.5,Sun,13,14,@,LAC,L 21-26,19,8,9,2,13,5,38.5,1,0,0.0,288,0,6,34,6,38,12,72,2,2,2,4,4,0,295,62,4.76,56,5.14,0,32:38,2:58,17,7,10,0,13,5,38.5,1,1,100.0,2,0,0,3,3,2,0,0
78,CIN,2018-12-16,1,2,9,85,8,90,3,3,42.1,21.4,Sun,14,15,,OAK,W 30-16,18,8,7,3,19,8,42.1,2,2,100.0,297,2,9,85,8,90,17,175,1,1,1,3,3,0,294,75,3.92,59,5.03,1,33:19,3:13,13,1,12,0,14,3,21.4,0,0,,3,3,3,3,3,0,0,0
79,CIN,2018-12-23,0,0,3,15,6,57,1,2,12.5,41.7,Sun,15,16,@,CLE,L 18-26,15,7,7,1,8,1,12.5,1,1,100.0,493,0,3,15,6,57,9,72,3,3,2,2,2,0,209,46,4.54,66,7.47,0,24:29,2:45,23,8,14,1,12,5,41.7,1,1,100.0,2,1,1,1,1,1,1,0
80,CIN,2018-12-30,0,1,9,85,9,70,2,3,25.0,33.3,Sun,16,17,@,PIT,L 13-16,9,5,4,0,12,3,25.0,1,0,0.0,343,1,9,85,9,70,18,155,1,1,1,3,3,0,196,46,4.26,66,5.20,0,25:38,3:00,18,5,13,0,15,5,33.3,2,2,100.0,1,1,1,2,2,0,0,0
81,CIN,2019-09-08,3,1,7,57,8,55,2,0,40.0,33.3,Sun,1,1,@,SEA,L 20-21,22,1,18,3,15,6,40.0,1,0,0.0,232,1,7,57,8,55,15,112,3,3,3,0,0,0,429,70,6.13,49,4.73,3,35:50,3:12,12,4,6,2,12,4,33.3,0,0,,2,2,2,3,2,0,0,0
82,CIN,2019-09-15,1,1,7,60,9,75,1,2,50.0,55.6,Sun,2,2,,SFO,L 17-41,14,2,11,1,18,9,50.0,2,1,50.0,571,1,7,60,9,75,16,135,5,5,5,3,2,0,316,65,4.86,68,8.40,1,27:41,2:59,27,13,14,0,9,5,55.6,0,0,,2,2,2,2,1,0,0,0
83,CIN,2019-09-22,4,2,8,54,7,55,1,2,27.3,38.5,Sun,3,3,@,BUF,L 17-21,17,4,12,1,11,3,27.3,0,0,,416,2,8,54,7,55,15,109,2,1,1,3,2,0,306,57,5.37,73,5.70,4,23:06,3:15,25,11,12,2,13,5,38.5,0,0,,2,2,2,1,1,0,0,0
84,CIN,2019-09-30,2,1,8,60,4,37,1,2,28.6,33.3,Mon,4,4,@,PIT,L 3-27,16,5,9,2,14,4,28.6,3,1,33.3,326,1,8,60,4,37,12,97,3,3,3,2,2,0,175,64,2.73,56,5.82,2,30:14,2:56,20,5,12,3,9,3,33.3,1,0,0.0,0,0,0,1,1,0,0,0
85,CIN,2019-10-06,0,0,7,60,12,96,3,4,41.7,46.2,Sun,5,5,,ARI,L 23-26,21,6,12,3,12,5,41.7,1,0,0.0,514,0,7,60,12,96,19,156,2,2,2,5,4,0,370,62,5.97,71,7.24,0,28:57,3:03,26,11,13,2,13,6,46.2,1,1,100.0,2,2,2,3,3,0,0,0
86,CIN,2019-10-13,1,1,4,20,10,81,1,3,45.5,60.0,Sun,6,6,@,BAL,L 17-23,18,2,14,2,11,5,45.5,0,0,,497,1,4,20,10,81,14,101,2,2,2,3,3,0,250,55,4.55,77,6.45,1,20:18,3:12,26,15,11,0,15,9,60.0,0,0,,2,2,2,1,1,0,0,0
87,CIN,2019-10-20,4,0,6,50,11,130,1,4,41.7,25.0,Sun,7,7,,JAX,L 17-27,21,3,12,6,12,5,41.7,0,0,,460,0,6,50,11,130,17,180,2,1,1,4,4,0,291,65,4.48,78,5.90,4,21:43,3:17,22,11,10,1,16,4,25.0,2,1,50.0,2,2,2,1,1,0,0,0
88,CIN,2019-10-27,0,0,6,40,9,59,1,1,33.3,53.8,Sun,8,8,@,LAR,L 10-24,24,5,15,4,18,6,33.3,6,4,66.7,470,0,6,40,9,59,15,99,3,3,3,1,1,0,401,79,5.08,57,8.25,0,32:43,3:05,19,6,13,0,13,7,53.8,0,0,,1,1,1,1,1,0,0,0
89,CIN,2019-11-10,3,1,1,5,5,35,2,0,46.7,66.7,Sun,9,10,,BAL,L 13-49,21,11,9,1,15,7,46.7,4,1,25.0,379,1,1,5,5,35,6,40,7,7,7,0,0,0,307,72,4.26,46,8.24,3,36:11,2:50,20,7,13,0,6,4,66.7,1,1,100.0,1,1,1,2,2,0,0,0
90,CIN,2019-11-17,2,2,4,40,7,42,1,1,23.1,46.7,Sun,10,11,@,OAK,L 10-17,16,9,6,1,13,3,23.1,2,1,50.0,386,2,4,40,7,42,11,82,2,2,2,1,1,0,246,58,4.24,66,5.85,2,24:38,3:04,20,7,12,1,15,7,46.7,1,1,100.0,1,1,1,2,1,0,0,0
91,CIN,2019-11-24,2,1,7,79,10,77,1,3,16.7,31.3,Sun,11,12,,PIT,L 10-16,11,2,5,4,12,2,16.7,0,0,,338,1,7,79,10,77,17,156,1,1,1,3,3,0,244,51,4.78,68,4.97,2,25:20,3:08,16,7,6,3,16,5,31.3,0,0,,1,1,1,1,1,0,0,0
92,CIN,2019-12-01,0,0,2,15,10,106,2,2,35.7,41.2,Sun,12,13,,NYJ,W 22-6,18,5,12,1,14,5,35.7,0,0,,271,0,2,15,10,106,12,121,0,0,0,2,2,0,277,63,4.40,69,3.93,0,31:41,3:11,15,2,13,0,17,7,41.2,2,0,0.0,2,2,2,3,2,0,0,1
93,CIN,2019-12-08,1,2,8,99,6,30,4,2,25.0,58.3,Sun,13,14,@,CLE,L 19-27,27,12,14,1,12,3,25.0,2,1,50.0,333,2,8,99,6,30,14,129,3,3,3,2,2,0,451,72,6.26,52,6.40,1,34:31,3:15,17,7,9,1,12,7,58.3,0,0,,1,1,1,4,4,0,0,0
94,CIN,2019-12-15,5,0,5,25,4,30,2,2,30.8,42.9,Sun,14,15,,NWE,L 13-34,19,7,9,3,13,4,30.8,2,1,50.0,291,0,5,25,4,30,9,55,4,4,4,2,2,0,315,63,5.00,63,4.62,5,32:51,3:05,19,10,7,2,14,6,42.9,1,0,0.0,1,1,1,2,2,0,0,0
95,CIN,2019-12-22,1,1,10,77,6,47,2,1,22.2,37.5,Sun,15,16,@,MIA,L 35-38 (OT),25,2,21,2,18,4,22.2,3,3,100.0,502,1,10,77,6,47,16,124,5,5,5,2,1,0,430,85,5.06,88,5.70,1,33:36,4:00,29,5,21,3,16,6,37.5,0,0,,4,1,1,2,2,3,2,0
96,CIN,2019-12-29,1,3,3,20,4,33,2,1,64.3,30.8,Sun,16,17,,CLE,W 33-23,22,9,12,1,14,9,64.3,0,0,,313,3,3,20,4,33,7,53,3,3,2,1,1,0,361,68,5.31,53,5.91,1,34:41,3:00,15,3,11,1,13,4,30.8,1,1,100.0,4,4,3,2,2,0,0,0
97,CIN,2020-09-13,2,0,7,44,6,35,2,3,42.9,37.5,Sun,1,1,,LAC,L 13-16,19,5,14,0,14,6,42.9,0,0,,362,0,7,44,6,35,13,79,1,1,1,4,3,0,295,67,4.40,71,5.10,2,29:50,3:17,19,7,10,2,16,6,37.5,2,0,0.0,1,1,1,3,2,0,0,0
98,CIN,2020-09-17,1,1,4,45,8,76,3,0,44.4,62.5,Thu,2,2,@,CLE,L 30-35,30,7,20,3,18,8,44.4,5,5,100.0,434,1,4,45,8,76,12,121,5,5,5,0,0,0,353,88,4.01,58,7.48,1,33:39,3:21,23,14,9,0,8,5,62.5,2,1,50.0,3,3,3,3,3,0,0,0
99,CIN,2020-09-27,0,2,9,73,11,93,3,3,23.1,47.6,Sun,3,3,@,PHI,T 23-23 (OT),24,2,19,3,13,3,23.1,0,0,,378,2,9,73,11,93,20,166,2,2,2,3,3,0,304,70,4.34,86,4.40,0,32:16,3:48,27,12,11,4,21,10,47.6,0,0,,2,2,2,3,3,0,0,0
100,CIN,2020-10-04,1,1,7,73,6,49,4,4,36.4,20.0,Sun,4,4,,JAX,W 33-25,28,12,15,1,11,4,36.4,1,1,100.0,429,1,7,73,6,49,13,122,2,1,1,5,4,0,505,71,7.11,63,6.81,1,33:11,3:10,25,4,16,5,10,2,20.0,1,1,100.0,3,3,3,4,4,0,0,0
101,CIN,2020-10-11,3,1,5,40,4,25,1,2,18.8,46.7,Sun,5,5,@,BAL,L 3-27,12,3,9,0,16,3,18.8,3,2,66.7,332,1,5,40,4,25,9,65,3,3,3,3,2,0,205,65,3.15,62,5.35,3,34:39,2:57,17,6,10,1,15,7,46.7,1,0,0.0,0,0,0,1,1,0,0,0
102,CIN,2020-10-18,1,2,6,20,6,55,2,1,47.1,63.6,Sun,6,6,@,IND,L 27-31,22,6,14,2,17,8,47.1,2,2,100.0,430,2,6,20,6,55,12,75,4,4,4,1,1,0,398,73,5.45,60,7.17,1,34:28,3:10,23,5,18,0,11,7,63.6,0,0,,3,3,3,3,2,0,0,0
103,CIN,2020-10-25,2,1,7,45,5,40,2,1,66.7,71.4,Sun,7,7,,CLE,L 34-37,31,5,24,2,9,6,66.7,1,1,100.0,398,1,7,45,5,40,12,85,5,5,4,1,1,0,468,73,6.41,51,7.80,2,32:57,3:12,23,5,16,2,7,5,71.4,0,0,,4,4,4,2,2,0,0,0
104,CIN,2020-11-01,0,1,7,45,7,68,1,0,66.7,55.6,Sun,8,8,,TEN,W 31-20,27,7,16,4,15,10,66.7,1,1,100.0,441,1,7,45,7,68,14,113,3,2,2,1,0,0,367,69,5.32,60,7.35,0,35:57,3:09,27,12,13,2,9,5,55.6,1,1,100.0,4,4,4,1,1,0,0,0
105,CIN,2020-11-15,2,0,6,65,6,45,1,3,0.0,37.5,Sun,9,10,@,PIT,L 10-36,16,7,9,0,13,0,0.0,3,2,66.7,377,0,6,65,6,45,12,110,4,3,3,3,3,0,324,65,4.98,66,5.71,2,29:32,3:16,22,2,17,3,16,6,37.5,0,0,,1,1,1,1,1,0,0,0
106,CIN,2020-11-22,2,1,3,31,6,49,1,2,23.1,30.8,Sun,10,11,@,WAS,L 9-20,18,4,12,2,13,3,23.1,2,0,0.0,325,1,3,31,6,49,9,80,2,2,2,3,2,0,272,66,4.12,61,5.33,2,29:14,3:02,20,10,9,1,13,4,30.8,0,0,,1,1,0,3,1,0,0,0
107,CIN,2020-11-29,3,1,3,27,5,51,1,4,30.0,42.9,Sun,11,12,,NYG,L 17-19,11,4,5,2,10,3,30.0,1,1,100.0,386,1,3,27,5,51,8,78,1,1,1,4,4,0,155,46,3.37,80,4.83,3,22:34,2:58,19,8,11,0,21,9,42.9,3,3,100.0,2,2,2,1,1,0,0,0
108,CIN,2020-12-06,2,1,6,62,8,54,0,4,25.0,10.0,Sun,12,13,@,MIA,L 7-19,12,4,6,2,12,3,25.0,2,2,100.0,406,1,6,62,8,54,14,116,1,1,1,4,4,0,196,50,3.92,67,6.06,2,27:44,3:30,23,4,16,3,10,1,10.0,1,1,100.0,1,1,1,1,0,0,0,0
109,CIN,2020-12-13,3,0,3,25,5,30,0,3,56.3,45.5,Sun,13,14,,DAL,L 7-30,18,5,13,0,16,9,56.3,4,1,25.0,272,0,3,25,5,30,8,55,3,3,3,3,3,0,309,70,4.41,50,5.44,3,34:41,2:46,16,5,11,0,11,5,45.5,1,1,100.0,1,1,1,0,0,0,0,0
110,CIN,2020-12-21,0,3,2,16,4,30,2,1,28.6,25.0,Mon,14,15,,PIT,W 27-17,13,7,6,0,14,4,28.6,0,0,,244,3,2,16,4,30,6,46,2,2,2,1,1,0,230,56,4.11,62,3.94,0,32:03,3:05,12,5,6,1,16,4,25.0,2,1,50.0,3,3,3,3,2,0,0,0
111,CIN,2020-12-27,0,1,5,35,6,46,3,1,46.2,44.4,Sun,15,16,@,HOU,W 37-31,27,7,18,2,13,6,46.2,2,1,50.0,488,1,5,35,6,46,11,81,4,4,4,1,1,0,540,71,7.61,51,9.57,0,36:10,3:04,23,8,14,1,9,4,44.4,0,0,,4,4,4,4,3,0,0,0
112,CIN,2021-01-03,2,1,3,29,6,49,1,1,11.1,64.7,Sun,16,17,,BAL,L 3-38,10,7,1,2,9,1,11.1,0,0,,525,1,3,29,6,49,9,78,5,5,5,1,1,0,195,40,4.88,73,7.19,2,19:29,2:55,24,19,5,0,17,11,64.7,2,1,50.0,0,0,0,1,1,0,0,0
113,CIN,2021-09-12,0,1,3,15,12,116,2,1,21.4,37.5,Sun,1,1,,MIN,W 27-24 (OT),20,7,12,1,14,3,21.4,3,2,66.7,403,1,3,15,12,116,15,131,3,3,3,1,1,0,366,68,5.38,75,5.37,0,34:51,3:38,24,5,16,3,16,6,37.5,2,2,100.0,3,3,3,2,2,0,0,0
114,CIN,2021-09-19,4,1,4,57,8,70,1,2,46.2,40.0,Sun,2,2,@,CHI,L 17-20,14,2,10,2,13,6,46.2,1,0,0.0,206,1,4,57,8,70,12,127,2,2,2,2,2,0,248,55,4.51,61,3.38,4,28:39,2:55,16,6,7,3,15,6,40.0,1,0,0.0,2,2,2,1,1,0,0,0
115,CIN,2021-09-26,1,2,10,89,10,73,1,1,33.3,47.4,Sun,3,3,@,PIT,W 24-10,12,4,7,1,9,3,33.3,0,0,,342,2,10,89,10,73,20,162,1,1,1,2,1,0,268,42,6.38,77,4.44,1,24:38,3:02,21,2,16,3,19,9,47.4,2,0,0.0,3,3,3,1,1,0,0,0
116,CIN,2021-09-30,0,0,6,38,2,10,1,0,55.6,50.0,Thu,4,4,,JAX,W 24-21,21,4,16,1,9,5,55.6,0,0,,341,0,6,38,2,10,8,48,3,3,3,0,0,0,420,55,7.64,55,6.20,0,31:15,2:59,21,12,8,1,12,6,50.0,2,1,50.0,3,3,3,2,1,0,0,0
117,CIN,2021-10-10,2,1,2,21,2,10,0,4,35.7,36.4,Sun,5,5,,GNB,L 22-25 (OT),18,6,12,0,14,5,35.7,2,2,100.0,466,1,2,21,2,10,4,31,2,2,1,7,4,0,367,65,5.65,63,7.40,2,34:06,3:22,21,4,16,1,11,4,36.4,0,0,,3,2,2,2,0,1,1,0
118,CIN,2021-10-17,1,1,4,31,9,77,2,1,53.3,35.7,Sun,6,6,@,DET,W 34-11,20,8,10,2,15,8,53.3,2,2,100.0,228,1,4,31,9,77,13,108,1,0,0,1,1,0,398,68,5.85,61,3.74,1,35:52,2:57,15,3,12,0,14,5,35.7,2,1,50.0,4,4,4,2,2,0,0,0
119,CIN,2021-10-24,1,0,1,5,5,46,2,1,30.8,31.3,Sun,7,7,@,BAL,W 41-17,19,3,15,1,13,4,30.8,2,1,50.0,393,0,1,5,5,46,6,51,2,2,2,1,1,0,520,63,8.25,71,5.54,1,28:11,3:15,20,8,12,0,16,5,31.3,4,1,25.0,5,5,5,2,2,0,0,0
120,CIN,2021-10-31,1,3,5,51,8,46,1,2,40.0,54.5,Sun,8,8,@,NYJ,L 31-34,18,3,13,2,10,4,40.0,1,0,0.0,511,3,5,51,8,46,13,97,4,2,2,3,2,0,318,54,5.89,78,6.55,1,23:39,3:18,32,6,23,3,11,6,54.5,0,0,,4,4,4,1,1,0,0,0
121,CIN,2021-11-07,3,0,4,31,10,84,1,2,27.3,33.3,Sun,9,9,,CLE,L 16-41,25,6,15,4,11,3,27.3,2,0,0.0,361,0,4,31,10,84,14,115,5,5,5,3,2,0,348,70,4.97,46,7.85,3,35:22,3:07,14,6,7,1,9,3,33.3,0,0,,2,1,1,1,1,1,0,0
122,CIN,2021-11-21,1,2,1,5,7,77,4,2,50.0,14.3,Sun,10,11,@,LVR,W 32-13,23,10,10,3,16,8,50.0,0,0,,278,2,1,5,7,77,8,82,1,1,1,2,2,0,288,70,4.11,47,5.91,1,37:20,2:51,13,5,8,0,7,1,14.3,0,0,,3,3,2,4,4,0,0,0
123,CIN,2021-11-28,1,3,3,18,4,30,2,1,45.5,53.8,Sun,11,12,,PIT,W 41-10,25,13,11,1,11,5,45.5,1,1,100.0,301,3,3,18,4,30,7,48,1,1,1,1,1,0,370,65,5.69,59,5.10,1,35:20,3:02,16,1,15,0,13,7,53.8,0,0,,5,5,5,2,2,0,0,0
124,CIN,2021-12-05,4,3,7,63,7,51,1,2,50.0,30.8,Sun,12,13,,LAC,L 22-41,21,6,14,1,12,6,50.0,1,0,0.0,363,3,7,63,7,51,14,114,5,4,3,2,2,0,356,71,5.01,61,5.95,4,31:14,3:20,18,5,13,0,13,4,30.8,1,1,100.0,3,2,1,1,1,1,0,0
125,CIN,2021-12-12,2,0,2,19,6,40,3,2,30.8,33.3,Sun,13,14,,SFO,L 23-26 (OT),22,4,16,2,13,4,30.8,1,1,100.0,355,0,2,19,6,40,8,59,3,2,2,3,2,0,397,65,6.11,69,5.14,2,34:17,3:24,21,6,14,1,15,5,33.3,0,0,,2,2,2,4,3,0,0,0
126,CIN,2021-12-19,0,1,6,38,6,60,3,1,30.8,43.8,Sun,14,15,@,DEN,W 15-10,12,5,5,2,13,4,30.8,0,0,,292,1,6,38,6,60,12,98,1,1,1,2,1,0,249,51,4.88,71,4.11,0,27:19,3:11,19,10,8,1,16,7,43.8,1,0,0.0,1,0,0,3,3,1,0,0
127,CIN,2021-12-26,0,1,5,45,6,27,2,0,50.0,54.5,Sun,15,16,,BAL,W 41-21,33,4,26,3,10,5,50.0,2,2,100.0,334,1,5,45,6,27,11,72,3,3,3,0,0,0,575,70,8.21,57,5.86,0,37:03,3:02,21,2,19,0,11,6,54.5,1,0,0.0,5,5,5,3,2,0,0,0
128,CIN,2022-01-02,0,0,5,62,10,83,2,1,40.0,54.5,Sun,16,17,,KAN,W 34-31,23,5,12,6,10,4,40.0,1,1,100.0,414,0,5,62,10,83,15,145,4,4,4,1,1,0,475,63,7.54,58,7.14,0,29:06,3:08,23,11,11,1,11,6,54.5,1,1,100.0,4,4,4,2,2,0,0,0
129,CIN,2022-01-09,0,2,4,32,4,46,1,0,35.7,50.0,Sun,17,18,@,CLE,L 16-21,11,6,4,1,14,5,35.7,1,1,100.0,376,2,4,32,4,46,8,78,3,3,3,0,0,0,182,51,3.57,66,5.70,0,29:04,3:00,24,15,8,1,12,6,50.0,1,0,0.0,2,1,1,1,1,1,0,0
130,CIN,2022-09-11,5,0,4,27,8,59,2,3,50.0,26.7,Sun,1,1,,PIT,L 20-23 (OT),32,5,22,5,16,8,50.0,3,1,33.3,267,0,4,27,8,59,12,86,2,2,2,4,3,0,432,94,4.60,61,4.38,5,43:42,3:42,13,4,8,1,15,4,26.7,0,0,,2,1,0,3,2,1,1,0
131,CIN,2022-09-18,0,1,7,35,5,45,3,2,35.3,30.0,Sun,2,2,@,DAL,L 17-20,19,3,13,3,17,6,35.3,1,1,100.0,337,1,7,35,5,45,12,80,2,2,2,2,2,0,254,67,3.79,59,5.71,0,33:48,3:00,19,7,11,1,10,3,30.0,1,1,100.0,1,0,0,3,3,1,1,0
132,CIN,2022-09-25,1,4,5,30,4,55,2,4,50.0,38.9,Sun,3,3,@,NYJ,W 27-12,20,6,12,2,14,7,50.0,1,0,0.0,328,4,5,30,4,55,9,85,0,0,0,4,4,0,330,66,5.00,76,4.32,1,32:24,3:15,19,4,13,2,18,7,38.9,3,0,0.0,3,3,3,3,2,0,0,0
133,CIN,2022-09-29,0,2,6,74,6,41,2,3,53.3,20.0,Thu,4,4,,MIA,W 27-15,16,4,11,1,15,8,53.3,1,0,0.0,378,2,6,74,6,41,12,115,1,1,0,4,3,0,371,63,5.89,60,6.30,0,31:35,3:06,20,3,13,4,10,2,20.0,1,0,0.0,3,3,3,2,2,0,0,0
