Game Order,Team,Date,Passing Yards,Passings TD,Rushing Yards,Rushing TD,Turnovers,Opponent Passing Yards,Opponent Rushing Yards,Time of Possession,Day of Week,Game Number,Week,Home/Away,Opponent,Result,Passing Completions,Passing Attempts,Passing Incompletions,Passing Completion Percentage,Passing TD,Interceptions,TD Percentage per Pass,Interception Percentage per Pass,Passer Rating,Times Sacked,Sack Yards,Sack Percentage,Yards per Attempt,Net Yards per Attempt,Adjusted Yards per Attempt,Adjusted Net Yards per Attempt,Yards per Completion,Opponent Rushing Attempts,Opponent Rushing Yards per Attempt,Opponent Rushing TD,Opponent Pass Completions,Opponent Pass Attempts,Opponent Completion Percentage,Opponent Passing TD,Opponent Times Sacked,Opponent Sack Yards,Opponent Interceptions,Opponent Passer Rating,Rushing Attempts,Total Yardage,Offense Number of Plays,Yards per Offensive Play,Defense Number of Plays,Yards Allowed per Defensive Play,Turnovers Lost,Total Time
17,CIN,2015-09-13,269,2,127,2,0,183,63,32:32,Sun,1,1,@,LVR,W 33-13,25,34,9,73.5,2,0,5.9,0.0,115.9,0,0,0.0,7.9,7.91,9.09,9.09,10.8,16,3.9,0,30,43,69.8,2,2,20,1,83.8,31,396,65,6.09,61,4.03,0,3:02
18,CIN,2015-09-20,214,3,175,0,2,223,131,29:51,Sun,2,2,,LAC,W 24-19,16,26,10,61.5,3,0,11.5,0.0,126.1,0,0,0.0,8.2,8.23,10.54,10.54,13.4,25,5.2,0,21,27,77.8,2,4,18,1,110.3,36,389,62,6.27,56,6.32,2,3:06
19,CIN,2015-09-27,372,3,86,1,2,362,36,30:08,Sun,3,3,@,BAL,W 28-24,20,32,12,62.5,3,1,9.4,3.1,122.3,2,11,5.88,11.6,10.94,12.09,11.38,18.6,18,2.0,0,32,49,65.3,2,0,0,1,92.4,31,458,65,7.05,67,5.94,2,3:27
20,CIN,2015-10-04,321,1,124,4,0,348,113,23:07,Sun,4,4,,KAN,W 36-21,17,24,7,70.8,1,0,4.2,0.0,127.1,0,0,0.0,13.4,13.38,14.21,14.21,18.9,23,4.9,0,31,45,68.9,0,5,38,0,91.7,26,445,50,8.9,73,6.32,0,3:17
21,CIN,2015-10-11,310,2,109,1,2,197,200,40:49,Sun,5,5,,SEA,W 27-24 (OT),30,44,14,68.2,2,1,4.5,2.3,95.9,4,21,8.33,7.0,6.46,6.93,6.35,10.3,30,6.7,1,15,23,65.2,1,4,16,1,88.5,31,419,79,5.3,57,6.96,2,3:19
22,CIN,2015-10-18,243,3,112,1,0,256,112,30:00,Sun,6,6,@,BUF,W 34-21,22,33,11,66.7,3,0,9.1,0.0,118.6,0,0,0.0,7.4,7.36,9.18,9.18,11.0,23,4.9,2,28,42,66.7,1,2,7,1,81.1,28,355,61,5.82,67,5.49,0,3:09
23,CIN,2015-11-01,218,1,78,0,2,240,116,29:51,Sun,7,8,@,PIT,W 16-10,23,38,15,60.5,1,2,2.6,5.3,64.7,3,13,7.32,5.7,5.32,3.89,3.61,9.5,19,6.1,0,28,45,62.2,1,3,22,3,55.8,23,296,64,4.63,67,5.31,2,3:22
24,CIN,2015-11-05,219,3,152,1,0,144,69,36:03,Thu,8,9,,CLE,W 31-10,21,27,6,77.8,3,0,11.1,0.0,139.8,2,15,6.9,8.1,7.55,10.33,9.62,10.4,17,4.1,0,15,33,45.5,1,3,24,0,68.2,37,371,66,5.62,53,4.02,0,2:51
25,CIN,2015-11-16,182,0,74,0,2,174,82,31:26,Mon,9,10,,HOU,L 6-10,22,38,16,57.9,0,1,0.0,2.6,61.0,4,15,9.52,4.8,4.33,3.61,3.26,8.3,25,3.3,0,17,33,51.5,1,3,18,1,64.5,20,256,62,4.13,61,4.2,2,2:57
26,CIN,2015-11-22,278,2,99,2,1,301,82,31:15,Sun,10,11,@,ARI,L 31-34,22,39,17,56.4,2,0,5.1,0.0,99.8,4,37,9.3,7.1,6.47,8.15,7.4,12.6,25,3.3,0,20,31,64.5,4,2,16,2,109.0,28,377,71,5.31,58,6.6,1,3:18
27,CIN,2015-11-29,236,3,140,0,1,251,94,30:07,Sun,11,12,,LAR,W 31-7,21,28,7,75.0,3,1,10.7,3.6,120.5,0,0,0.0,8.4,8.43,8.96,8.96,11.2,17,5.5,1,36,53,67.9,0,1,8,3,54.8,31,376,59,6.37,71,4.86,1,2:51
28,CIN,2015-12-06,233,2,144,2,0,205,68,30:58,Sun,12,13,@,CLE,W 37-3,16,22,6,72.7,2,0,9.1,0.0,138.3,1,6,4.35,10.6,10.13,12.41,11.87,14.6,19,3.6,0,25,38,65.8,0,3,25,1,68.4,33,377,56,6.73,60,4.55,0,2:58
29,CIN,2015-12-13,321,2,64,0,3,270,84,24:13,Sun,13,14,,PIT,L 20-33,25,37,12,67.6,2,3,5.4,8.1,80.8,3,18,7.5,8.7,8.03,6.11,5.65,12.8,28,3.0,2,30,39,76.9,0,2,12,1,84.3,16,385,56,6.88,69,5.13,3,3:10
30,CIN,2015-12-20,174,1,68,2,1,263,55,30:59,Sun,14,15,@,SFO,W 24-14,15,21,6,71.4,1,0,4.8,0.0,115.6,4,18,16.0,8.3,6.96,9.24,7.76,11.6,17,3.2,1,30,50,60.0,1,4,32,3,55.7,36,242,61,3.97,71,4.48,1,3:17
31,CIN,2015-12-28,186,1,108,1,1,277,113,37:28,Mon,15,16,@,DEN,L 17-20 (OT),22,35,13,62.9,1,0,2.9,0.0,87.8,2,14,5.41,5.3,5.03,5.89,5.57,8.5,21,5.4,1,27,39,69.2,1,3,22,0,97.9,33,294,70,4.2,63,6.19,1,3:22
32,CIN,2016-01-03,147,2,145,1,0,282,59,30:44,Sun,16,17,,BAL,W 24-16,17,27,10,63.0,2,0,7.4,0.0,103.9,3,13,10.0,5.4,4.9,6.93,6.23,8.6,21,2.8,0,30,56,53.6,1,1,10,2,58.8,27,292,57,5.12,78,4.37,0,3:17
33,CIN,2016-09-11,324,1,57,1,1,188,152,25:07,Sun,1,1,@,NYJ,W 23-22,23,30,7,76.7,1,1,3.3,3.3,114.0,7,42,18.92,10.8,8.76,9.97,8.08,14.1,30,5.1,0,19,35,54.3,2,1,1,1,76.8,19,381,56,6.8,66,5.15,1,3:01
34,CIN,2016-09-18,366,1,46,0,2,250,124,27:05,Sun,2,2,@,PIT,L 16-24,31,54,23,57.4,1,0,1.9,0.0,84.3,1,0,1.82,6.8,6.65,7.15,7.02,11.8,36,3.4,0,19,37,51.4,3,1,9,2,77.5,18,412,73,5.64,74,5.05,2,3:14
35,CIN,2016-09-25,189,0,143,2,2,303,52,32:06,Sun,3,3,,DEN,L 17-29,21,31,10,67.7,0,1,0.0,3.2,72.8,4,17,11.43,6.1,5.4,4.65,4.11,9.0,23,2.3,0,23,35,65.7,4,2,9,0,131.0,29,332,64,5.19,60,5.92,2,3:05
36,CIN,2016-09-29,285,1,77,0,0,160,62,38:02,Thu,4,4,,MIA,W 22-7,22,31,9,71.0,1,0,3.2,0.0,111.8,1,11,3.13,9.2,8.91,9.84,9.53,13.0,13,4.8,0,15,25,60.0,1,5,29,1,75.4,37,362,69,5.25,43,5.16,0,2:51
37,CIN,2016-10-09,249,2,96,0,0,222,180,32:17,Sun,5,5,@,DAL,L 14-28,29,41,12,70.7,2,0,4.9,0.0,104.6,4,20,8.89,6.1,5.53,7.05,6.42,8.6,29,6.2,3,18,24,75.0,1,1,5,0,117.0,19,345,64,5.39,54,7.44,0,2:47
38,CIN,2016-10-16,237,1,120,1,0,358,79,32:03,Sun,6,6,@,NWE,L 17-35,21,31,10,67.7,1,0,3.2,0.0,103.4,2,17,6.06,7.6,7.18,8.29,7.79,11.3,23,3.4,1,29,35,82.9,3,3,18,0,137.9,32,357,65,5.49,61,7.16,0,3:03
39,CIN,2016-10-23,288,2,271,2,1,172,180,28:12,Sun,7,7,,CLE,W 31-17,19,28,9,67.9,2,0,7.1,0.0,128.3,3,20,9.68,10.3,9.29,11.71,10.58,15.2,26,6.9,2,21,35,60.0,0,2,10,2,48.8,30,559,61,9.16,63,5.59,1,2:50
40,CIN,2016-10-30,263,1,152,3,2,446,100,35:18,Sun,8,8,,WAS,T 27-27 (OT),27,42,15,64.3,1,1,2.4,2.4,81.8,3,21,6.67,6.3,5.84,5.67,5.29,9.7,31,3.2,1,38,56,67.9,2,1,12,1,96.3,36,415,81,5.12,88,6.2,2,3:56
41,CIN,2016-11-14,186,1,78,1,1,229,122,28:37,Mon,9,10,@,NYG,L 20-21,16,29,13,55.2,1,1,3.4,3.4,74.5,3,18,9.38,6.4,5.81,5.55,5.03,11.6,27,4.5,0,28,44,63.6,3,1,11,2,80.6,23,264,55,4.8,72,4.88,1,3:12
42,CIN,2016-11-20,207,1,93,1,2,159,183,27:49,Sun,10,11,,BUF,L 12-16,24,43,19,55.8,1,2,2.3,4.7,57.0,1,0,2.27,4.8,4.7,3.19,3.11,8.6,34,5.4,1,19,27,70.4,0,2,7,1,69.8,27,300,71,4.23,63,5.43,2,3:05
43,CIN,2016-11-27,261,1,64,0,2,219,92,28:43,Sun,11,12,@,BAL,L 14-19,26,48,22,54.2,1,0,2.1,0.0,78.7,3,22,5.88,5.4,5.12,5.85,5.51,10.0,30,3.1,0,25,36,69.4,1,2,15,1,83.0,20,325,71,4.58,68,4.57,2,3:05
44,CIN,2016-12-04,332,2,80,1,2,306,53,28:02,Sun,12,13,,PHI,W 32-14,23,31,8,74.2,2,0,6.5,0.0,130.0,0,0,0.0,10.7,10.71,12.0,12.0,14.4,19,2.8,1,36,60,60.0,1,1,2,3,58.1,33,412,64,6.44,80,4.49,2,3:03
45,CIN,2016-12-11,147,2,213,1,0,85,169,34:53,Sun,13,14,@,CLE,W 23-10,20,28,8,71.4,2,0,7.1,0.0,112.2,4,33,12.5,5.3,4.59,6.68,5.84,7.4,22,7.7,1,12,28,42.9,0,3,19,1,35.6,38,360,70,5.14,53,4.79,0,2:54
46,CIN,2016-12-18,146,0,76,2,1,285,97,27:28,Sun,14,15,,PIT,L 20-24,16,27,11,59.3,0,1,0.0,3.7,60.3,1,11,3.57,5.4,5.21,3.74,3.61,9.1,29,3.3,0,21,36,58.3,1,1,1,0,92.9,28,222,56,3.96,66,5.79,1,3:15
47,CIN,2016-12-24,244,1,50,0,1,155,95,28:54,Sat,15,16,@,HOU,L 10-12,28,41,13,68.3,1,1,2.4,2.4,84.2,3,24,6.82,6.0,5.55,5.34,4.98,8.7,24,4.0,1,18,29,62.1,0,4,21,0,76.1,19,294,63,4.67,57,4.39,1,2:43
48,CIN,2017-01-01,218,1,153,2,0,263,72,30:42,Sun,16,17,,BAL,W 27-10,18,28,10,64.3,1,0,3.6,0.0,101.2,1,8,3.45,7.8,7.52,8.5,8.21,12.1,16,4.5,1,33,51,64.7,0,3,16,2,61.2,38,371,67,5.54,70,4.79,0,2:50
49,CIN,2017-09-10,144,0,77,0,5,111,157,26:00,Sun,1,1,,BAL,L 0-20,16,31,15,51.6,0,4,0.0,12.9,28.4,5,26,13.89,4.6,4.0,-1.16,-1.0,9.0,42,3.7,1,9,17,52.9,1,1,10,1,68.5,22,221,58,3.81,60,4.47,5,2:57
50,CIN,2017-09-14,213,0,82,0,1,98,168,27:45,Thu,2,2,,HOU,L 9-13,20,35,15,57.1,0,0,0.0,0.0,76.4,3,11,7.89,6.1,5.61,6.09,5.61,10.7,35,4.8,1,15,24,62.5,0,3,27,0,71.2,24,295,62,4.76,62,4.29,1,3:04
51,CIN,2017-09-24,191,2,110,0,1,280,64,34:17,Sun,3,3,@,GNB,L 24-27 (OT),21,27,6,77.8,2,0,7.4,0.0,124.1,3,21,10.0,7.1,6.37,8.56,7.7,9.1,17,3.8,0,28,42,66.7,3,6,33,1,99.3,30,301,60,5.02,65,5.29,1,3:18
52,CIN,2017-10-01,264,4,86,0,1,170,45,35:02,Sun,4,4,@,CLE,W 31-7,25,30,5,83.3,4,0,13.3,0.0,146.0,3,22,9.09,8.8,8.0,11.47,10.42,10.6,17,2.6,1,21,42,50.0,0,2,13,1,50.7,30,350,63,5.56,61,3.52,1,2:56
53,CIN,2017-10-08,323,1,65,1,3,139,82,30:01,Sun,5,5,,BUF,W 20-16,22,36,14,61.1,1,2,2.8,5.6,77.1,1,5,2.7,9.0,8.73,7.03,6.84,14.7,24,3.4,0,20,37,54.1,1,6,27,1,60.5,27,388,64,6.06,67,3.3,3,3:00
54,CIN,2017-10-22,108,2,71,0,2,268,152,24:45,Sun,6,7,@,PIT,L 14-29,17,30,13,56.7,2,2,6.7,6.7,63.2,4,32,11.76,3.6,3.18,1.93,1.71,6.4,43,3.5,0,15,25,60.0,2,0,0,0,123.4,17,179,51,3.51,68,6.18,2,3:03
55,CIN,2017-10-29,218,2,58,0,2,216,115,26:47,Sun,7,8,,IND,W 24-23,17,29,12,58.6,2,0,6.9,0.0,108.8,3,25,9.38,7.5,6.81,8.9,8.06,12.8,28,4.1,0,25,39,64.1,2,4,17,1,85.0,21,276,53,5.21,71,4.66,2,3:11
56,CIN,2017-11-05,119,0,29,1,0,259,149,19:46,Sun,8,9,@,JAX,L 7-23,10,18,8,55.6,0,0,0.0,0.0,79.9,2,17,10.0,6.6,5.95,6.61,5.95,11.9,40,3.7,0,24,38,63.2,1,0,0,0,91.9,17,148,37,4.0,78,5.23,0,2:57
57,CIN,2017-11-12,255,2,53,1,2,236,180,19:51,Sun,9,10,@,TEN,L 20-24,20,35,15,57.1,2,0,5.7,0.0,100.3,1,10,2.78,7.3,7.08,8.43,8.19,12.8,36,5.0,2,25,44,56.8,1,4,28,1,69.9,14,308,50,6.16,84,4.95,2,3:17
58,CIN,2017-11-19,141,3,49,0,0,229,112,24:49,Sun,10,11,@,DEN,W 20-17,15,25,10,60.0,3,0,12.0,0.0,117.3,2,13,7.41,5.6,5.22,8.04,7.44,9.4,34,3.3,1,23,42,54.8,1,3,25,1,68.5,26,190,53,3.58,79,4.32,0,3:04
59,CIN,2017-11-26,209,2,152,1,0,236,169,30:32,Sun,11,12,,CLE,W 30-16,18,28,10,64.3,2,0,7.1,0.0,111.3,1,5,3.45,7.5,7.21,8.89,8.59,11.6,31,5.5,1,18,32,56.3,0,4,32,0,79.7,30,361,59,6.12,67,6.04,0,2:54
60,CIN,2017-12-04,223,2,130,0,0,282,92,30:11,Mon,12,13,,PIT,L 20-23,21,36,15,58.3,2,0,5.6,0.0,96.3,2,11,5.26,6.2,5.87,7.31,6.92,10.6,22,4.2,0,24,40,60.0,2,1,8,1,87.7,22,353,60,5.88,63,5.94,0,3:25
61,CIN,2017-12-10,164,1,70,0,2,250,232,21:51,Sun,13,14,,CHI,L 7-33,18,37,19,48.6,1,1,2.7,2.7,61.5,3,24,7.5,4.4,4.1,3.76,3.48,9.1,38,6.1,3,25,32,78.1,1,2,21,0,109.6,13,234,53,4.42,72,6.69,2,3:10
62,CIN,2017-12-17,115,0,46,1,2,222,124,24:08,Sun,14,15,@,MIN,L 7-34,14,28,14,50.0,0,2,0.0,7.1,33.6,3,17,9.68,4.1,3.71,0.89,0.81,8.2,34,3.6,1,20,25,80.0,2,2,14,1,113.7,20,161,51,3.16,61,5.67,2,3:01
63,CIN,2017-12-24,222,1,142,1,1,189,87,32:29,Sun,15,16,,DET,W 26-17,27,41,14,65.9,1,1,2.4,2.4,79.1,3,16,6.82,5.4,5.05,4.8,4.48,8.2,22,4.0,1,19,35,54.3,1,2,14,1,67.4,34,364,78,4.67,59,4.68,1,3:08
64,CIN,2017-12-31,213,3,146,0,1,194,118,28:39,Sun,16,17,@,BAL,W 31-27,23,44,21,52.3,3,0,6.8,0.0,89.4,1,9,2.22,4.8,4.73,6.2,6.07,9.3,26,4.5,1,25,47,53.2,2,1,9,1,68.9,30,359,75,4.79,74,4.22,1,3:33
65,CIN,2018-09-09,229,2,101,1,2,305,75,27:12,Sun,1,1,@,IND,W 34-23,21,28,7,75.0,2,1,7.1,3.6,109.7,2,14,6.67,8.2,7.63,8.0,7.47,10.9,22,3.4,0,39,53,73.6,2,2,14,1,92.1,20,330,50,6.6,77,4.94,2,3:04
66,CIN,2018-09-13,265,4,108,0,0,359,66,31:50,Thu,2,2,,BAL,W 34-23,24,42,18,57.1,4,0,9.5,0.0,107.7,0,0,0.0,6.3,6.31,8.21,8.21,11.0,22,3.0,1,32,55,58.2,2,4,17,2,74.7,28,373,70,5.33,81,5.25,0,3:26
67,CIN,2018-09-23,330,2,66,1,4,147,230,26:05,Sun,3,3,@,CAR,L 21-31,29,46,17,63.0,2,4,4.3,8.7,64.8,2,22,4.17,7.2,6.88,4.13,3.96,11.4,41,5.6,2,15,24,62.5,2,1,3,0,107.5,13,396,61,6.49,66,5.71,4,3:07
68,CIN,2018-09-30,308,3,99,2,1,403,92,30:38,Sun,4,4,@,ATL,W 37-36,29,41,12,70.7,3,1,7.3,2.4,109.5,3,29,6.82,7.5,7.0,7.88,7.34,10.6,24,3.8,1,29,39,74.4,3,3,16,0,132.7,23,407,67,6.07,66,7.5,1,3:25
69,CIN,2018-10-07,229,1,103,0,1,169,128,30:35,Sun,5,5,,MIA,W 27-17,20,30,10,66.7,1,1,3.3,3.3,89.3,2,19,6.25,7.6,7.16,6.8,6.38,11.5,22,5.8,0,20,35,57.1,1,3,16,2,55.5,26,332,58,5.72,60,4.95,1,3:02
70,CIN,2018-10-14,213,2,62,1,0,369,112,25:04,Sun,6,6,,PIT,L 21-28,26,42,16,61.9,2,0,4.8,0.0,92.3,3,16,6.67,5.1,4.73,6.02,5.62,8.2,21,5.3,2,32,46,69.6,1,0,0,0,100.7,13,275,58,4.74,67,7.18,0,3:08
71,CIN,2018-10-21,174,1,65,0,1,353,198,26:17,Sun,7,7,@,KAN,L 10-45,19,33,14,57.6,1,1,3.0,3.0,71.1,2,13,5.71,5.3,4.97,4.52,4.26,9.2,29,6.8,1,28,39,71.8,4,2,5,1,123.1,19,239,54,4.43,70,7.87,1,3:04
72,CIN,2018-10-28,264,2,138,2,0,450,126,24:01,Sun,8,8,,TAM,W 37-34,21,34,13,61.8,2,0,5.9,0.0,107.5,2,16,5.56,7.8,7.33,8.94,8.44,12.6,27,4.7,1,29,50,58.0,3,6,20,4,74.6,27,402,63,6.38,83,6.94,0,3:23
73,CIN,2018-11-11,174,1,110,1,2,265,244,20:14,Sun,9,10,,NOR,L 14-51,14,23,9,60.9,1,2,4.3,8.7,66.9,4,24,14.81,7.6,6.44,4.52,3.85,12.4,47,5.2,3,22,27,81.5,3,0,0,0,144.6,16,284,43,6.6,74,6.88,2,2:44
74,CIN,2018-11-18,207,2,48,1,0,136,267,21:51,Sun,10,11,@,BAL,L 21-24,19,37,18,51.4,2,0,5.4,0.0,86.7,1,4,2.63,5.6,5.45,6.68,6.5,10.9,53,5.0,2,13,19,68.4,0,3,14,1,67.0,16,255,54,4.72,75,5.37,0,3:05
75,CIN,2018-11-25,243,2,129,1,2,258,84,27:56,Sun,11,12,,CLE,L 20-35,27,46,19,58.7,2,1,4.3,2.2,79.5,1,12,2.13,5.3,5.17,5.17,5.06,9.0,35,2.4,1,19,26,73.1,4,0,0,0,143.9,20,372,67,5.55,61,5.61,2,3:18
76,CIN,2018-12-02,202,1,111,0,3,143,218,31:20,Sun,12,13,,DEN,L 10-24,25,37,12,67.6,1,1,2.7,2.7,82.7,4,34,9.76,5.5,4.93,4.78,4.32,8.1,34,6.4,2,12,21,57.1,1,2,8,0,93.9,23,313,64,4.89,57,6.33,3,3:13
77,CIN,2018-12-09,151,1,144,1,0,203,85,32:38,Sun,13,14,@,LAC,L 21-26,18,27,9,66.7,1,0,3.7,0.0,96.2,3,19,10.0,5.6,5.03,6.33,5.7,8.4,25,3.4,1,19,29,65.5,1,2,17,0,97.3,32,295,62,4.76,56,5.14,0,2:58
78,CIN,2018-12-16,123,1,171,2,1,229,68,33:19,Sun,14,15,,LVR,W 30-16,14,33,19,42.4,1,1,3.0,3.0,51.3,1,7,2.94,3.7,3.62,2.97,2.88,8.8,16,4.3,0,21,38,55.3,1,5,34,0,82.0,41,294,75,3.92,59,5.03,1,3:13
79,CIN,2018-12-23,107,2,102,0,0,347,146,24:29,Sun,15,16,@,CLE,L 18-26,13,19,6,68.4,2,0,10.5,0.0,123.4,3,26,13.64,5.6,4.86,7.74,6.68,8.2,28,5.2,0,28,38,73.7,3,0,0,0,127.9,24,209,46,4.54,66,7.47,0,2:45
80,CIN,2018-12-30,71,0,125,0,0,278,65,25:38,Sun,16,17,@,PIT,L 13-16,12,24,12,50.0,0,0,0.0,0.0,60.2,4,24,14.29,3.0,2.54,2.96,2.54,5.9,20,3.3,0,31,45,68.9,1,1,9,1,83.4,18,196,46,4.26,66,5.2,0,3:00
81,CIN,2019-09-08,395,2,34,0,3,160,72,35:50,Sun,1,1,@,SEA,L 20-21,35,51,16,68.6,2,0,3.9,0.0,106.5,5,23,8.93,7.7,7.05,8.53,7.77,11.3,25,2.9,1,14,20,70.0,2,4,35,0,127.1,14,429,70,6.13,49,4.73,3,3:12
82,CIN,2019-09-15,291,2,25,0,1,312,259,27:41,Sun,2,2,,SFO,L 17-41,26,42,16,61.9,2,1,4.8,2.4,90.5,4,20,8.7,6.9,6.33,6.81,6.22,11.2,42,6.2,2,18,26,69.2,3,0,0,1,132.2,19,316,65,4.86,68,8.4,1,2:59
83,CIN,2019-09-22,240,1,66,1,4,241,175,23:06,Sun,3,3,@,BUF,L 17-21,20,36,16,55.6,1,2,2.8,5.6,63.4,2,10,5.26,6.7,6.32,4.72,4.47,12.0,36,4.9,1,23,36,63.9,1,1,2,1,80.9,19,306,57,5.37,73,5.7,4,3:15
84,CIN,2019-09-30,102,0,73,0,2,260,66,30:14,Mon,4,4,@,PIT,L 3-27,21,37,16,56.8,0,1,0.0,2.7,57.4,8,69,17.78,2.8,2.27,1.54,1.27,4.9,25,2.6,1,27,31,87.1,2,0,0,0,123.1,19,175,64,2.73,56,5.82,2,2:56
