Game Order,Team,Date,Passing Yards,Passings TD,Rushing Yards,Rushing TD,Turnovers,Opponent Passing Yards,Opponent Rushing Yards,Time of Possession,Day of Week,Game Number,Week,Home/Away,Opponent,Result,Passing Completions,Passing Attempts,Passing Incompletions,Passing Completion Percentage,Passing TD,Interceptions,TD Percentage per Pass,Interception Percentage per Pass,Passer Rating,Times Sacked,Sack Yards,Sack Percentage,Yards per Attempt,Net Yards per Attempt,Adjusted Yards per Attempt,Adjusted Net Yards per Attempt,Yards per Completion,Opponent Rushing Attempts,Opponent Rushing Yards per Attempt,Opponent Rushing TD,Opponent Pass Completions,Opponent Pass Attempts,Opponent Completion Percentage,Opponent Passing TD,Opponent Times Sacked,Opponent Sack Yards,Opponent Interceptions,Opponent Passer Rating,Rushing Attempts,Total Yardage,Offense Number of Plays,Yards per Offensive Play,Defense Number of Plays,Yards Allowed per Defensive Play,Turnovers Lost,Total Time
136,GNB,2022-10-23,194,2,38,0,1,198,166,22:53,Sun,7,7,@,WAS,L 21-23,23,35,12,65.7,2,0,5.7,0.0,99.0,0,0,0.0,5.5,5.54,6.69,6.69,8.4,38,4.4,0,20,33,60.6,2,1,3,1,85.2,12,232,47,4.94,72,5.06,1,3:21
137,GNB,2022-10-30,190,2,208,0,1,216,153,33:48,Sun,8,8,@,BUF,L 17-27,19,30,11,63.3,2,1,6.7,3.3,91.4,2,13,6.25,6.3,5.94,6.17,5.78,10.0,27,5.7,1,13,25,52.0,2,2,2,2,74.7,31,398,63,6.32,54,6.83,1,3:04
138,GNB,2022-11-06,283,1,106,0,3,137,117,34:42,Sun,9,9,@,DET,L 9-15,23,43,20,53.5,1,3,2.3,7.0,53.5,1,8,2.27,6.6,6.43,3.91,3.82,12.3,31,3.8,0,14,26,53.8,2,0,0,1,78.5,25,389,69,5.64,57,4.46,3,3:07
139,GNB,2022-11-13,208,3,207,1,2,262,159,35:55,Sun,10,10,,DAL,W 31-28 (OT),14,20,6,70.0,3,0,15.0,0.0,146.7,2,16,9.09,10.4,9.45,13.4,12.18,14.9,31,5.1,1,27,46,58.7,3,2,3,2,78.4,39,415,61,6.8,79,5.33,2,3:28
140,GNB,2022-11-17,215,2,56,0,0,320,88,27:32,Thu,11,11,,TEN,L 17-27,24,39,15,61.5,2,0,5.1,0.0,94.7,1,12,2.5,5.5,5.38,6.54,6.38,9.0,32,2.8,1,24,29,82.8,3,3,17,1,132.8,19,271,59,4.59,64,6.38,0,3:02
141,GNB,2022-11-27,236,3,106,1,2,137,363,24:26,Sun,12,12,@,PHI,L 33-40,17,25,8,68.0,3,2,12.0,8.0,107.2,3,17,10.71,9.4,8.43,8.24,7.36,13.9,49,7.4,3,16,28,57.1,2,2,16,0,93.9,21,342,49,6.98,79,6.33,2,3:09
142,GNB,2022-12-04,182,1,175,2,0,254,155,32:28,Sun,13,13,@,CHI,W 28-19,18,31,13,58.1,1,0,3.2,0.0,85.7,0,0,0.0,5.9,5.87,6.52,6.52,10.1,25,6.2,2,20,25,80.0,0,0,0,2,75.7,32,357,63,5.67,50,8.18,0,2:55
143,GNB,2022-12-19,207,1,138,2,2,84,72,37:19,Mon,14,15,,LAR,W 24-12,22,30,8,73.3,1,1,3.3,3.3,92.2,3,22,9.09,6.9,6.27,6.07,5.52,9.4,17,4.2,0,12,21,57.1,1,5,27,1,62.4,35,345,68,5.07,43,3.63,2,2:57
144,GNB,2022-12-25,222,1,79,1,1,294,82,32:00,Sun,15,16,@,MIA,W 26-20,24,38,14,63.2,1,1,2.6,2.6,78.6,2,16,5.0,5.8,5.55,5.18,4.93,9.3,18,4.6,1,16,25,64.0,1,2,16,3,78.2,25,301,65,4.63,45,8.36,1,2:59
145,GNB,2023-01-01,152,1,163,2,0,244,102,34:04,Sun,16,17,,MIN,W 41-17,17,27,10,63.0,1,0,3.7,0.0,92.8,1,16,3.57,5.6,5.43,6.37,6.14,8.9,20,5.1,0,22,35,62.9,2,2,18,3,66.8,33,315,61,5.16,57,6.07,0,2:54
146,GNB,2023-01-08,188,1,103,0,2,219,104,32:15,Sun,17,18,,DET,L 16-20,17,27,10,63.0,1,1,3.7,3.7,83.1,2,17,6.9,7.0,6.48,6.04,5.62,11.1,25,4.2,2,23,34,67.6,0,1,5,0,85.3,28,291,57,5.11,60,5.38,2,2:59
